"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ SEA","CF","4.64","1.19",".59",".24",".03",".33",".85",".66",".12",".06",".73",".85","9.91","15.36","11.58","10155"
"Jose Ramirez","Indians","CLE @ CWS","3B","4.70","1.14",".61",".29",".03",".21",".73",".72",".10",".05",".69",".53","8.89","13.83","10.36","13510"
"Michael Brantley","Indians","CLE @ CWS","LF","4.81","1.34",".84",".27",".02",".21",".80",".70",".08",".04",".47",".42","8.78","13.68","10.42","4106"
"J.D. Martinez","Red Sox","BOS @ BAL","DH","4.55","1.19",".63",".24",".01",".32",".68",".82",".02",".01",".35","1.14","8.57","13.40","10.10","6184"
"Mookie Betts","Red Sox","BOS @ BAL","RF","4.78","1.22",".69",".28",".01",".24",".73",".58",".15",".06",".44",".64","8.53","13.23","10.14","13611"
"Matt Carpenter","Cardinals","SD @ STL","3B","4.64","1.10",".58",".28",".02",".22",".78",".54",".02",".01",".72",".82","8.33","12.92","9.70","8090"
"Teoscar Hernandez","Blue Jays","TOR @ TB","RF","4.77","1.17",".59",".26",".04",".27",".64",".62",".11",".07",".29","1.21","8.17","12.69","9.76","13066"
"Tommy Pham","Cardinals","SD @ STL","CF","4.52","1.19",".79",".20",".02",".18",".75",".55",".15",".08",".50",".95","8.16","12.67","9.71","2967"
"Andrew Benintendi","Red Sox","BOS @ BAL","LF","4.67","1.13",".66",".23",".03",".22",".72",".59",".10",".06",".50",".82","8.16","12.68","9.64","17901"
"Francisco Lindor","Indians","CLE @ CWS","SS","4.59","1.05",".62",".21",".03",".20",".65",".74",".08",".04",".59",".66","8.06","12.59","9.42","12916"
"Justin Upton","Angels","LAA @ SEA","LF","4.55","1.07",".56",".22",".00",".29",".62",".72",".05",".03",".40","1.29","7.99","12.47","9.40","5222"
"Andrew McCutchen","Giants","SF @ MIA","RF","4.64","1.13",".66",".26",".02",".19",".65",".66",".05",".03",".58",".84","8.00","12.46","9.40","9847"
"Jose Martinez","Cardinals","SD @ STL","1B","4.41","1.29",".85",".26",".01",".17",".66",".68",".04",".02",".39",".57","7.75","12.10","9.26","7996"
"Paul Goldschmidt","Diamondbacks","PIT @ ARI","1B","4.42","1.08",".60",".24",".03",".20",".68",".52",".08",".04",".54","1.09","7.79","12.09","9.19","9218"
"Buster Posey","Giants","SF @ MIA","C","4.73","1.31",".86",".30",".01",".14",".72",".51",".04",".03",".48",".48","7.66","11.88","9.16","9166"
"Yonder Alonso","Indians","CLE @ CWS","1B","4.49",".99",".59",".18",".00",".21",".60",".73",".02",".01",".68",".82","7.73","12.08","8.95","2530"
"Marcell Ozuna","Cardinals","SD @ STL","LF","4.31","1.24",".82",".21",".02",".19",".61",".75",".02",".01",".29",".70","7.51","11.77","8.99","10324"
"Nelson Cruz","Mariners","LAA @ SEA","DH","4.28",".99",".57",".16",".01",".26",".58",".70",".01",".01",".54","1.04","7.56","11.81","8.83","2434"
"Anthony Rizzo","Cubs","CHC @ MIL","1B","4.44",".93",".51",".19",".01",".22",".59",".66",".03",".02",".67",".72","7.54","11.76","8.73","3473"
"Eric Hosmer","Padres","SD @ STL","1B","4.56","1.17",".75",".22",".01",".20",".64",".53",".04",".03",".49",".89","7.47","11.60","8.89","3516"
"Starling Marte","Pirates","PIT @ ARI","CF","4.48","1.17",".74",".21",".07",".14",".55",".54",".17",".08",".33","1.03","7.41","11.49","8.96","9241"
"Jake Lamb","Diamondbacks","PIT @ ARI","3B","4.32",".97",".48",".23",".05",".20",".59",".63",".03",".02",".55",".99","7.50","11.68","8.76","13329"
"Mitch Moreland","Red Sox","BOS @ BAL","1B","4.45","1.02",".53",".22",".01",".26",".59",".69",".01",".01",".39",".93","7.43","11.61","8.73","3086"
"Kris Bryant","Cubs","CHC @ MIL","3B","4.53","1.01",".59",".23",".02",".18",".61",".53",".04",".03",".68","1.06","7.39","11.47","8.64","15429"
"Evan Longoria","Giants","SF @ MIA","3B","4.53","1.13",".65",".27",".02",".19",".56",".73",".02",".01",".31",".71","7.26","11.37","8.61","9368"
"Mitch Haniger","Mariners","LAA @ SEA","RF","4.38",".97",".55",".20",".02",".20",".58",".60",".04",".03",".54","1.09","7.23","11.27","8.47","14274"
"Justin Smoak","Blue Jays","TOR @ TB","1B","4.53",".97",".53",".20",".00",".23",".59",".57",".01",".01",".56","1.17","7.23","11.25","8.44","9054"
"Kyle Schwarber","Cubs","CHC @ MIL","LF","4.24",".80",".42",".12",".02",".24",".53",".63",".03",".02",".66","1.25","7.12","11.10","8.20","16478"
"Ian Kinsler","Angels","LAA @ SEA","2B","4.75","1.08",".64",".23",".01",".19",".64",".45",".08",".05",".32",".59","6.96","10.80","8.33","6195"
"Jean Segura","Mariners","LAA @ SEA","SS","4.50","1.22",".88",".23",".03",".09",".58",".46",".17",".08",".30",".71","6.90","10.70","8.41","5933"
"Ryan Braun","Brewers","CHC @ MIL","1B","4.32",".99",".56",".24",".02",".17",".53",".57",".08",".05",".45",".94","6.97","10.85","8.23","3410"
"Gorkys Hernandez","Giants","SF @ MIA","LF","4.85","1.17",".79",".24",".03",".12",".61",".41",".11",".06",".40","1.07","6.89","10.66","8.31","4146"
"Yangervis Solarte","Blue Jays","TOR @ TB","2B","4.65","1.14",".72",".22",".01",".19",".61",".52",".02",".01",".31",".66","6.88","10.70","8.24","5352"
"Nick Hundley","Giants","SF @ MIA","C","4.32","1.06",".59",".25",".01",".20",".56",".64",".01",".01",".28",".93","6.88","10.75","8.16","3376"
"Jake Bauers","Rays","TOR @ TB","LF","4.43","1.01",".61",".22",".02",".16",".57",".49",".11",".08",".40",".98","6.88","10.69","8.19","15194"
"Austin Meadows","Pirates","PIT @ ARI","CF","4.58","1.13",".69",".24",".07",".12",".57",".45",".14",".08",".22",".96","6.82","10.58","8.29","15672"
"Lorenzo Cain","Brewers","CHC @ MIL","CF","4.52","1.10",".76",".22",".02",".10",".56",".33",".15",".07",".59",".82","6.87","10.58","8.24","9077"
"Hunter Renfroe","Padres","SD @ STL","LF","4.46","1.04",".59",".22",".01",".22",".53",".64",".02",".01",".27","1.24","6.82","10.66","8.11","15464"
"Daniel Descalso","Diamondbacks","PIT @ ARI","2B","4.53","1.00",".55",".24",".07",".15",".61",".41",".03",".02",".53",".96","6.85","10.60","8.10","8392"
"David Peralta","Diamondbacks","PIT @ ARI","LF","4.12","1.10",".66",".24",".06",".14",".53",".56",".04",".02",".33",".74","6.79","10.56","8.13","2136"
"Mac Williamson","Giants","SF @ MIA","LF","4.20","1.00",".57",".20",".01",".21",".55",".59",".03",".02",".35","1.04","6.81","10.62","8.06","14158"
"C.J. Cron","Rays","TOR @ TB","DH","4.23","1.02",".59",".20",".01",".22",".54",".62",".02",".02",".29",".97","6.79","10.60","8.06","12546"
"Greg Allen","Indians","CLE @ CWS","CF","4.93",".94",".63",".21",".04",".06",".61",".34",".18",".09",".72","1.14","6.84","10.56","8.05","16623"
"Franmil Reyes","Padres","SD @ STL","RF","4.36",".94",".55",".12",".01",".26",".52",".66",".02",".01",".29","1.36","6.75","10.55","7.98","14566"
"Alen Hanson","Giants","SF @ MIA","2B","4.09","1.04",".66",".19",".06",".12",".48",".52",".18",".10",".28",".66","6.71","10.42","8.11","12926"
"Randal Grichuk","Blue Jays","TOR @ TB","RF","4.12",".91",".43",".21",".02",".25",".52",".62",".03",".02",".26","1.28","6.76","10.55","7.97","10243"
"Albert Pujols","Angels","LAA @ SEA","1B","4.43","1.04",".64",".18",".00",".22",".52",".66",".01",".00",".25",".61","6.62","10.36","7.88","1177"
"Josh Harrison","Pirates","PIT @ ARI","2B","4.69","1.16",".72",".28",".05",".11",".54",".40",".08",".05",".32",".93","6.61","10.22","8.02","8202"
"Jedd Gyorko","Cardinals","SD @ STL","3B","4.11","1.02",".64",".18",".01",".19",".54",".61",".03",".02",".33",".78","6.60","10.32","7.84","10816"
"Jose Abreu","White Sox","CLE @ CWS","1B","4.21","1.08",".62",".25",".01",".20",".51",".52",".01",".01",".31",".97","6.60","10.26","7.90","15676"
"Jabari Blash","Angels","LAA @ SEA","RF","4.11",".83",".40",".17",".00",".26",".49",".57",".03",".03",".41","1.54","6.65","10.35","7.78","11247"
"Dexter Fowler","Cardinals","SD @ STL","RF","4.00",".94",".57",".17",".06",".14",".50",".53",".06",".03",".51",".69","6.62","10.29","7.82","4062"
"Kendrys Morales","Blue Jays","TOR @ TB","DH","4.43","1.02",".62",".19",".00",".21",".52",".58",".01",".01",".32",".98","6.58","10.27","7.82","8610"
"Rafael Devers","Red Sox","BOS @ BAL","3B","4.25",".97",".55",".19",".01",".22",".51",".59",".03",".02",".28","1.03","6.58","10.26","7.81","17350"
"Wilson Ramos","Rays","TOR @ TB","C","4.32","1.10",".71",".17",".00",".21",".53",".61",".01",".00",".22",".78","6.53","10.20","7.84","1433"
"Yadier Molina","Cardinals","SD @ STL","C","4.21","1.14",".79",".22",".00",".13",".53",".64",".05",".03",".23",".46","6.50","10.18","7.83","7007"
