"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","OAK @ ANA","CF","4.52","1.25",".69",".24",".03",".29",".85",".74",".15",".06",".69",".88","9.96","15.48","11.67","10155"
"Justin Upton","Tigers","DET @ COL","LF","4.69","1.30",".72",".27",".01",".31",".84",".87",".09",".04",".54","1.10","9.90","15.46","11.62","5222"
"Nolan Arenado","Rockies","DET @ COL","3B","4.47","1.27",".66",".26",".04",".31",".75",".91",".03",".02",".40",".81","9.37","14.66","11.03","9777"
"Charlie Blackmon","Rockies","DET @ COL","CF","4.68","1.27",".77",".20",".08",".23",".82",".60",".23",".08",".49",".89","9.33","14.45","11.13","7859"
"Joey Votto","Reds","NYN @ CIN","1B","4.47","1.06",".63",".20",".01",".23",".82",".64",".06",".03","1.14",".66","9.35","14.52","10.71","4314"
"Freddie Freeman","Braves","ATL @ PHI (2)","1B","4.60","1.11",".60",".24",".02",".25",".78",".67",".03",".02",".85",".88","8.99","13.97","10.39","5361"
"Nelson Cruz","Mariners","SEA @ BAL","DH","4.68","1.14",".63",".19",".00",".31",".77",".84",".01",".01",".56","1.15","8.93","13.96","10.39","2434"
"Manny Machado","Orioles","SEA @ BAL","3B","4.48","1.19",".63",".21",".01",".34",".76",".76",".05",".03",".41",".70","8.88","13.84","10.45","11493"
"Giancarlo Stanton","Marlins","MIA @ WAS","RF","4.59","1.05",".48",".19",".00",".38",".75",".75",".03",".01",".51","1.55","8.89","13.86","10.36","4949"
"Brian Dozier","Twins","CHA @ MIN","2B","4.64","1.12",".61",".23",".02",".27",".76",".69",".10",".05",".57",".78","8.80","13.70","10.31","9810"
"Mikie Mahtook","Tigers","DET @ COL","CF","4.91","1.40",".89",".27",".07",".17",".77",".59",".13",".06",".35","1.05","8.60","13.36","10.38","13130"
"Nick Castellanos","Tigers","DET @ COL","3B","4.58","1.30",".76",".25",".06",".22",".73",".82",".02",".01",".39",".93","8.63","13.50","10.23","11737"
"Trea Turner","Nationals","MIA @ WAS","SS","4.66","1.34",".92",".23",".05",".15",".71",".51",".29",".14",".37",".71","8.56","13.24","10.39","16252"
"Kris Bryant","Cubs","PIT @ CHN","3B","4.38","1.14",".65",".22",".03",".26",".74",".72",".07",".03",".54",".87","8.64","13.47","10.14","15429"
"Paul Goldschmidt","Diamondbacks","LAN @ ARI","1B","4.27","1.06",".58",".24",".02",".22",".75",".66",".09",".05",".73","1.00","8.66","13.47","10.06","9218"
"Anthony Rizzo","Cubs","PIT @ CHN","1B","4.28","1.07",".60",".24",".01",".23",".70",".77",".05",".03",".66",".55","8.53","13.32","9.89","3473"
"Matt Carpenter","Cardinals","SLN @ MIL","1B","4.83","1.14",".63",".26",".02",".22",".77",".47",".05",".03",".80",".97","8.49","13.12","9.91","8090"
"Anthony Rendon","Nationals","MIA @ WAS","3B","4.44","1.12",".66",".27",".01",".19",".76",".66",".07",".05",".69",".57","8.45","13.15","9.84","12861"
"Ryan Zimmerman","Nationals","MIA @ WAS","1B","4.34","1.11",".63",".23",".00",".25",".70",".83",".03",".02",".51",".73","8.38","13.12","9.76","4220"
"Robinson Cano","Mariners","SEA @ BAL","2B","4.58","1.21",".74",".23",".01",".22",".69",".77",".02",".01",".49",".60","8.23","12.86","9.68","3269"
"Matt Kemp","Braves","ATL @ PHI (2)","LF","4.51","1.17",".67",".25",".01",".24",".67",".80",".04",".02",".37",".97","8.16","12.77","9.61","5631"
"Adam Duvall","Reds","NYN @ CIN","LF","4.39",".99",".51",".18",".02",".28",".67",".86",".04",".02",".43","1.20","8.14","12.77","9.46","10950"
"Wil Myers","Padres","SFN @ SDN","1B","4.24","1.08",".65",".19",".02",".22",".66",".67",".12",".06",".50",".74","8.08","12.58","9.51","10047"
"Rhys Hoskins","Phillies","ATL @ PHI","LF","4.23",".99",".54",".17",".02",".27",".67",".72",".05",".03",".59",".79","8.10","12.64","9.41","16472"
"Dexter Fowler","Cardinals","SLN @ MIL","CF","4.50","1.00",".61",".17",".04",".17",".69",".56",".12",".05",".80",".96","8.10","12.56","9.43","4062"
"Kyle Seager","Mariners","SEA @ BAL","3B","4.48","1.05",".60",".21",".01",".22",".66",".75",".04",".02",".59",".73","8.05","12.59","9.37","9785"
"Matt Adams","Braves","ATL @ PHI","LF","4.28","1.08",".56",".22",".01",".28",".63",".77",".03",".01",".39",".93","8.02","12.54","9.41","9393"
"Wilmer Flores","Mets","NYN @ CIN","3B","4.45","1.19",".71",".22",".01",".24",".64",".82",".02",".01",".31",".62","7.94","12.44","9.40","5827"
