"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","SEA @ LAA","CF","4.48","1.12",".64",".21",".02",".25",".82",".66",".12",".05","1.04",".66","9.78","15.16","11.29","10155"
"Giancarlo Stanton","Yankees","TOR @ NYY","DH","4.51","1.05",".49",".21",".00",".35",".78",".78",".02",".01",".54","1.25","8.90","13.90","10.33","4949"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.52","1.02",".47",".24",".01",".29",".78",".70",".04",".03",".68",".90","8.80","13.71","10.17","16472"
"Nelson Cruz","Mariners","SEA @ LAA","DH","4.49","1.12",".62",".17",".00",".32",".67",".85",".01",".01",".45",".92","8.51","13.32","9.96","2434"
"Wil Myers","Padres","TEX @ SD","RF","4.49","1.10",".59",".25",".02",".24",".71",".64",".11",".07",".50","1.05","8.37","13.02","9.85","10047"
"Jose Abreu","White Sox","CWS @ BAL","1B","4.64","1.28",".76",".28",".01",".23",".70",".74",".01",".01",".41",".69","8.26","12.90","9.80","15676"
"Jose Ramirez","Indians","DET @ CLE","3B","4.47","1.12",".61",".29",".02",".20",".68",".65",".10",".06",".57",".59","8.31","12.93","9.76","13510"
"Alex Bregman","Astros","ARI @ HOU","3B","4.48","1.04",".56",".27",".02",".18",".66",".69",".07",".04",".79",".72","8.36","13.01","9.67","17678"
"Hunter Renfroe","Padres","TEX @ SD","LF","4.38","1.12",".57",".22",".02",".31",".66",".78",".02",".01",".33","1.01","8.24","12.89","9.71","15464"
"Andrew McCutchen","Yankees","TOR @ NYY","RF","4.63","1.05",".59",".21",".01",".23",".75",".61",".06",".03",".65","1.00","8.23","12.79","9.58","9847"
"Christin Stewart","Tigers","DET @ CLE","OF","4.53","1.11",".56",".20",".01",".33",".73",".66",".02",".01",".31","1.15","8.16","12.72","9.64","17714"
"Daniel Palka","White Sox","CWS @ BAL","DH","4.54","1.11",".63",".18",".02",".28",".66",".78",".05",".03",".35","1.23","8.14","12.73","9.60","14897"
"Bryce Harper","Nationals","WSH @ ATL","RF","4.63",".99",".54",".21",".01",".23",".68",".64",".05",".03",".75","1.14","8.18","12.73","9.47","11579"
"Mookie Betts","Red Sox","NYM @ BOS","RF","4.65","1.22",".73",".32",".04",".13",".68",".49",".16",".07",".52",".76","8.07","12.49","9.63","13611"
"Edwin Encarnacion","Indians","DET @ CLE","DH","4.36",".96",".50",".18",".00",".28",".67",".77",".01",".00",".56",".93","7.99","12.51","9.24","2151"
"Francisco Lindor","Indians","DET @ CLE","SS","4.70","1.19",".68",".27",".02",".22",".67",".59",".08",".04",".39",".72","7.93","12.32","9.43","12916"
"Trea Turner","Nationals","WSH @ ATL","SS","4.74","1.21",".84",".20",".04",".13",".66",".50",".28",".11",".36",".88","7.87","12.19","9.52","16252"
"Mitch Haniger","Mariners","SEA @ LAA","RF","4.81","1.20",".71",".26",".02",".22",".68",".55",".05",".03",".44","1.05","7.85","12.19","9.34","14274"
"Franmil Reyes","Padres","TEX @ SD","RF","4.19","1.02",".56",".16",".01",".29",".63",".72",".02",".02",".45","1.11","7.86","12.28","9.22","14566"
"Jose Altuve","Astros","ARI @ HOU","2B","4.59","1.19",".81",".24",".02",".12",".70",".51",".13",".05",".59",".81","7.82","12.12","9.28","5417"
"J.D. Martinez","Red Sox","NYM @ BOS","DH","4.33","1.19",".69",".28",".01",".21",".62",".74",".01",".01",".36","1.10","7.75","12.12","9.18","6184"
"Josh Donaldson","Indians","DET @ CLE","3B","4.26",".96",".50",".21",".01",".24",".63",".67",".02",".02",".67",".92","7.84","12.22","9.06","5038"
"Anthony Rizzo","Cubs","CIN @ CHC","1B","4.58","1.15",".68",".25",".02",".20",".72",".53",".04",".03",".52",".52","7.78","12.08","9.19","3473"
"Yoan Moncada","White Sox","CWS @ BAL","2B","4.86","1.11",".70",".19",".03",".18",".63",".52",".13",".08",".53","1.25","7.69","11.93","9.14","17232"
"George Springer","Astros","ARI @ HOU","CF","4.71","1.00",".62",".18",".02",".19",".71",".51",".07",".04",".73","1.16","7.73","12.00","9.01","12856"
"Michael Conforto","Mets","NYM @ BOS","CF","4.61","1.02",".57",".21",".02",".22",".62",".64",".03",".02",".60","1.25","7.69","11.98","8.98","16376"
"Kris Bryant","Cubs","CIN @ CHC","3B","4.47","1.13",".68",".25",".04",".16",".70",".52",".05",".03",".57",".89","7.67","11.91","9.05","15429"
"Nicholas Castellanos","Tigers","DET @ CLE","RF","4.43","1.25",".67",".33",".02",".24",".60",".63",".02",".01",".16",".95","7.54","11.75","9.07","11737"
"Justin Upton","Angels","SEA @ LAA","LF","4.29","1.00",".59",".20",".01",".21",".57",".74",".05",".03",".56","1.04","7.61","11.90","8.87","5222"
"Aaron Hicks","Yankees","TOR @ NYY","CF","4.40",".90",".50",".18",".02",".20",".64",".58",".08",".05",".74",".79","7.66","11.90","8.86","5297"
"Jeff McNeil","Mets","NYM @ BOS","2b","4.71","1.23",".76",".27",".06",".14",".66",".54",".05",".03",".39",".65","7.51","11.66","9.00","15362"
"Juan Soto","Nationals","WSH @ ATL","LF","4.43","1.07",".68",".21",".01",".17",".62",".64",".05",".03",".60","1.00","7.56","11.78","8.86","20123"
"Starling Marte","Pirates","PIT @ MIL","CF","4.66","1.16",".76",".20",".03",".16",".60",".50",".20",".10",".34",".95","7.48","11.60","9.03","9241"
"Jonathan Villar","Orioles","CWS @ BAL","2B","4.49","1.10",".75",".19",".02",".15",".59",".49",".23",".10",".43","1.00","7.49","11.60","9.00","10071"
"Robinson Cano","Mariners","SEA @ LAA","2B","4.59","1.20",".75",".24",".01",".20",".66",".64",".01",".01",".40",".60","7.49","11.69","8.90","3269"
"Ronald Acuna","Braves","WSH @ ATL","LF","4.45","1.01",".53",".20",".02",".26",".59",".50",".14",".09",".38","1.45","7.52","11.65","8.94","18401"
"Jay Bruce","Mets","NYM @ BOS","RF","4.51","1.02",".53",".26",".02",".21",".59",".69",".02",".01",".45",".99","7.51","11.73","8.79","9892"
"Miguel Andujar","Yankees","TOR @ NYY","3B","4.30","1.17",".67",".27",".02",".21",".59",".75",".03",".02",".22",".71","7.44","11.65","8.86","15878"
"Wilson Ramos","Phillies","MIA @ PHI","C","4.32","1.18",".75",".22",".01",".21",".58",".75",".00",".00",".34",".71","7.43","11.63","8.82","1433"
"Christian Yelich","Brewers","PIT @ MIL","LF","4.42","1.10",".67",".23",".02",".18",".63",".50",".08",".04",".50","1.12","7.43","11.53","8.82","11477"
"Matt Chapman","Athletics","OAK @ TB","3B","4.69","1.04",".56",".24",".03",".21",".62",".59",".04",".03",".47","1.33","7.44","11.57","8.75","16505"
"Joc Pederson","Dodgers","LAD @ STL","LF","4.87",".97",".52",".21",".02",".22",".65",".51",".06",".04",".60","1.15","7.47","11.59","8.73","11899"
"Francisco Mejia","Padres","TEX @ SD","C","4.61","1.12",".66",".24",".02",".21",".67",".58",".04",".02",".36",".88","7.40","11.52","8.79","16403"
"Matt Carpenter","Cardinals","LAD @ STL","3B","4.57",".94",".48",".24",".01",".20",".65",".46",".02",".01",".79","1.12","7.51","11.62","8.68","8090"
"Ji-Man Choi","Rays","OAK @ TB","1B","4.42",".98",".55",".22",".01",".19",".60",".62",".03",".02",".64","1.05","7.46","11.63","8.68","5452"
"Justin Turner","Dodgers","LAD @ STL","3B","4.75","1.11",".72",".23",".01",".15",".66",".46",".04",".02",".72",".81","7.45","11.54","8.76","5235"
