"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","MIL @ COL","CF","4.65","1.31",".79",".22",".06",".24",".90",".72",".13",".06",".63",".71","9.73","15.14","11.47","7859"
"Mike Moustakas","Royals","KC @ BAL","3B","4.59","1.24",".65",".21",".01",".37",".73",".90",".01",".01",".28",".53","9.00","14.10","10.62","4892"
"Rhys Hoskins","Phillies","SF @ PHI","LF","4.32","1.07",".52",".24",".02",".29",".74",".84",".03",".03",".69",".75","9.08","14.19","10.49","16472"
"Nolan Arenado","Rockies","MIL @ COL","3B","4.55","1.25",".70",".27",".04",".24",".75",".83",".02",".02",".54",".69","8.98","14.03","10.53","9777"
"Giancarlo Stanton","Yankees","BOS @ NYY","LF","4.30",".94",".40",".17",".01",".37",".72",".85",".02",".01",".63","1.35","8.94","13.98","10.28","4949"
"Ryan Braun","Brewers","MIL @ COL","1B","4.68","1.29",".75",".29",".02",".22",".71",".79",".08",".05",".38",".91","8.68","13.55","10.29","3410"
"J.D. Martinez","Red Sox","BOS @ NYY","DH","4.43","1.14",".58",".21",".01",".33",".67",".83",".02",".01",".39","1.27","8.60","13.44","10.10","6184"
"Aaron Judge","Yankees","BOS @ NYY","RF","4.50",".92",".45",".16",".01",".30",".74",".66",".05",".03",".85","1.49","8.70","13.53","9.98","15640"
"Mike Trout","Angels","MIN @ LAA","CF","4.40","1.04",".58",".19",".03",".25",".71",".57",".12",".06",".76",".87","8.59","13.31","10.03","10155"
"Mookie Betts","Red Sox","BOS @ NYY","RF","4.76","1.20",".67",".26",".02",".25",".68",".57",".13",".06",".51",".66","8.53","13.21","10.12","13611"
"Bryce Harper","Nationals","WSH @ ARI","RF","4.67","1.08",".54",".22",".02",".29",".72",".57",".05",".04",".64","1.05","8.51","13.19","9.95","11579"
"Christian Yelich","Brewers","MIL @ COL","LF","4.79","1.30",".84",".28",".03",".16",".78",".58",".07",".04",".57",".98","8.37","13.01","9.94","11477"
"Lorenzo Cain","Brewers","MIL @ COL","CF","4.90","1.42",".99",".27",".03",".13",".75",".48",".15",".08",".49",".84","8.31","12.85","10.04","9077"
"Travis Shaw","Brewers","MIL @ COL","3B","4.58","1.13",".61",".26",".02",".24",".68",".81",".03",".02",".50",".93","8.37","13.09","9.78","11982"
"Nelson Cruz","Mariners","SEA @ TOR","DH","4.48","1.08",".56",".22",".00",".30",".65",".80",".01",".01",".50","1.01","8.35","13.05","9.74","2434"
"Brandon Belt","Giants","SF @ PHI","1B","4.41",".99",".47",".24",".02",".25",".67",".67",".03",".02",".76","1.12","8.39","13.05","9.68","10264"
"Cody Bellinger","Dodgers","CIN @ LAD","1B","4.23","1.05",".52",".21",".02",".30",".66",".72",".05",".03",".47",".98","8.29","12.92","9.70","15998"
"Manny Machado","Orioles","KC @ BAL","SS","4.38","1.18",".67",".20",".01",".30",".66",".69",".04",".03",".33",".60","8.13","12.67","9.65","11493"
"Josh Donaldson","Blue Jays","SEA @ TOR","3B","4.48","1.05",".56",".23",".01",".25",".71",".63",".03",".01",".60",".74","8.11","12.62","9.45","5038"
"Tommy Pham","Cardinals","STL @ SD","CF","4.83","1.13",".74",".20",".03",".17",".68",".46",".17",".10",".65","1.14","8.06","12.46","9.56","2967"
"Aaron Altherr","Phillies","SF @ PHI","RF","4.54","1.12",".63",".26",".04",".19",".74",".59",".09",".06",".50",".82","8.05","12.52","9.48","11270"
"Jorge Soler","Royals","KC @ BAL","DH","4.70",".99",".55",".17",".01",".27",".75",".64",".02",".01",".63","1.15","8.08","12.60","9.37","14221"
"Jesus Aguilar","Brewers","MIL @ COL","1B","4.47","1.20",".72",".24",".01",".23",".63",".78",".02",".01",".35","1.06","7.93","12.41","9.40","11342"
"David Dahl","Rockies","MIL @ COL","LF","4.44","1.15",".69",".22",".08",".16",".63",".77",".08",".05",".38","1.09","7.87","12.32","9.34","13744"
"Mitch Haniger","Mariners","SEA @ TOR","RF","4.68","1.09",".58",".26",".02",".23",".68",".61",".04",".03",".51","1.12","7.91","12.31","9.29","14274"
"A.J. Pollock","Diamondbacks","WSH @ ARI","CF","4.30","1.08",".58",".25",".07",".17",".58",".74",".12",".06",".39",".74","7.86","12.27","9.30","9256"
"Trevor Story","Rockies","MIL @ COL","SS","4.33","1.04",".56",".25",".04",".20",".62",".73",".06",".03",".50","1.25","7.87","12.30","9.22","12564"
"Curtis Granderson","Blue Jays","SEA @ TOR","LF","4.59","1.00",".48",".25",".03",".24",".70",".53",".04",".02",".60",".87","7.89","12.24","9.20","4747"
"DJ LeMahieu","Rockies","MIL @ COL","2B","4.77","1.43","1.05",".25",".03",".09",".75",".50",".06",".04",".48",".56","7.75","12.02","9.36","9874"
"Gary Sanchez","Yankees","BOS @ NYY","C","4.20",".96",".48",".19",".00",".29",".63",".72",".02",".02",".47","1.06","7.77","12.14","9.05","11442"
"Joey Votto","Reds","CIN @ LAD","1B","4.54",".97",".59",".18",".00",".19",".62",".53",".03",".02",".96",".85","7.80","12.08","8.99","4314"
"Paul Goldschmidt","Diamondbacks","WSH @ ARI","1B","4.40",".99",".57",".22",".03",".18",".63",".59",".07",".04",".68","1.10","7.72","12.00","8.99","9218"
"Lucas Duda","Royals","KC @ BAL","1B","4.38",".97",".48",".21",".00",".28",".62",".65",".01",".01",".52",".86","7.69","11.98","8.95","2502"
"Matt Adams","Nationals","WSH @ ARI","1B","4.36","1.05",".53",".23",".02",".27",".58",".74",".01",".01",".33","1.19","7.61","11.91","8.96","9393"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.65","1.12",".72",".21",".03",".16",".60",".47",".21",".15",".42","1.23","7.57","11.72","9.10","18401"
"Chris Davis","Orioles","KC @ BAL","1B","4.18",".86",".41",".14",".00",".32",".64",".66",".01",".01",".56","1.26","7.67","11.95","8.86","9272"
"Trey Mancini","Orioles","KC @ BAL","LF","4.60","1.19",".72",".20",".02",".24",".65",".60",".01",".01",".33","1.01","7.57","11.78","9.04","15149"
"Salvador Perez","Royals","KC @ BAL","C","4.48","1.11",".62",".20",".00",".28",".62",".75",".01",".01",".23",".76","7.52","11.78","8.92","7304"
"Adam Jones","Orioles","KC @ BAL","CF","4.49","1.19",".74",".18",".01",".26",".67",".64",".01",".01",".22",".74","7.46","11.64","8.93","6368"
"David Peralta","Diamondbacks","WSH @ ARI","LF","4.61","1.17",".71",".26",".05",".15",".65",".48",".05",".03",".49",".82","7.44","11.53","8.87","2136"
"Jonathan Schoop","Orioles","KC @ BAL","2B","4.28","1.12",".66",".20",".00",".26",".61",".68",".01",".01",".26",".92","7.35","11.49","8.74","11265"
"Pedro Alvarez","Orioles","KC @ BAL","DH","3.96",".90",".42",".15",".00",".32",".58",".65",".01",".01",".37",".99","7.27","11.35","8.51","2495"
