"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","ANA @ TEX","CF","4.80","1.26",".61",".22",".04",".39",".98",".78",".16",".06",".84",".98","11.29","17.52","13.13","10155"
"Nolan Arenado","Rockies","ARI @ COL","3B","4.62","1.40",".74",".30",".05",".31",".90","1.01",".03",".02",".45",".66","10.31","16.15","12.10","9777"
"Paul Goldschmidt","Diamondbacks","ARI @ COL","1B","4.64","1.23",".70",".24",".02",".27",".90",".87",".13",".05",".82","1.09","10.32","16.10","11.97","9218"
"J.D. Martinez","Diamondbacks","ARI @ COL","RF","4.54","1.20",".64",".22",".02",".31",".78","1.04",".03",".01",".46","1.32","9.50","14.92","11.06","6184"
"George Springer","Astros","NYN @ HOU","CF","4.69","1.21",".70",".21",".02",".28",".86",".72",".13",".06",".58","1.01","9.45","14.70","11.09","12856"
"Charlie Blackmon","Rockies","ARI @ COL","CF","4.83","1.34",".86",".23",".09",".16",".85",".63",".18",".10",".49",".79","9.11","14.15","10.88","7859"
"Anthony Rizzo","Cubs","ATL @ CHN","1B","4.43",".98",".52",".21",".01",".23",".78",".82",".06",".04","1.00",".56","9.26","14.45","10.54","3473"
"Mark Reynolds","Rockies","ARI @ COL","1B","4.51","1.14",".66",".21",".01",".26",".82",".85",".03",".02",".66","1.13","9.10","14.24","10.55","7619"
"Jose Altuve","Astros","NYN @ HOU","2B","4.47","1.37",".93",".27",".03",".14",".71",".68",".23",".09",".42",".48","8.78","13.65","10.55","5417"
"Brian Dozier","Twins","KCA @ MIN","2B","4.70","1.09",".60",".22",".03",".24",".78",".71",".11",".06",".65",".80","8.86","13.81","10.33","9810"
"Kris Bryant","Cubs","ATL @ CHN","3B","4.54",".99",".55",".18",".02",".23",".78",".72",".07",".03",".86",".99","8.84","13.77","10.16","15429"
"Ian Desmond","Rockies","ARI @ COL","LF","4.40","1.24",".79",".23",".02",".20",".72",".84",".11",".05",".41","1.06","8.60","13.47","10.17","6885"
"Jake Lamb","Diamondbacks","ARI @ COL","3B","4.74","1.07",".60",".20",".05",".22",".80",".68",".05",".03",".73","1.20","8.67","13.50","10.05","13329"
"David Peralta","Diamondbacks","ARI @ COL","LF","4.96","1.37",".88",".26",".05",".18",".76",".59",".10",".05",".46",".91","8.55","13.27","10.25","2136"
"Trea Turner","Nationals","WAS @ MIL","SS","4.85","1.25",".79",".22",".09",".15",".71",".48",".32",".12",".34",".97","8.53","13.17","10.34","16252"
"Albert Pujols","Angels","ANA @ TEX","DH","4.60","1.12",".65",".17",".00",".30",".69",".84",".03",".01",".39",".62","8.37","13.12","9.83","1177"
"Daniel Murphy","Nationals","WAS @ MIL","2B","4.63","1.31",".82",".29",".02",".18",".70",".68",".06",".03",".49",".48","8.33","12.97","9.90","4316"
"Edwin Encarnacion","Indians","CLE @ DET","DH","4.46","1.01",".53",".17",".01",".30",".69",".78",".02",".01",".58",".73","8.35","13.06","9.69","2151"
"Josh Donaldson","Blue Jays","TOR @ BAL","3B","4.75","1.07",".63",".19",".01",".25",".73",".65",".03",".02",".70",".95","8.33","12.96","9.69","5038"
"Giancarlo Stanton","Marlins","PHI @ MIA","RF","4.42","1.05",".52",".21",".01",".30",".73",".66",".03",".01",".53","1.20","8.30","12.93","9.68","4949"
"Joey Gallo","Rangers","ANA @ TEX","LF","4.23",".84",".37",".13",".02",".33",".69",".79",".04",".01",".62","1.41","8.33","13.03","9.56","14128"
"DJ LeMahieu","Rockies","ARI @ COL","2B","4.72","1.46","1.11",".24",".03",".08",".80",".57",".11",".07",".46",".61","8.13","12.65","9.82","9874"
"Alex Bregman","Astros","NYN @ HOU","3B","4.58","1.19",".71",".25",".04",".18",".73",".65",".08",".04",".44",".69","8.07","12.58","9.56","17678"
"Kyle Schwarber","Cubs","ATL @ CHN","LF","4.65",".85",".47",".14",".01",".22",".79",".58",".06",".03",".93","1.24","8.20","12.74","9.34","16478"
"Steve Pearce","Blue Jays","TOR @ BAL","LF","4.85","1.15",".68",".22",".01",".24",".73",".61",".03",".02",".51",".94","8.02","12.48","9.44","9957"
"Yasmani Grandal","Dodgers","LAN @ SDN (2)","C","4.56",".97",".56",".20",".00",".20",".69",".79",".02",".01",".73",".97","8.07","12.64","9.27","11368"
"Justin Turner","Dodgers","LAN @ SDN","3B","4.70","1.27",".85",".25",".01",".16",".69",".65",".03",".02",".57",".58","7.99","12.44","9.46","5235"
"Evan Longoria","Rays","TBA @ CHA","3B","4.58","1.12",".64",".22",".01",".25",".65",".70",".02",".01",".49","1.05","7.98","12.46","9.38","9368"
