"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Paul Goldschmidt","Diamondbacks","ARI @ TEX","1B","4.95","1.26",".76",".25",".02",".23",".86",".75",".09",".04",".76",".98","9.58","14.92","11.19","9218"
"Jose Ramirez","Indians","CLE @ CIN","3B","4.65","1.23",".63",".31",".02",".27",".79",".74",".10",".06",".60",".46","9.42","14.65","11.03","13510"
"J.D. Martinez","Red Sox","BOS @ PHI","DH","4.47","1.23",".61",".24",".01",".37",".73",".91",".01",".01",".39","1.27","9.32","14.58","10.95","6184"
"Mookie Betts","Red Sox","BOS @ PHI","RF","4.77","1.25",".71",".26",".03",".25",".76",".55",".18",".07",".56",".83","9.10","14.07","10.81","13611"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.46","1.34",".77",".34",".03",".20",".80",".67",".04",".03",".65",".67","9.08","14.12","10.70","5361"
"Francisco Lindor","Indians","CLE @ CIN","SS","4.87","1.26",".69",".28",".02",".28",".79",".63",".09",".05",".50",".61","9.02","14.01","10.67","12916"
"Giancarlo Stanton","Yankees","TB @ NYY","DH","4.47","1.12",".55",".19",".00",".37",".78",".78",".02",".01",".47","1.29","8.98","14.01","10.48","4949"
"Anthony Rizzo","Cubs","MIL @ CHC","1B","4.72","1.17",".66",".24",".01",".26",".80",".64",".05",".03",".69",".58","8.87","13.79","10.36","3473"
"Jesus Aguilar","Brewers","MIL @ CHC","1B","4.59","1.08",".53",".22",".01",".33",".74",".83",".01",".01",".55","1.17","8.85","13.84","10.28","11342"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.69","1.29",".79",".27",".03",".22",".74",".60",".17",".12",".43","1.14","8.72","13.52","10.42","18401"
"David Peralta","Diamondbacks","ARI @ TEX","LF","4.84","1.33",".87",".25",".05",".16",".70",".81",".05",".03",".46",".70","8.48","13.26","10.07","2136"
"Yonder Alonso","Indians","CLE @ CIN","1B","4.55","1.16",".66",".23",".00",".26",".68",".83",".01",".01",".52",".75","8.50","13.29","9.94","2530"
"Javier Baez","Cubs","MIL @ CHC","2B","4.61","1.23",".70",".25",".03",".25",".73",".71",".09",".05",".26","1.11","8.39","13.09","10.00","12979"
"Renato Nunez","Orioles","NYM @ BAL","3B","4.54","1.14",".64",".22",".01",".28",".73",".70",".02",".02",".40","1.02","8.21","12.82","9.67","14503"
"Steven Souza Jr.","Diamondbacks","ARI @ TEX","RF","4.62","1.09",".66",".21",".03",".19",".66",".74",".08",".05",".61","1.02","8.23","12.85","9.63","5667"
"Michael Brantley","Indians","CLE @ CIN","LF","4.77","1.32",".84",".28",".01",".19",".78",".58",".08",".04",".38",".38","8.17","12.70","9.77","4106"
"Bryce Harper","Nationals","WSH @ STL","RF","4.67",".94",".52",".21",".01",".21",".70",".60",".05",".03",".94","1.07","8.28","12.87","9.50","11579"
"Corey Dickerson","Pirates","PIT @ MIN","LF","4.88","1.36",".80",".29",".06",".21",".69",".64",".03",".03",".25",".85","8.09","12.59","9.75","10762"
"Starling Marte","Pirates","PIT @ MIN","CF","4.76","1.28",".85",".22",".04",".17",".65",".58",".21",".10",".30",".92","8.05","12.49","9.74","9241"
"Andrew Benintendi","Red Sox","BOS @ PHI","LF","4.68","1.16",".73",".23",".03",".18",".71",".54",".12",".07",".53",".93","8.04","12.47","9.54","17901"
"Trea Turner","Nationals","WSH @ STL","SS","4.79","1.21",".85",".20",".05",".10",".69",".48",".30",".11",".39",".92","7.98","12.34","9.65","16252"
"Manny Machado","Dodgers","SF @ LAD","SS","4.36","1.23",".76",".23",".01",".23",".67",".66",".04",".03",".38",".65","7.94","12.37","9.45","11493"
"Jonathan Villar","Orioles","NYM @ BAL","2B","4.66","1.22",".84",".21",".02",".15",".68",".49",".23",".10",".39","1.13","7.89","12.21","9.51","10071"
"Eduardo Escobar","Diamondbacks","ARI @ TEX","SS","4.73","1.18",".70",".28",".04",".16",".65",".79",".04",".03",".43",".76","7.91","12.39","9.32","6153"
"Lorenzo Cain","Brewers","MIL @ CHC","CF","4.80","1.28",".89",".25",".02",".12",".68",".43",".16",".07",".57",".75","7.88","12.18","9.46","9077"
"Kyle Schwarber","Cubs","MIL @ CHC","LF","4.18",".93",".50",".14",".02",".27",".60",".75",".03",".02",".66","1.08","7.95","12.42","9.19","16478"
"Ryan Braun","Brewers","MIL @ CHC","1B","4.49","1.09",".60",".26",".01",".21",".60",".72",".09",".05",".42",".87","7.88","12.31","9.29","3410"
"Michael Conforto","Mets","NYM @ BAL","CF","4.70","1.08",".66",".20",".02",".20",".64",".64",".03",".02",".71","1.00","7.91","12.32","9.23","16376"
"Justin Turner","Dodgers","SF @ LAD","3B","4.46","1.25",".79",".26",".01",".20",".74",".55",".03",".02",".45",".62","7.83","12.16","9.31","5235"
"Curtis Granderson","Blue Jays","TOR @ KC","LF","4.92","1.06",".63",".23",".03",".17",".66",".57",".04",".02",".69",".90","7.75","12.04","9.06","4747"
"Jeff McNeil","Mets","NYM @ BAL","2b","4.81","1.16",".74",".22",".03",".17",".69",".58",".05",".03",".50",".62","7.62","11.86","9.03","15362"
"Teoscar Hernandez","Blue Jays","TOR @ KC","RF","4.59","1.11",".66",".25",".05",".15",".57",".70",".10",".07",".39","1.02","7.56","11.80","8.97","13066"
"Nick Markakis","Braves","MIA @ ATL","RF","4.37","1.27",".84",".31",".02",".10",".65",".69",".01",".01",".49",".44","7.54","11.79","8.95","5930"
"Nelson Cruz","Mariners","SEA @ OAK","DH","4.48","1.07",".63",".19",".01",".25",".60",".73",".01",".01",".41",".90","7.55","11.81","8.89","2434"
"Alex Bregman","Astros","COL @ HOU","3B","4.43","1.07",".61",".26",".03",".17",".64",".55",".09",".06",".50",".74","7.57","11.76","8.94","17678"
"Juan Soto","Nationals","WSH @ STL","LF","4.47","1.04",".66",".21",".02",".15",".62",".63",".05",".03",".72",".82","7.60","11.84","8.85","20123"
"Adam Jones","Orioles","NYM @ BAL","CF","4.42","1.29",".85",".24",".01",".20",".63",".68",".01",".01",".24",".60","7.47","11.67","8.99","6368"
"Gregory Polanco","Pirates","PIT @ MIN","RF","4.64","1.01",".54",".25",".03",".19",".59",".61",".08",".04",".54","1.02","7.55","11.75","8.86","12907"
"Mark Trumbo","Orioles","NYM @ BAL","DH","4.32","1.08",".64",".17",".00",".26",".62",".72",".01",".00",".35",".92","7.51","11.75","8.86","6876"
"Justin Smoak","Blue Jays","TOR @ KC","1B","4.70","1.12",".71",".26",".01",".16",".63",".62",".01",".00",".64",".75","7.55","11.76","8.84","9054"
"Yasiel Puig","Dodgers","SF @ LAD","RF","4.05","1.09",".65",".20",".01",".24",".58",".65",".07",".05",".33",".72","7.47","11.65","8.89","14225"
"Anthony Rendon","Nationals","WSH @ STL","3B","4.58","1.14",".70",".29",".01",".14",".62",".73",".03",".02",".44",".72","7.48","11.71","8.80","12861"
"Christian Yelich","Brewers","MIL @ CHC","LF","4.69","1.15",".75",".23",".02",".15",".70",".52",".08",".04",".48","1.13","7.47","11.60","8.87","11477"
"Johan Camargo","Braves","MIA @ ATL","3B","4.27","1.15",".69",".29",".04",".13",".59",".74",".02",".01",".43",".75","7.44","11.65","8.78","14950"
"Eddie Rosario","Twins","PIT @ MIN","LF","4.51","1.25",".79",".27",".04",".16",".62",".57",".09",".06",".25",".73","7.36","11.45","8.90","12155"
"Rhys Hoskins","Phillies","BOS @ PHI","LF","4.24",".91",".46",".19",".01",".24",".61",".64",".03",".02",".55","1.11","7.44","11.60","8.64","16472"
"Whit Merrifield","Royals","TOR @ KC","2B","4.57","1.29",".87",".30",".04",".08",".57",".45",".18",".09",".36",".56","7.31","11.30","8.90","11281"
"Aaron Hicks","Yankees","TB @ NYY","CF","4.36",".95",".56",".17",".02",".20",".60",".57",".09",".05",".63",".90","7.42","11.53","8.66","5297"
"Trey Mancini","Orioles","NYM @ BAL","LF","4.22","1.14",".71",".19",".01",".23",".59",".65",".02",".01",".36",".86","7.33","11.44","8.73","15149"
"Wilmer Flores","Mets","NYM @ BAL","1B","4.59","1.19",".76",".26",".01",".17",".60",".70",".02",".01",".32",".46","7.24","11.33","8.62","5827"
"Nicholas Castellanos","Tigers","CWS @ DET","RF","4.39","1.11",".66",".23",".04",".18",".60",".63",".02",".02",".39",".92","7.26","11.32","8.62","11737"
"Mitch Moreland","Red Sox","BOS @ PHI","1B","4.57","1.01",".56",".20",".02",".23",".63",".64",".01",".01",".42","1.15","7.28","11.37","8.55","3086"
"J.T. Realmuto","Marlins","MIA @ ATL","C","4.58","1.26",".79",".28",".03",".16",".65",".51",".05",".03",".28",".92","7.21","11.20","8.70","11739"
"Jose Abreu","White Sox","CWS @ DET","1B","4.51","1.20",".73",".26",".02",".19",".57",".59",".01",".01",".34",".74","7.22","11.25","8.65","15676"
"Nick Williams","Phillies","BOS @ PHI","RF","4.44","1.12",".68",".19",".05",".21",".62",".54",".05",".04",".31","1.23","7.22","11.23","8.66","14330"
"Wil Myers","Padres","LAA @ SD","RF","4.38","1.02",".59",".22",".01",".20",".61",".51",".12",".06",".43","1.13","7.26","11.27","8.61","10047"
"Jeimer Candelario","Tigers","CWS @ DET","3B","4.60","1.02",".57",".24",".04",".17",".62",".51",".01",".01",".65",".94","7.30","11.33","8.54","13621"
"Matt Kemp","Dodgers","SF @ LAD","LF","4.15","1.13",".67",".23",".01",".22",".60",".69",".01",".01",".26",".87","7.21","11.28","8.58","5631"
"Daniel Murphy","Nationals","WSH @ STL","2B","4.37","1.23",".78",".29",".02",".13",".55",".68",".02",".01",".37",".46","7.17","11.21","8.57","4316"
