"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.33",".99",".43",".19",".02",".36",".74",".90",".03",".02",".83","1.00","9.60","14.99","10.99","16472"
"Giancarlo Stanton","Yankees","BAL @ NYY","LF","4.46","1.01",".44",".18",".01",".38",".76",".92",".01",".01",".68","1.13","9.50","14.86","10.91","4949"
"Aaron Judge","Yankees","BAL @ NYY","RF","4.55",".95",".48",".16",".02",".30",".85",".69",".05",".04",".94","1.25","9.20","14.31","10.50","15640"
"Carlos Santana","Phillies","MIA @ PHI","1B","4.55",".99",".53",".22",".01",".23",".79",".61",".03",".02",".80",".67","8.36","13.00","9.62","2396"
"J.D. Martinez","Red Sox","TB @ BOS","DH","4.30","1.12",".58",".27",".02",".25",".65",".80",".01",".01",".38","1.03","8.11","12.69","9.51","6184"
"Mookie Betts","Red Sox","TB @ BOS","RF","4.62","1.22",".72",".32",".03",".16",".69",".55",".13",".06",".45",".52","8.05","12.49","9.59","13611"
"Kris Bryant","Cubs","CHC @ MIL","3B","4.56","1.10",".63",".23",".02",".22",".65",".60",".04",".02",".67","1.03","8.05","12.51","9.43","15429"
"Scott Kingery","Phillies","MIA @ PHI","2B","4.45","1.12",".66",".22",".03",".22",".66",".72",".09",".06",".37","1.09","7.99","12.47","9.45","17975"
"Brian Dozier","Twins","SEA @ MIN","2B","4.64","1.08",".59",".23",".03",".23",".65",".57",".09",".05",".56",".96","8.00","12.41","9.42","9810"
"Joey Gallo","Rangers","TEX @ OAK","1B","4.60",".89",".39",".16",".02",".32",".67",".67",".04",".02",".56","1.49","8.01","12.49","9.27","14128"
"Miguel Cabrera","Tigers","DET @ CWS","1B","4.59","1.05",".61",".19",".00",".24",".65",".67",".01",".01",".64",".84","7.94","12.38","9.25","1744"
"Justin Bour","Marlins","MIA @ PHI","1B","4.48","1.01",".56",".16",".00",".28",".65",".71",".01",".01",".56",".98","7.89","12.33","9.19","9744"
"Jose Abreu","White Sox","DET @ CWS","1B","4.37","1.20",".72",".23",".02",".24",".64",".70",".01",".01",".37",".63","7.80","12.18","9.27","15676"
"Bryce Harper","Nationals","NYM @ WSH","RF","4.31",".97",".53",".18",".01",".24",".62",".62",".04",".03",".71","1.01","7.89","12.27","9.16","11579"
"Andrew Benintendi","Red Sox","TB @ BOS","LF","4.51","1.16",".70",".28",".03",".14",".70",".58",".10",".06",".49",".66","7.81","12.15","9.25","17901"
"Robinson Cano","Mariners","SEA @ MIN","2B","4.66","1.25",".81",".26",".01",".18",".66",".69",".01",".01",".46",".53","7.77","12.13","9.22","3269"
"Tommy Pham","Cardinals","ARI @ STL","CF","4.56",".95",".60",".16",".03",".16",".69",".47",".15",".09",".85","1.26","7.87","12.18","9.14","2967"
"Gregory Polanco","Pirates","CIN @ PIT","RF","4.59","1.15",".70",".27",".03",".15",".70",".55",".10",".06",".50",".55","7.76","12.05","9.18","12907"
"Nolan Arenado","Rockies","COL @ SD","3B","4.54","1.09",".59",".25",".02",".23",".61",".66",".02",".02",".49",".72","7.75","12.08","9.11","9777"
"Mitch Haniger","Mariners","SEA @ MIN","RF","4.56","1.11",".67",".24",".02",".18",".63",".70",".05",".03",".49",".93","7.70","12.03","9.07","14274"
"Marcell Ozuna","Cardinals","ARI @ STL","LF","4.35","1.07",".64",".20",".02",".21",".62",".76",".01",".01",".51","1.05","7.70","12.06","9.01","10324"
"Starling Marte","Pirates","CIN @ PIT","CF","4.48","1.24",".91",".19",".04",".10",".60",".57",".20",".09",".43",".61","7.57","11.76","9.14","9241"
"Josh Bell","Pirates","CIN @ PIT","1B","4.37","1.07",".67",".20",".04",".16",".64",".70",".03",".03",".56",".53","7.59","11.86","8.89","13145"
