"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nolan Arenado","Rockies","SF @ COL","3B","4.44","1.24",".69",".25",".04",".26",".77",".76",".02",".02",".49",".66","8.82","13.76","10.38","9777"
"Joey Gallo","Rangers","LAA @ TEX","LF","4.10",".87",".35",".16",".02",".34",".70",".81",".04",".02",".64","1.20","8.68","13.56","9.95","14128"
"Trevor Story","Rockies","SF @ COL","SS","4.33","1.20",".63",".29",".06",".22",".67",".79",".07",".04",".36","1.04","8.44","13.20","9.99","12564"
"Shohei Ohtani","Angels","LAA @ TEX","DH","4.59","1.21",".68",".22",".02",".28",".68",".76",".02",".02",".40",".95","8.43","13.16","9.97","19755"
"Shin-Soo Choo","Rangers","LAA @ TEX","DH","4.77","1.15",".72",".22",".01",".19",".75",".58",".05",".04",".80",".86","8.42","13.07","9.83","3174"
"Mallex Smith","Rays","TB @ TOR","LF","4.96","1.35",".94",".26",".11",".03",".65",".49",".28",".14",".51",".86","8.29","12.81","10.07","13608"
"Starling Marte","Pirates","CIN @ PIT","CF","4.64","1.42",".99",".24",".04",".15",".68",".54",".21",".10",".27",".55","8.19","12.69","10.01","9241"
"Ronald Acuna","Braves","BOS @ ATL","LF","4.61","1.26",".78",".24",".02",".23",".66",".54",".16",".11",".40","1.02","8.25","12.78","9.91","18401"
"Rougned Odor","Rangers","LAA @ TEX","","4.66","1.10",".63",".20",".03",".23",".70",".70",".11",".07",".47",".95","8.29","12.93","9.76","12282"
"Matt Carpenter","Cardinals","STL @ WSH","3B","4.75","1.07",".53",".27",".01",".26",".72",".53",".02",".01",".67",".98","8.19","12.69","9.54","8090"
"Francisco Lindor","Indians","KC @ CLE","SS","4.64","1.24",".75",".27",".02",".19",".71",".60",".09",".05",".42",".55","8.08","12.57","9.63","12916"
"Nelson Cruz","Mariners","BAL @ SEA","DH","4.36","1.08",".64",".18",".01",".25",".65",".79",".01",".01",".57",".77","8.11","12.69","9.45","2434"
"Edwin Encarnacion","Indians","KC @ CLE","DH","4.32","1.00",".56",".16",".00",".27",".67",".83",".01",".00",".53",".76","8.06","12.63","9.34","2151"
"Max Muncy","Dodgers","NYM @ LAD","1B","4.32",".93",".49",".18",".01",".24",".68",".69",".03",".02",".73","1.09","8.01","12.49","9.21","13301"
"Alex Bregman","Astros","MIN @ HOU","3B","4.41","1.09",".61",".28",".03",".17",".62",".67",".07",".04",".59",".65","7.94","12.37","9.31","17678"
"Gregory Polanco","Pirates","CIN @ PIT","RF","4.42","1.14",".65",".28",".04",".18",".69",".67",".07",".03",".42",".64","7.91","12.34","9.34","12907"
"Kole Calhoun","Angels","LAA @ TEX","RF","4.83","1.24",".76",".22",".04",".22",".67",".63",".04",".02",".36",".72","7.87","12.26","9.41","11200"
"Michael Brantley","Indians","KC @ CLE","LF","4.53","1.33",".89",".28",".02",".15",".70",".60",".08",".04",".36",".34","7.77","12.10","9.34","4106"
"Charlie Blackmon","Rockies","SF @ COL","CF","4.65","1.25",".81",".20",".07",".17",".67",".53",".09",".05",".39",".86","7.74","12.01","9.33","7859"
"Giancarlo Stanton","Yankees","NYY @ OAK","DH","4.68","1.06",".57",".21",".00",".28",".67",".66",".02",".01",".42","1.34","7.80","12.17","9.17","4949"
