"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ CWS","CF","4.64","1.00",".54",".19",".04",".23",".74",".63",".12",".06","1.10",".89","9.34","14.48","10.73","10155"
"Justin Turner","Dodgers","LAD @ COL","3B","4.87","1.45",".86",".39",".02",".18",".89",".66",".04",".02",".56",".78","9.19","14.29","10.88","5235"
"Manny Machado","Dodgers","LAD @ COL","SS","4.77","1.41",".85",".33",".02",".20",".77",".77",".04",".03",".43",".81","8.89","13.88","10.57","11493"
"Jose Ramirez","Indians","CLE @ TOR","3B","4.62","1.17",".59",".32",".02",".23",".70",".70",".11",".05",".58",".59","8.83","13.73","10.36","13510"
"Nolan Arenado","Rockies","LAD @ COL","3B","4.53","1.22",".68",".29",".04",".21",".74",".76",".02",".02",".56",".92","8.67","13.53","10.16","9777"
"Ronald Acuna","Braves","ATL @ ARI","LF","4.77","1.08",".57",".21",".02",".27",".68",".57",".18",".11",".56","1.51","8.61","13.33","10.16","18401"
"Anthony Rizzo","Cubs","CHC @ WSH","1B","4.71","1.24",".77",".26",".01",".20",".69",".74",".04",".02",".61",".57","8.48","13.22","9.97","3473"
"Trevor Story","Rockies","LAD @ COL","SS","4.42","1.21",".64",".32",".06",".19",".67",".81",".06",".04",".38","1.38","8.43","13.18","9.95","12564"
"Brian Dozier","Dodgers","LAD @ COL","2B","4.99","1.21",".66",".31",".04",".20",".77",".58",".08",".05",".51","1.10","8.42","13.07","9.94","9810"
"Eddie Rosario","Twins","KC @ MIN","LF","4.57","1.36",".82",".30",".04",".19",".70",".66",".09",".07",".27",".72","8.27","12.88","9.96","12155"
"Francisco Lindor","Indians","CLE @ TOR","SS","4.85","1.23",".66",".31",".02",".24",".70",".61",".08",".05",".40",".76","8.33","12.93","9.89","12916"
"Edwin Encarnacion","Indians","CLE @ TOR","DH","4.53","1.00",".49",".19",".00",".31",".65",".82",".01",".00",".53","1.00","8.30","12.98","9.62","2151"
"Matt Kemp","Dodgers","LAD @ COL","LF","4.67","1.31",".81",".29",".02",".19",".67",".83",".02",".00",".34","1.10","8.16","12.79","9.69","5631"
"Daniel Murphy","Cubs","CHC @ WSH","2B","4.93","1.46",".94",".34",".02",".17",".78",".54",".02",".01",".36",".48","8.11","12.60","9.78","4316"
"Mookie Betts","Red Sox","HOU @ BOS","RF","4.66","1.24",".72",".35",".04",".13",".68",".52",".16",".07",".51",".62","8.16","12.63","9.72","13611"
"J.D. Martinez","Red Sox","HOU @ BOS","DH","4.44","1.27",".73",".32",".02",".20",".65",".75",".01",".01",".40",".96","8.09","12.64","9.58","6184"
"Kris Bryant","Cubs","CHC @ WSH","3B","4.82","1.23",".78",".26",".02",".17",".75",".58",".05",".03",".60","1.03","8.09","12.57","9.55","15429"
"Charlie Blackmon","Rockies","LAD @ COL","CF","4.75","1.29",".86",".22",".08",".14",".72",".51",".10",".06",".48","1.14","8.00","12.39","9.61","7859"
"Matt Carpenter","Cardinals","STL @ DET","3B","4.81","1.06",".54",".28",".03",".21",".72",".57",".02",".01",".68","1.05","8.06","12.52","9.38","8090"
"Paul Goldschmidt","Diamondbacks","ATL @ ARI","1B","4.40","1.03",".59",".21",".03",".20",".62",".62",".07",".03",".70","1.15","7.97","12.39","9.31","9218"
"Adalberto Mondesi","Royals","KC @ MIN","SS","4.72","1.23",".76",".26",".08",".13",".61",".58",".23",".11",".20",".99","7.82","12.14","9.50","13769"
"Whit Merrifield","Royals","KC @ MIN","2B","4.83","1.45",".99",".34",".02",".09",".62",".51",".17",".10",".31",".61","7.81","12.09","9.55","11281"
"Matt Chapman","Athletics","TEX @ OAK","3B","4.55","1.05",".55",".26",".05",".19",".68",".63",".04",".03",".58","1.17","7.87","12.26","9.19","16505"
"Ramon Laureano","Athletics","TEX @ OAK","LF","4.66","1.11",".71",".23",".03",".15",".66",".52",".17",".09",".53","1.30","7.82","12.12","9.29","17128"
"Tommy Pham","Rays","BAL @ TB","CF","4.50","1.07",".71",".17",".03",".15",".66",".55",".16",".08",".60",".94","7.79","12.10","9.21","2967"
"DJ LeMahieu","Rockies","LAD @ COL","2B","4.64","1.38",".96",".29",".05",".09",".73",".53",".07",".04",".39",".79","7.65","11.89","9.23","9874"
"Javier Baez","Cubs","CHC @ WSH","2B","4.49","1.23",".77",".24",".03",".19",".57",".75",".08",".04",".23","1.07","7.63","11.94","9.16","12979"
"Jose Altuve","Astros","HOU @ BOS","2B","4.77","1.38",".99",".29",".02",".08",".65",".50",".14",".06",".40",".78","7.58","11.75","9.22","5417"
