"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","NYY @ TEX","LF","4.82","1.30",".59",".24",".01",".47",".91","1.11",".02",".01",".52","1.12","11.06","17.33","12.86","4949"
"Aaron Judge","Yankees","NYY @ TEX","RF","4.92","1.27",".66",".22",".01",".37",".99",".88",".05",".04",".71","1.27","10.64","16.61","12.35","15640"
"Freddie Freeman","Braves","ATL @ PHI","1B","4.58","1.24",".66",".25",".02",".32",".78",".74",".04",".03",".66",".92","9.44","14.69","11.06","5361"
"Gary Sanchez","Yankees","NYY @ TEX","C","4.60","1.23",".63",".24",".00",".35",".78",".88",".03",".02",".41",".84","9.32","14.58","10.94","11442"
"Manny Machado","Orioles","BAL @ CWS","SS","4.71","1.18",".66",".22",".01",".30",".73",".76",".05",".03",".57",".67","8.91","13.89","10.44","11493"
"Rhys Hoskins","Phillies","ATL @ PHI","LF","4.51",".96",".46",".18",".02",".31",".77",".68",".05",".03",".77","1.23","8.78","13.66","10.10","16472"
"Trea Turner","Nationals","SD @ WSH","SS","4.55","1.26",".82",".22",".05",".16",".68",".46",".32",".13",".37",".83","8.46","13.05","10.25","16252"
"Bryce Harper","Nationals","SD @ WSH","RF","4.44","1.07",".60",".18",".01",".29",".74",".64",".06",".04",".61",".87","8.52","13.25","9.95","11579"
"Tommy Pham","Cardinals","KC @ STL","CF","4.59","1.12",".68",".19",".03",".22",".73",".50",".16",".08",".64","1.05","8.44","13.06","9.97","2967"
"Ozzie Albies","Braves","ATL @ PHI","2B","4.80","1.20",".69",".21",".05",".25",".71",".57",".14",".09",".36","1.02","8.36","12.96","10.00","16556"
"Didi Gregorius","Yankees","NYY @ TEX","SS","4.71","1.28",".76",".26",".02",".23",".71",".79",".04",".02",".32",".52","8.34","13.05","9.91","6012"
"Jay Bruce","Mets","MIA @ NYM","RF","4.40","1.08",".52",".24",".02",".30",".72",".76",".02",".02",".43",".80","8.36","13.06","9.77","9892"
"Michael Conforto","Mets","MIA @ NYM","CF","4.30","1.03",".54",".20",".02",".27",".65",".76",".02",".01",".59",".94","8.26","12.90","9.60","16376"
"Trey Mancini","Orioles","BAL @ CWS","LF","4.96","1.15",".68",".21",".02",".24",".73",".65",".02",".01",".60","1.11","8.22","12.80","9.64","15149"
"Tyler Austin","Yankees","NYY @ TEX","1B","4.38","1.07",".52",".24",".01",".30",".66",".77",".03",".02",".36","1.28","8.17","12.77","9.58","11850"
"Adam Jones","Orioles","BAL @ CWS","CF","4.84","1.21",".75",".21",".01",".25",".74",".70",".02",".01",".37",".87","8.07","12.61","9.56","6368"
"Ronald Acuna","Braves","ATL @ PHI","LF","4.69","1.11",".69",".19",".03",".21",".70",".52",".20",".14",".39","1.38","7.99","12.39","9.54","18401"
"Brett Gardner","Yankees","NYY @ TEX","LF","5.04","1.25",".87",".22",".03",".13",".78",".51",".11",".05",".55",".74","7.94","12.32","9.45","9927"
"Aaron Hicks","Yankees","NYY @ TEX","CF","4.49","1.09",".67",".20",".03",".19",".67",".61",".08",".06",".56",".67","7.85","12.21","9.24","5297"
"Jonathan Schoop","Orioles","BAL @ CWS","2B","4.61","1.09",".63",".21",".00",".25",".61",".76",".01",".01",".43","1.01","7.76","12.15","9.12","11265"
"Tyler O'Neill","Cardinals","KC @ STL","LF","4.18",".98",".51",".16",".02",".30",".60",".76",".06",".03",".31","1.17","7.74","12.10","9.10","15711"
"Cody Bellinger","Dodgers","COL @ LAD","1B","4.41","1.02",".53",".20",".02",".27",".68",".57",".05",".04",".46","1.20","7.73","12.02","9.09","15998"
"Mike Moustakas","Royals","KC @ STL","3B","4.43","1.21",".70",".22",".01",".28",".61",".71",".01",".01",".21",".51","7.65","11.95","9.15","4892"
"Brian Dozier","Twins","DET @ MIN","2B","4.53","1.07",".61",".24",".02",".21",".62",".56",".08",".04",".52",".81","7.71","11.97","9.10","9810"
"Jose Martinez","Cardinals","KC @ STL","1B","4.39","1.17",".73",".25",".01",".19",".63",".67",".04",".02",".43",".61","7.60","11.86","9.01","7996"
"Asdrubal Cabrera","Mets","MIA @ NYM","2B","4.51","1.20",".74",".26",".01",".19",".71",".59",".03",".02",".39",".62","7.60","11.84","9.03","4962"
"Joey Gallo","Rangers","NYY @ TEX","1B","4.07",".82",".32",".14",".01",".34",".58",".73",".03",".02",".44","1.56","7.62","11.91","8.82","14128"
"Marcell Ozuna","Cardinals","KC @ STL","LF","4.28","1.15",".71",".21",".02",".22",".61",".74",".01",".01",".33",".81","7.49","11.73","8.89","10324"
"Anthony Rendon","Nationals","SD @ WSH","3B","4.34","1.13",".66",".29",".01",".17",".59",".62",".04",".03",".50",".66","7.48","11.65","8.84","12861"
"Matt Carpenter","Cardinals","KC @ STL","3B","4.49",".91",".47",".25",".01",".18",".70",".51",".02",".01",".78",".90","7.52","11.67","8.65","8090"
"Charlie Blackmon","Rockies","COL @ LAD","CF","4.55","1.02",".59",".17",".03",".22",".59",".42",".12",".07",".55","1.20","7.41","11.43","8.79","7859"
"J.T. Realmuto","Marlins","MIA @ NYM","C","4.64","1.15",".71",".23",".02",".19",".65",".49",".07",".04",".38",".86","7.33","11.38","8.77","11739"
"Odubel Herrera","Phillies","ATL @ PHI","CF","4.41","1.21",".79",".24",".03",".15",".57",".57",".07",".04",".41",".92","7.30","11.35","8.76","11476"
"Yoan Moncada","White Sox","BAL @ CWS","2B","4.59",".96",".58",".18",".03",".17",".59",".46",".13",".08",".66","1.29","7.36","11.39","8.65","17232"
"Carlos Santana","Phillies","ATL @ PHI","1B","4.20",".87",".45",".19",".02",".21",".59",".60",".04",".02",".71",".64","7.37","11.46","8.50","2396"
"Danny Valencia","Orioles","BAL @ CWS","3B","4.50","1.02",".63",".18",".01",".20",".59",".60",".02",".02",".59",".91","7.27","11.33","8.52","6364"
"Brandon Nimmo","Mets","MIA @ NYM","DH","4.62","1.02",".62",".21",".05",".15",".66",".42",".05",".03",".71","1.06","7.29","11.27","8.55","12927"
"Kurt Suzuki","Braves","ATL @ PHI","C","4.37","1.06",".64",".20",".00",".22",".58",".69",".01",".00",".39",".60","7.18","11.23","8.47","8259"
"Justin Turner","Dodgers","COL @ LAD","3B","4.31","1.11",".67",".25",".01",".18",".59",".56",".03",".02",".48",".67","7.17","11.16","8.49","5235"
"Paul Goldschmidt","Diamondbacks","ARI @ MIL","1B","4.39",".90",".50",".19",".01",".20",".53",".58",".07",".03",".63","1.19","7.21","11.22","8.40","9218"
"Maikel Franco","Phillies","ATL @ PHI","3B","4.30","1.03",".61",".19",".01",".23",".57",".74",".01",".00",".31",".72","7.12","11.16","8.40","12179"
"Jose Abreu","White Sox","BAL @ CWS","1B","4.38","1.13",".70",".23",".01",".18",".56",".61",".01",".01",".44",".65","7.12","11.10","8.45","15676"
"Cesar Hernandez","Phillies","ATL @ PHI","2B","4.62","1.10",".78",".18",".05",".10",".65",".34",".12",".07",".67",".97","7.09","10.93","8.45","10556"
"Jorge Soler","Royals","KC @ STL","DH","4.54","1.04",".61",".20",".01",".22",".64",".55",".02",".01",".38","1.09","7.05","10.97","8.34","14221"
"Shin-Soo Choo","Rangers","NYY @ TEX","DH","4.48","1.02",".63",".21",".01",".18",".57",".51",".06",".04",".54","1.05","7.06","10.96","8.33","3174"
"Christian Villanueva","Padres","SD @ WSH","3B","4.52",".98",".54",".21",".01",".23",".55",".62",".02",".01",".40","1.16","6.98","10.90","8.22","11738"
"David Peralta","Diamondbacks","ARI @ MIL","LF","4.70","1.11",".70",".22",".03",".17",".55",".45",".06",".04",".46",".93","6.95","10.77","8.32","2136"
"Mark Reynolds","Nationals","SD @ WSH","3b","4.24","1.02",".61",".19",".01",".22",".50",".68",".01",".01",".40","1.18","6.94","10.85","8.19","7619"
"Franmil Reyes","Padres","SD @ WSH","OF","4.30",".96",".56",".16",".01",".23",".54",".65",".03",".03",".37","1.13","6.90","10.77","8.13","14566"
"Jake Lamb","Diamondbacks","ARI @ MIL","3B","4.49",".86",".44",".20",".02",".20",".54",".53",".04",".02",".62","1.19","6.95","10.80","8.07","13329"
"Gleyber Torres","Yankees","NYY @ TEX","2B","4.15","1.08",".70",".21",".02",".14",".57",".55",".10",".08",".32",".88","6.82","10.62","8.16","16997"
"Yasmani Grandal","Dodgers","COL @ LAD","C","4.22",".90",".49",".19",".00",".22",".55",".62",".01",".01",".50","1.10","6.88","10.73","8.01","11368"
"Mark Trumbo","Orioles","BAL @ CWS","DH","4.40",".93",".54",".17",".00",".22",".55",".62",".01",".01",".45","1.11","6.84","10.68","8.00","6876"
"Justin Bour","Marlins","MIA @ NYM","1B","4.33",".90",".55",".13",".00",".22",".54",".59",".01",".01",".58",".96","6.84","10.66","7.97","9744"
"Nomar Mazara","Rangers","NYY @ TEX","RF","4.28","1.06",".65",".20",".01",".20",".52",".63",".01",".01",".35","1.01","6.77","10.57","8.05","14553"
"Jedd Gyorko","Cardinals","KC @ STL","3B","4.06",".95",".57",".16",".01",".22",".53",".58",".04",".03",".43",".83","6.79","10.58","8.01","10816"
"Nick Markakis","Braves","ATL @ PHI","RF","4.48","1.17",".80",".24",".01",".12",".55",".55",".01",".01",".46",".66","6.73","10.49","8.04","5930"
"Brian Anderson","Marlins","MIA @ NYM","RF","4.43","1.02",".64",".20",".02",".16",".55",".58",".02",".01",".46",".98","6.73","10.50","7.95","18289"
"Neil Walker","Yankees","NYY @ TEX","2B","4.26","1.05",".68",".20",".01",".16",".58",".56",".02",".01",".45",".66","6.72","10.48","7.96","7539"
"Adrian Gonzalez","Mets","MIA @ NYM","1B","4.20","1.01",".61",".21",".00",".18",".52",".62",".01",".01",".43",".64","6.73","10.50","7.93","1908"
"Salvador Perez","Royals","KC @ STL","C","4.33","1.11",".66",".22",".01",".22",".50",".65",".01",".01",".16",".62","6.64","10.39","7.98","7304"
"Joc Pederson","Dodgers","COL @ LAD","LF","4.52",".90",".49",".21",".02",".17",".61",".42",".05",".03",".58","1.04","6.74","10.44","7.87","11899"
"Nolan Arenado","Rockies","COL @ LAD","3B","4.36",".96",".54",".20",".01",".21",".48",".51",".02",".02",".48","1.05","6.64","10.30","7.84","9777"
"Daniel Palka","White Sox","BAL @ CWS","RF","4.28",".91",".54",".16",".03",".19",".53",".60",".05",".02",".41","1.13","6.62","10.34","7.80","14897"
"Starlin Castro","Marlins","MIA @ NYM","2B","4.53","1.22",".85",".21",".01",".15",".53",".53",".02",".01",".28",".81","6.54","10.19","7.94","4579"
"Leonys Martin","Tigers","DET @ MIN","CF","4.61","1.02",".67",".20",".03",".12",".51",".41",".17",".09",".36","1.10","6.54","10.11","7.88","11846"
"Eric Hosmer","Padres","SD @ WSH","1B","4.61","1.08",".75",".19",".01",".13",".58",".44",".03",".02",".47",".96","6.44","10.00","7.69","3516"
"Travis Shaw","Brewers","ARI @ MIL","3B","4.13",".91",".47",".22",".01",".21",".49",".57",".03",".01",".33",".98","6.44","10.04","7.59","11982"
"Eddie Rosario","Twins","DET @ MIN","LF","4.21","1.09",".71",".21",".03",".14",".48",".59",".07",".04",".18",".81","6.36","9.93","7.70","12155"
"Eduardo Escobar","Twins","DET @ MIN","SS","4.32","1.06",".65",".24",".03",".14",".51",".54",".03",".02",".30",".82","6.36","9.91","7.62","6153"
"Jesus Aguilar","Brewers","ARI @ MIL","1B","4.23",".96",".55",".19",".01",".22",".51",".54",".01",".01",".29","1.15","6.37","9.93","7.57","11342"
"Matt Davidson","White Sox","BAL @ CWS","DH","4.18",".80",".44",".14",".01",".21",".51",".56",".01",".01",".54","1.30","6.43","10.02","7.45","7226"
