"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Anthony Rizzo","Cubs","CHN @ MIL","1B","4.70","1.20",".61",".22",".02",".35",".86",".89",".06",".04",".80",".68","10.33","16.11","11.95","3473"
"Giancarlo Stanton","Marlins","MIA @ ARI","RF","4.73","1.18",".53",".23",".01",".41",".90",".85",".03",".02",".66","1.26","10.22","15.93","11.84","4949"
"Paul Goldschmidt","Diamondbacks","MIA @ ARI","1B","4.47","1.13",".60",".23",".02",".27",".81",".72",".14",".05",".74",".97","9.53","14.81","11.08","9218"
"Kris Bryant","Cubs","CHN @ MIL","3B","4.81","1.14",".60",".23",".03",".29",".84",".70",".07",".04",".62","1.13","9.14","14.22","10.66","15429"
"Kyle Schwarber","Cubs","CHN @ MIL","LF","4.49",".97",".48",".14",".01",".34",".76",".86",".05",".03",".68","1.29","9.13","14.27","10.50","16478"
"J.D. Martinez","Diamondbacks","MIA @ ARI","RF","4.37","1.10",".54",".22",".02",".33",".76",".90",".02",".01",".48","1.17","9.07","14.21","10.55","6184"
"Mike Trout","Angels","ANA @ HOU","CF","4.67","1.05",".55",".22",".03",".24",".76",".60",".15",".05",".82","1.24","9.05","14.03","10.52","10155"
"Mookie Betts","Red Sox","BOS @ CIN","RF","4.56","1.19",".69",".26",".02",".22",".72",".79",".15",".06",".51",".51","8.97","13.99","10.55","13611"
"George Springer","Astros","ANA @ HOU","CF","4.66","1.11",".63",".19",".01",".28",".82",".66",".11",".06",".64","1.06","8.98","13.96","10.49","12856"
"Lucas Duda","Rays","TBA @ BAL","1B","4.70","1.00",".47",".19",".00",".34",".78",".71",".02",".01",".69","1.20","8.84","13.77","10.19","2502"
"Freddie Freeman","Braves","PHI @ ATL","1B","4.40","1.09",".59",".25",".01",".24",".75",".70",".02",".02",".85",".84","8.83","13.75","10.20","5361"
"Jose Abreu","White Sox","KCA @ CHA","1B","4.40","1.19",".66",".20",".02",".31",".73",".81",".01",".01",".45",".93","8.74","13.66","10.27","15676"
"Jose Altuve","Astros","ANA @ HOU","2B","4.44","1.28",".82",".26",".03",".17",".69",".70",".17",".08",".45",".54","8.57","13.34","10.21","5417"
"Joey Votto","Reds","BOS @ CIN","1B","4.41","1.07",".65",".20",".01",".21",".71",".61",".06",".03",".98",".59","8.64","13.41","9.98","4314"
"Marcell Ozuna","Marlins","MIA @ ARI","LF","4.53","1.23",".72",".24",".03",".24",".71",".82",".02",".01",".43",".97","8.51","13.31","10.03","10324"
