"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jose Ramirez","Indians","LAA @ CLE","3B","4.51","1.19",".62",".28",".03",".26",".82",".80",".10",".05",".69",".58","9.67","15.07","11.25","13510"
"Bryce Harper","Nationals","","RF","4.43","1.04",".55",".20",".01",".29",".83",".81",".04",".03",".87",".84","9.42","14.70","10.80","11579"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.60","1.11",".57",".23",".01",".30",".84",".73",".05",".03",".72",".94","9.28","14.45","10.74","16472"
"Bryce Harper","Nationals","CIN @ WSH","RF","4.39","1.00",".53",".17",".01",".29",".82",".77",".04",".03",".89",".93","9.27","14.45","10.62","11579"
"Francisco Lindor","Indians","LAA @ CLE","SS","4.74","1.23",".69",".25",".02",".26",".82",".69",".09",".05",".56",".75","9.16","14.25","10.77","12916"
"Trea Turner","Nationals","","SS","4.65","1.37",".97",".21",".04",".16",".79",".61",".29",".12",".35",".75","8.93","13.86","10.79","16252"
"Anthony Rizzo","Cubs","SD @ CHC","1B","4.63","1.22",".66",".26",".02",".29",".79",".64",".04",".03",".53",".51","8.85","13.74","10.42","3473"
"Eddie Rosario","Twins","KC @ MIN","LF","4.59","1.35",".81",".27",".04",".23",".75",".73",".08",".07",".34",".78","8.70","13.57","10.40","12155"
"Mookie Betts","Red Sox","NYY @ BOS","RF","4.68","1.16",".66",".28",".03",".20",".73",".61",".17",".07",".62",".72","8.77","13.61","10.32","13611"
"Freddie Freeman","Braves","ATL @ NYM","1B","4.65","1.29",".78",".26",".01",".24",".72",".68",".04",".03",".60",".87","8.74","13.59","10.32","5361"
"Javier Baez","Cubs","SD @ CHC","2B","4.31","1.28",".72",".25",".03",".27",".70",".86",".07",".04",".20",".90","8.65","13.55","10.32","12979"
"Matt Adams","Nationals","","1B","4.23","1.20",".67",".22",".01",".30",".70",".95",".01",".01",".34",".79","8.69","13.64","10.21","9393"
"Michael Brantley","Indians","LAA @ CLE","LF","4.62","1.34",".83",".30",".02",".19",".82",".68",".08",".04",".41",".47","8.57","13.36","10.19","4106"
"Kyle Schwarber","Cubs","SD @ CHC","LF","4.21","1.02",".52",".15",".02",".33",".72",".79",".03",".02",".53","1.01","8.58","13.41","9.97","16478"
"Trea Turner","Nationals","CIN @ WSH","SS","4.60","1.31",".93",".19",".04",".15",".74",".56",".28",".11",".35",".79","8.46","13.11","10.23","16252"
"Juan Soto","Nationals","","LF","4.33","1.13",".68",".21",".02",".21",".74",".80",".04",".03",".61",".67","8.50","13.30","9.91","20123"
"Anthony Rendon","Nationals","","3B","4.53","1.29",".78",".30",".01",".19",".78",".75",".04",".02",".46",".59","8.46","13.22","9.98","12861"
"Paul Goldschmidt","Diamondbacks","SF @ ARI","1B","4.38","1.13",".64",".23",".03",".23",".71",".65",".07",".03",".63","1.00","8.50","13.22","9.96","9218"
"Ronald Acuna","Braves","ATL @ NYM","LF","4.88","1.28",".83",".22",".02",".22",".70",".55",".17",".12",".41","1.30","8.36","12.96","10.04","18401"
"J.D. Martinez","Red Sox","NYY @ BOS","DH","4.46","1.09",".57",".24",".02",".27",".68",".82",".01",".01",".52","1.24","8.43","13.18","9.82","6184"
"Edwin Encarnacion","Indians","LAA @ CLE","DH","4.41",".96",".51",".16",".00",".29",".73",".82",".01",".00",".67","1.06","8.45","13.24","9.71","2151"
"Anthony Rendon","Nationals","CIN @ WSH","3B","4.49","1.26",".76",".29",".01",".20",".77",".72",".03",".02",".44",".64","8.33","13.01","9.84","12861"
"Juan Soto","Nationals","CIN @ WSH","LF","4.30","1.11",".68",".19",".03",".21",".70",".79",".04",".03",".60",".73","8.34","13.04","9.74","20123"
"A.J. Pollock","Diamondbacks","SF @ ARI","CF","4.29","1.17",".65",".27",".05",".19",".65",".74",".13",".06",".36",".68","8.26","12.89","9.80","9256"
"Nelson Cruz","Mariners","TOR @ SEA","DH","4.21","1.03",".54",".16",".01",".32",".66",".82",".01",".01",".45",".90","8.25","12.92","9.62","2434"
"Starling Marte","Pirates","STL @ PIT","CF","4.50","1.27",".85",".21",".04",".18",".67",".52",".23",".10",".35",".79","8.14","12.60","9.85","9241"
"Mike Trout","Angels","LAA @ CLE","CF","4.40","1.00",".54",".19",".02",".26",".63",".58",".11",".05",".65","1.31","8.18","12.68","9.56","10155"
"Yonder Alonso","Indians","LAA @ CLE","1B","4.31","1.09",".63",".21",".00",".25",".66",".78",".01",".01",".57",".86","8.13","12.72","9.48","2530"
"Ozzie Albies","Braves","ATL @ NYM","2B","4.77","1.28",".83",".24",".04",".17",".72",".54",".15",".07",".28",".81","7.89","12.24","9.52","16556"
"Scooter Gennett","Reds","","2B","4.65","1.34",".85",".27",".02",".21",".74",".62",".03",".02",".26",".80","7.88","12.28","9.48","10339"
"Andrew Benintendi","Red Sox","NYY @ BOS","LF","4.57","1.08",".64",".26",".04",".14",".70",".56",".11",".07",".66",".84","7.98","12.39","9.36","17901"
"Matt Carpenter","Cardinals","STL @ PIT","3B","4.72","1.16",".60",".30",".01",".24",".67",".55",".02",".01",".52",".90","7.94","12.31","9.37","8090"
"Joey Votto","Reds","","1B","4.54","1.16",".74",".24",".01",".17",".67",".58",".02",".01",".75",".61","7.95","12.36","9.31","4314"
"Logan Morrison","Twins","KC @ MIN","DH","4.37",".96",".51",".20",".01",".24",".65",".76",".01",".01",".67",".85","7.97","12.46","9.18","9205"
"Ian Happ","Cubs","SD @ CHC","CF","4.10",".99",".52",".18",".02",".26",".60",".67",".07",".03",".50","1.23","7.85","12.23","9.19","17919"
"Joey Gallo","Rangers","BAL @ TEX","LF","4.21",".79",".32",".14",".02",".32",".64",".71",".04",".02",".59","1.50","7.88","12.31","9.05","14128"
"Adam Eaton","Nationals","","LF","4.76","1.33",".94",".23",".04",".12",".73",".46",".08",".05",".54",".58","7.76","12.01","9.32","11205"
"Shin-Soo Choo","Rangers","BAL @ TEX","DH","4.62","1.07",".65",".21",".01",".20",".68",".54",".05",".03",".69","1.10","7.82","12.13","9.15","3174"
"Daniel Murphy","Nationals","CIN @ WSH","2B","4.19","1.23",".76",".27",".02",".18",".59",".79",".02",".01",".36",".43","7.71","12.08","9.16","4316"
"Eugenio Suarez","Reds","","3B","4.44","1.16",".70",".22",".01",".22",".58",".77",".03",".02",".39",".92","7.71","12.07","9.13","12552"
"Odubel Herrera","Phillies","MIA @ PHI","CF","4.49","1.23",".81",".22",".04",".16",".65",".64",".06",".04",".42",".80","7.69","11.99","9.18","11476"
"Eugenio Suarez","Reds","CIN @ WSH","3B","4.50","1.09",".70",".20",".01",".19",".60",".73",".03",".02",".59",".97","7.72","12.07","9.04","12552"
"Jordan Luplow","Pirates","STL @ PIT","LF","4.61","1.16",".69",".20",".03",".23",".67",".53",".05",".03",".42",".93","7.68","11.92","9.15","16424"
"Steven Souza Jr.","Diamondbacks","SF @ ARI","RF","4.19","1.03",".58",".21",".03",".21",".60",".69",".07",".04",".50","1.01","7.70","12.02","9.04","5667"
"Carlos Santana","Phillies","MIA @ PHI","1B","4.38",".90",".51",".19",".02",".18",".67",".67",".02",".01",".84",".50","7.78","12.14","8.90","2396"
"Giancarlo Stanton","Yankees","NYY @ BOS","DH","4.58","1.09",".58",".22",".01",".28",".65",".65",".02",".01",".30","1.43","7.62","11.88","9.02","4949"
"Alex Bregman","Astros","HOU @ LAD","3B","4.53","1.10",".62",".27",".01",".19",".59",".60",".08",".04",".49",".78","7.63","11.87","9.02","17678"
"Khris Davis","Athletics","DET @ OAK","DH","4.26",".98",".49",".19",".02",".28",".63",".74",".01",".01",".38","1.05","7.64","11.95","8.93","9112"
"Rougned Odor","Rangers","BAL @ TEX","","4.52","1.03",".59",".20",".03",".22",".62",".62",".11",".07",".38","1.17","7.55","11.76","8.94","12282"
"Asdrubal Cabrera","Phillies","MIA @ PHI","2B","4.29","1.11",".68",".23",".02",".18",".61",".76",".02",".01",".45",".67","7.55","11.82","8.88","4962"
"J.T. Realmuto","Marlins","MIA @ PHI","C","4.51","1.27",".79",".27",".02",".18",".62",".60",".05",".03",".27",".82","7.43","11.56","8.95","11739"
"Adam Eaton","Nationals","CIN @ WSH","LF","4.71","1.29",".92",".22",".04",".11",".68",".42",".09",".05",".52",".63","7.44","11.50","8.96","11205"
"Daniel Murphy","Nationals","","2B","4.11","1.20",".74",".26",".02",".18",".55",".70",".02",".01",".38",".38","7.41","11.57","8.82","4316"
"Justin Bour","Marlins","MIA @ PHI","1B","4.41",".97",".56",".15",".01",".26",".60",".66",".01",".00",".57","1.04","7.47","11.66","8.71","9744"
"Andrew McCutchen","Giants","SF @ ARI","RF","4.75","1.12",".68",".25",".02",".18",".62",".46",".07",".04",".55",".95","7.41","11.46","8.79","9847"
