"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Aaron Judge","Yankees","","RF","4.87","1.17",".57",".22",".02",".35",".92",".82",".05",".03",".81","1.32","10.25","15.98","11.84","15640"
"Mike Trout","Angels","KC @ LAA","CF","4.49","1.14",".58",".21",".03",".31",".87",".70",".14",".06",".88",".72","10.15","15.76","11.78","10155"
"Aaron Judge","Yankees","NYY @ DET","RF","4.87","1.14",".59",".21",".03",".31",".87",".78",".05",".04",".82","1.36","9.80","15.26","11.32","15640"
"Giancarlo Stanton","Yankees","","DH","4.65","1.16",".55",".21",".02",".39",".80",".95",".01",".01",".52","1.15","9.71","15.19","11.28","4949"
"Giancarlo Stanton","Yankees","NYY @ DET","DH","4.65","1.13",".56",".20",".01",".35",".77",".91",".02",".01",".56","1.17","9.39","14.69","10.90","4949"
"Gary Sanchez","Yankees","","C","4.77","1.17",".61",".24",".01",".31",".78",".85",".02",".01",".47",".93","8.98","14.06","10.49","11442"
"Greg Bird","Yankees","NYY @ DET","1B","4.77","1.04",".52",".24",".04",".26",".73",".78",".02",".01",".58","1.12","8.49","13.27","9.84","14131"
"Aaron Hicks","Yankees","NYY @ DET","CF","4.97","1.14",".68",".24",".05",".17",".77",".57",".10",".07",".66",".78","8.41","13.05","9.88","5297"
"Gleyber Torres","Yankees","","2B","4.55","1.19",".73",".22",".04",".20",".65",".68",".10",".05",".36",".98","7.94","12.38","9.46","16997"
"Brett Gardner","Yankees","","LF","4.98","1.22",".82",".22",".06",".12",".76",".50",".11",".04",".56",".76","7.93","12.30","9.45","9927"
"Justin Upton","Angels","KC @ LAA","LF","4.40",".97",".52",".18",".01",".26",".63",".72",".04",".03",".54","1.18","7.83","12.23","9.10","5222"
"Mike Moustakas","Royals","KC @ LAA","3B","4.46","1.08",".57",".20",".00",".29",".60",".73",".01",".01",".37",".76","7.77","12.14","9.15","4892"
"Paul Goldschmidt","Diamondbacks","ARI @ SF","1B","4.52","1.04",".62",".23",".03",".17",".58",".53",".08",".04",".75",".97","7.69","11.92","9.01","9218"
"Ozzie Albies","Braves","ATL @ SD","2B","4.65","1.19",".75",".23",".05",".16",".64",".51",".14",".07",".29",".76","7.46","11.58","9.01","16556"
"Freddie Freeman","Braves","ATL @ SD","1B","4.54","1.22",".76",".27",".02",".17",".57",".57",".04",".03",".47",".80","7.44","11.56","8.89","5361"
"Didi Gregorius","Yankees","NYY @ DET","SS","4.54","1.18",".74",".25",".03",".17",".60",".68",".04",".03",".31",".56","7.36","11.50","8.78","6012"
"Miguel Andujar","Yankees","","3B","4.43","1.24",".72",".32",".04",".16",".59",".66",".03",".02",".22",".73","7.29","11.39","8.76","15878"
