"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","SF @ LAA","CF","4.61","1.22",".61",".21",".03",".36","1.00",".81",".13",".06",".94",".71","11.19","17.39","12.94","10155"
"Kris Bryant","Cubs","CHC @ COL","3B","4.76","1.31",".71",".29",".03",".28",".86",".78",".05",".03",".77",".92","9.96","15.51","11.62","15429"
"Mike Moustakas","Royals","KC @ DET","3B","4.71","1.31",".72",".24",".01",".34",".79",".95",".01",".01",".37",".63","9.45","14.81","11.12","4892"
"Paul Goldschmidt","Diamondbacks","SD @ ARI","1B","4.42","1.18",".64",".26",".02",".25",".79",".73",".07",".03",".76",".85","9.30","14.47","10.81","9218"
"George Springer","Astros","HOU @ CWS","CF","5.14","1.13",".69",".20",".01",".23",".83",".71",".07",".04",".91",".91","9.28","14.44","10.73","12856"
"Justin Upton","Angels","SF @ LAA","LF","4.51","1.09",".55",".21",".01",".32",".76",".87",".06",".04",".58","1.12","9.17","14.35","10.64","5222"
"Javier Baez","Cubs","CHC @ COL","2B","4.87","1.34",".78",".27",".03",".27",".85",".68",".09",".05",".32","1.21","8.99","13.99","10.72","12979"
"Jose Altuve","Astros","HOU @ CWS","2B","5.03","1.34",".94",".24",".02",".14",".81",".65",".16",".07",".68",".62","9.01","13.99","10.67","5417"
"Willson Contreras","Cubs","CHC @ COL","C","4.56","1.24",".72",".27",".02",".23",".73",".84",".04",".03",".53",".92","8.84","13.82","10.37","11609"
"Rhys Hoskins","Phillies","PIT @ PHI","LF","4.30",".97",".47",".20",".02",".29",".71",".82",".04",".02",".80",".90","8.92","13.94","10.23","16472"
"Lucas Duda","Royals","KC @ DET","1B","4.60","1.03",".50",".23",".00",".30",".73",".80",".01",".01",".71",".99","8.82","13.78","10.16","2502"
"Charlie Blackmon","Rockies","CHC @ COL","CF","4.44","1.18",".67",".21",".04",".25",".70",".73",".09",".04",".53","1.03","8.70","13.56","10.26","7859"
"Ian Happ","Cubs","CHC @ COL","CF","4.45","1.08",".56",".20",".02",".29",".67",".84",".07",".04",".47","1.45","8.66","13.54","10.12","17919"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.66","1.23",".74",".23",".00",".26",".71",".86",".01",".01",".46",".92","8.57","13.43","10.07","2434"
"Carlos Correa","Astros","HOU @ CWS","SS","4.92","1.15",".73",".23",".01",".19",".73",".75",".05",".03",".78",".97","8.61","13.43","10.00","14162"
"A.J. Pollock","Diamondbacks","SD @ ARI","CF","4.32","1.15",".61",".32",".05",".17",".63",".81",".13",".06",".42",".67","8.38","13.11","9.88","9256"
"Anthony Rizzo","Cubs","CHC @ COL","1B","4.66","1.11",".65",".24",".01",".21",".73",".75",".04",".03",".67",".79","8.44","13.18","9.80","3473"
"Nolan Arenado","Rockies","CHC @ COL","3B","4.34","1.11",".58",".25",".02",".25",".65",".78",".03",".02",".52",".89","8.32","13.00","9.72","9777"
"Josh Reddick","Astros","HOU @ CWS","RF","4.81","1.15",".77",".21",".02",".15",".65",".79",".05",".03",".75",".66","8.30","12.98","9.68","3892"
"Whit Merrifield","Royals","KC @ DET","2B","4.82","1.28",".85",".25",".04",".13",".71",".62",".18",".09",".37",".73","8.16","12.69","9.80","11281"
"Robinson Cano","Mariners","SEA @ TEX","2B","4.77","1.36",".90",".29",".01",".16",".72",".74",".01",".01",".45",".57","8.17","12.77","9.71","3269"
"Ian Kinsler","Angels","SF @ LAA","2B","4.73","1.12",".69",".19",".02",".22",".79",".58",".09",".05",".54",".59","8.21","12.77","9.66","6195"
"J.D. Martinez","Red Sox","BOS @ OAK","DH","4.40","1.12",".57",".24",".02",".30",".62",".77",".02",".01",".37","1.14","8.18","12.78","9.63","6184"
"Christian Yelich","Brewers","MIA @ MIL","LF","4.58","1.14",".70",".25",".02",".16",".74",".54",".07",".04",".72",".74","8.13","12.62","9.52","11477"
"Ryan Braun","Brewers","MIA @ MIL","1B","4.47","1.06",".60",".23",".02",".22",".65",".72",".08",".05",".50",".71","8.00","12.49","9.38","3410"
"Albert Almora Jr.","Cubs","CHC @ COL","CF","4.99","1.44",".92",".32",".04",".16",".75",".54",".05",".03",".25",".78","7.90","12.26","9.58","14109"
"Mookie Betts","Red Sox","BOS @ OAK","RF","4.71","1.16",".67",".27",".02",".20",".65",".52",".13",".06",".47",".58","7.96","12.32","9.47","13611"
"Eric Thames","Brewers","MIA @ MIL","1B","4.26",".85",".40",".18",".02",".25",".61",".72",".05",".03",".76","1.01","8.02","12.52","9.20","3711"
"Dee Gordon","Mariners","SEA @ TEX","CF","5.00","1.51","1.22",".19",".06",".03",".64",".47",".31",".13",".21",".68","7.74","11.97","9.65","8203"
"Jean Segura","Mariners","SEA @ TEX","SS","4.88","1.43","1.04",".26",".04",".08",".71",".58",".15",".08",".30",".67","7.79","12.12","9.49","5933"
"Travis Shaw","Brewers","MIA @ MIL","3B","4.36",".98",".52",".24",".01",".21",".65",".74",".03",".02",".63",".77","7.93","12.40","9.17","11982"
"Trea Turner","Nationals","WSH @ LAD","SS","4.69","1.14",".74",".21",".04",".15",".60",".42",".29",".12",".40","1.10","7.75","11.95","9.37","16252"
"Brian Dozier","Twins","MIN @ TB","2B","4.80",".99",".56",".20",".02",".22",".62",".54",".10",".05",".68","1.18","7.82","12.12","9.14","9810"
"Albert Pujols","Angels","SF @ LAA","1B","4.40","1.10",".67",".17",".00",".25",".65",".78",".01",".01",".38",".53","7.73","12.12","9.10","1177"
"Zack Cozart","Angels","SF @ LAA","3B","4.29","1.09",".65",".20",".03",".21",".63",".71",".02",".01",".49",".62","7.72","12.05","9.08","2616"
"Aaron Judge","Yankees","TOR @ NYY","RF","4.45",".91",".51",".15",".01",".25",".66",".58",".05",".03",".72","1.40","7.78","12.09","9.00","15640"
"Lorenzo Cain","Brewers","MIA @ MIL","CF","4.69","1.20",".81",".23",".03",".12",".69",".44",".14",".07",".57",".63","7.69","11.89","9.18","9077"
"Giancarlo Stanton","Yankees","TOR @ NYY","LF","4.25",".90",".43",".17",".01",".30",".61",".72",".01",".01",".51","1.29","7.70","12.03","8.92","4949"
"Brandon Belt","Giants","SF @ LAA","1B","4.67",".96",".51",".22",".01",".21",".67",".57",".03",".02",".74","1.29","7.72","12.00","8.93","10264"
"Bryce Harper","Nationals","WSH @ LAD","RF","4.47",".97",".55",".16",".01",".25",".62",".62",".05",".03",".60","1.14","7.68","11.96","8.96","11579"
"Kyle Seager","Mariners","SEA @ TEX","3B","4.56","1.16",".68",".28",".02",".17",".65",".70",".02",".01",".42",".65","7.59","11.86","8.95","9785"
"Francisco Lindor","Indians","CLE @ BAL","SS","4.87","1.11",".68",".22",".02",".18",".64",".54",".10",".06",".48",".63","7.59","11.78","9.00","12916"
"Miguel Cabrera","Tigers","KC @ DET","1B","4.45","1.14",".72",".22",".01",".19",".65",".61",".01",".01",".58",".79","7.58","11.81","8.92","1744"
"Matt Carpenter","Cardinals","CIN @ STL","3B","4.66","1.01",".57",".27",".02",".15",".69",".46",".02",".01",".88",".73","7.66","11.85","8.85","8090"
"Ryan Zimmerman","Nationals","WSH @ LAD","1B","4.38","1.03",".53",".22",".01",".28",".57",".74",".01",".01",".33","1.11","7.52","11.77","8.85","4220"
"Alex Bregman","Astros","HOU @ CWS","3B","4.58","1.02",".64",".23",".02",".13",".63",".61",".08",".05",".69",".69","7.57","11.78","8.83","17678"
"Jose Ramirez","Indians","CLE @ BAL","3B","4.63","1.11",".67",".27",".02",".15",".59",".57",".10",".06",".52",".46","7.51","11.67","8.89","13510"
"Eric Hosmer","Padres","SD @ ARI","1B","4.51","1.17",".73",".24",".01",".18",".60",".57",".03",".02",".55",".90","7.49","11.64","8.87","3516"
"Mitch Haniger","Mariners","SEA @ TEX","RF","4.45","1.17",".72",".26",".02",".16",".62",".65",".04",".03",".40",".91","7.42","11.58","8.81","14274"
"Nicholas Castellanos","Tigers","KC @ DET","RF","4.35","1.16",".69",".25",".05",".17",".57",".70",".02",".02",".37",".90","7.40","11.57","8.80","11737"
"Edwin Encarnacion","Indians","CLE @ BAL","DH","4.43",".88",".48",".14",".00",".25",".62",".67",".01",".00",".66",".92","7.50","11.71","8.64","2151"
"Jorge Soler","Royals","KC @ DET","DH","4.51",".93",".53",".16",".01",".23",".60",".67",".02",".01",".61","1.28","7.44","11.62","8.63","14221"
"Brian McCann","Astros","HOU @ CWS","C","4.47",".88",".55",".12",".00",".20",".66",".65",".01",".01",".81",".70","7.47","11.66","8.56","4810"
"Cody Bellinger","Dodgers","WSH @ LAD","1B","4.16",".94",".47",".18",".02",".27",".56",".64",".04",".03",".42","1.28","7.34","11.44","8.61","15998"
"Marcell Ozuna","Cardinals","CIN @ STL","LF","4.34","1.19",".78",".23",".02",".16",".61",".71",".01",".01",".36",".73","7.28","11.39","8.66","10324"
"Carlos Santana","Phillies","PIT @ PHI","1B","4.51",".97",".57",".22",".01",".17",".68",".53",".03",".02",".70",".59","7.38","11.48","8.57","2396"
"Jose Abreu","White Sox","HOU @ CWS","1B","4.36","1.14",".68",".24",".02",".20",".57",".61",".01",".01",".42",".79","7.28","11.34","8.65","15676"
"Addison Russell","Cubs","CHC @ COL","SS","4.35","1.07",".62",".25",".02",".19",".55",".66",".03",".02",".45",".92","7.29","11.37","8.60","14106"
"Michael Brantley","Indians","CLE @ BAL","LF","4.53","1.18",".79",".23",".01",".14",".57",".64",".07",".04",".40",".44","7.21","11.25","8.61","4106"
"Jose Martinez","Cardinals","CIN @ STL","1B","4.44","1.19",".81",".24",".01",".13",".62",".59",".04",".02",".47",".51","7.20","11.22","8.57","7996"
"Yulieski Gurriel","Astros","HOU @ CWS","1B","4.70","1.09",".67",".27",".01",".15",".60",".77",".02",".01",".36",".59","7.18","11.27","8.45","19198"
"Mike Zunino","Mariners","SEA @ TEX","C","4.23","1.00",".56",".22",".00",".21",".61",".67",".01",".01",".43","1.24","7.18","11.23","8.41","13265"
"Jeimer Candelario","Tigers","KC @ DET","3B","4.55","1.07",".61",".28",".04",".14",".66",".53",".01",".01",".52","1.05","7.18","11.16","8.44","13621"
"David Peralta","Diamondbacks","SD @ ARI","LF","4.63","1.31",".90",".26",".05",".10",".64",".42",".06",".04",".37",".75","7.06","10.93","8.58","2136"
"Michael Conforto","Mets","NYM @ ATL","CF","4.76","1.02",".59",".24",".02",".17",".61",".45",".03",".02",".65","1.18","7.17","11.10","8.40","16376"
"Marwin Gonzalez","Astros","HOU @ CWS","LF","4.36",".96",".60",".21",".01",".14",".61",".60",".05",".03",".65",".92","7.17","11.17","8.33","5497"
"Ketel Marte","Diamondbacks","SD @ ARI","2B","4.52","1.25",".84",".28",".06",".07",".73",".43",".08",".05",".36",".55","7.04","10.92","8.49","13613"
"Jason Kipnis","Indians","CLE @ BAL","2B","4.75","1.00",".60",".24",".02",".16",".63",".52",".07",".04",".52",".79","7.10","11.04","8.35","9776"
"Hanley Ramirez","Red Sox","BOS @ OAK","1B","4.50","1.03",".62",".19",".00",".21",".59",".59",".04",".03",".41",".88","7.03","10.96","8.30","8001"
"Jon Jay","Royals","KC @ DET","LF","4.92","1.27",".97",".23",".04",".04",".65",".39",".07",".04",".61",".79","7.00","10.82","8.42","5227"
"Dexter Fowler","Cardinals","CIN @ STL","RF","4.23","1.00",".64",".20",".05",".10",".57",".57",".07",".04",".61",".66","7.01","10.92","8.23","4062"
"Dan Vogelbach","Mariners","SEA @ TEX","1B","4.34","1.02",".64",".22",".01",".16",".60",".60",".01",".01",".54",".95","7.01","10.93","8.21","14130"
"DJ LeMahieu","Rockies","CHC @ COL","2B","4.67","1.23",".88",".22",".03",".10",".61",".41",".06",".04",".53",".83","6.93","10.73","8.35","9874"
