"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Kris Bryant","Cubs","CHC @ ATL","3B","4.78","1.21",".67",".29",".03",".21",".82",".74",".05",".03",".87",".86","9.44","14.69","10.93","15429"
"Joey Gallo","Rangers","TEX @ CWS","1B","4.39",".86",".32",".13",".01",".40",".66",".89",".03",".02",".66","1.42","8.99","14.06","10.30","14128"
"Mookie Betts","Red Sox","BAL @ BOS","RF","4.66","1.27",".72",".33",".02",".20",".73",".61",".13",".06",".43",".62","8.56","13.29","10.19","13611"
"Mike Trout","Angels","TB @ LAA","CF","4.41","1.00",".55",".19",".03",".23",".68",".54",".12",".06",".77","1.01","8.36","12.95","9.75","10155"
"J.D. Martinez","Red Sox","BAL @ BOS","DH","4.32","1.21",".64",".29",".01",".26",".66",".79",".01",".01",".36","1.15","8.27","12.93","9.76","6184"
"Willson Contreras","Cubs","CHC @ ATL","C","4.57","1.15",".66",".30",".02",".18",".65",".84",".04",".03",".58",".85","8.30","13.00","9.68","11609"
"Anthony Rizzo","Cubs","CHC @ ATL","1B","4.68","1.05",".64",".23",".01",".17",".68",".75",".04",".02",".76",".68","8.16","12.76","9.44","3473"
"Eric Hosmer","Padres","SD @ PIT","1B","4.67","1.24",".77",".26",".01",".20",".71",".57",".03",".02",".54",".78","8.00","12.43","9.47","3516"
"Ronald Acuna","Braves","CHC @ ATL","LF","4.51","1.15",".71",".24",".03",".18",".66",".53",".20",".14",".42","1.11","7.97","12.35","9.52","18401"
"Curtis Granderson","Blue Jays","OAK @ TOR","LF","4.58",".91",".40",".22",".03",".26",".70",".55",".04",".03",".69","1.20","7.99","12.40","9.23","4747"
"Tommy Pham","Cardinals","PHI @ STL","CF","4.58","1.04",".67",".16",".03",".18",".65",".45",".16",".09",".70","1.17","7.88","12.17","9.29","2967"
"Josh Donaldson","Blue Jays","OAK @ TOR","3B","4.47",".95",".49",".19",".01",".26",".68",".61",".03",".02",".64","1.11","7.87","12.25","9.12","5038"
"Charlie Blackmon","Rockies","COL @ SF","CF","4.66","1.21",".75",".20",".06",".20",".63",".48",".10",".06",".42",".90","7.73","11.96","9.30","7859"
"Ozzie Albies","Braves","CHC @ ATL","2B","4.64","1.20",".72",".27",".04",".17",".64",".50",".14",".08",".34",".83","7.63","11.82","9.17","16556"
"Javier Baez","Cubs","CHC @ ATL","2B","4.46","1.17",".70",".26",".03",".18",".58",".76",".07",".04",".31","1.07","7.61","11.91","9.05","12979"
"Mitch Haniger","Mariners","DET @ SEA","RF","4.33","1.04",".57",".22",".03",".23",".60",".66",".04",".03",".49","1.03","7.66","11.93","8.99","14274"
"Brandon Belt","Giants","COL @ SF","1B","4.30","1.05",".57",".29",".03",".16",".58",".69",".02",".02",".64",".80","7.68","11.97","8.94","10264"
"Shin-Soo Choo","Rangers","TEX @ CWS","DH","4.72",".99",".61",".18",".01",".19",".63",".54",".07",".04",".72",".88","7.56","11.74","8.81","3174"
"Freddie Freeman","Braves","CHC @ ATL","1B","4.40","1.13",".67",".27",".02",".17",".59",".57",".04",".03",".57",".81","7.51","11.67","8.87","5361"
"Franchy Cordero","Padres","SD @ PIT","LF","4.56","1.08",".63",".20",".08",".17",".56",".62",".09",".06",".42","1.45","7.44","11.57","8.86","14567"
"Albert Almora Jr.","Cubs","CHC @ ATL","CF","5.00","1.36",".90",".32",".03",".11",".68",".50",".04",".03",".35",".79","7.40","11.48","8.94","14109"
"Andrew Benintendi","Red Sox","BAL @ BOS","LF","4.54","1.15",".72",".28",".03",".13",".65",".53",".10",".07",".47",".81","7.44","11.55","8.85","17901"
"Nomar Mazara","Rangers","TEX @ CWS","RF","4.50","1.06",".66",".18",".01",".21",".61",".70",".01",".01",".47",".87","7.44","11.63","8.75","14553"
"Francisco Cervelli","Pirates","SD @ PIT","C","4.45","1.09",".70",".21",".03",".15",".65",".54",".03",".01",".69",".79","7.45","11.57","8.73","5275"
"Justin Turner","Dodgers","LAD @ MIA","3B","4.67","1.12",".73",".26",".01",".13",".58",".60",".03",".02",".67",".67","7.37","11.48","8.66","5235"
"Manny Machado","Orioles","BAL @ BOS","SS","4.53","1.16",".68",".27",".01",".20",".55",".60",".04",".03",".36",".81","7.31","11.38","8.73","11493"
"Matt Olson","Athletics","OAK @ TOR","1B","4.39",".87",".42",".20",".01",".24",".59",".66",".02",".01",".60","1.24","7.40","11.56","8.54","14344"
"Jose Martinez","Cardinals","PHI @ STL","1B","4.48","1.14",".73",".22",".01",".18",".66",".53",".05",".03",".48",".72","7.32","11.38","8.69","7996"
"Ben Zobrist","Cubs","CHC @ ATL","2B","4.89","1.12",".75",".26",".02",".09",".77",".45",".04",".02",".68",".64","7.34","11.38","8.61","7435"
"Josh Bell","Pirates","SD @ PIT","1B","4.35","1.06",".65",".23",".03",".16",".59",".66",".03",".02",".50",".74","7.25","11.32","8.53","13145"
"Khris Davis","Athletics","OAK @ TOR","DH","4.50",".86",".42",".19",".01",".24",".58",".72",".01",".01",".53","1.30","7.29","11.42","8.42","9112"
