"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","CWS @ LAA","CF","4.48","1.14",".64",".20",".02",".27",".81",".76",".12",".06",".99",".66","10.04","15.60","11.60","10155"
"J.D. Martinez","Red Sox","BOS @ BAL","DH","4.72","1.31",".71",".24",".01",".34",".78",".94",".01",".01",".41","1.13","9.50","14.88","11.18","6184"
"Mookie Betts","Red Sox","BOS @ BAL","RF","4.92","1.35",".80",".30",".02",".24",".82",".64",".16",".07",".52",".65","9.39","14.57","11.16","13611"
"Matt Carpenter","Cardinals","STL @ CIN","3B","4.88","1.09",".51",".27",".01",".30",".77",".65",".01",".01",".79","1.10","9.06","14.07","10.48","8090"
"Jose Ramirez","Indians","PIT @ CLE","3B","4.47","1.20",".64",".32",".03",".21",".71",".74",".10",".05",".53",".49","8.78","13.69","10.33","13510"
"Eddie Rosario","Twins","MIN @ TOR","LF","4.71","1.32",".74",".31",".03",".25",".71",".74",".08",".06",".26",".87","8.63","13.45","10.31","12155"
"Andrew Benintendi","Red Sox","BOS @ BAL","LF","4.82","1.25",".78",".26",".03",".19",".77",".63",".12",".06",".52",".83","8.57","13.33","10.16","17901"
"Francisco Lindor","Indians","PIT @ CLE","SS","4.69","1.22",".68",".28",".03",".23",".77",".65",".09",".04",".44",".64","8.57","13.33","10.13","12916"
"Max Muncy","Dodgers","LAD @ PHI","1B","4.60","1.08",".57",".20",".01",".29",".72",".68",".03",".02",".64","1.10","8.55","13.32","9.96","13301"
"Khris Davis","Athletics","OAK @ TEX","DH","4.57","1.00",".48",".20",".02",".31",".68",".82",".01",".01",".54","1.23","8.45","13.23","9.79","9112"
"Aaron Judge","Yankees","NYY @ TB","RF","4.75","1.00",".53",".19",".01",".28",".70",".65",".04",".03",".77","1.54","8.48","13.19","9.81","15640"
"Joey Votto","Reds","STL @ CIN","1B","4.50","1.01",".63",".19",".01",".18",".77",".55",".03",".01","1.13",".62","8.53","13.22","9.76","4314"
"Randal Grichuk","Blue Jays","MIN @ TOR","RF","4.63","1.14",".51",".30",".04",".29",".69",".69",".04",".03",".32","1.19","8.36","13.03","9.88","10243"
"Freddie Freeman","Braves","ATL @ MIA","1B","4.60","1.24",".73",".30",".02",".18",".69",".58",".04",".03",".69",".71","8.37","12.99","9.86","5361"
"Bryce Harper","Nationals","WSH @ MIL","RF","4.68",".90",".47",".19",".01",".24",".69",".64",".05",".03",".94","1.13","8.38","13.02","9.57","11579"
"Manny Machado","Dodgers","LAD @ PHI","SS","4.71","1.28",".78",".25",".01",".25",".75",".60",".05",".03",".33",".63","8.16","12.69","9.75","11493"
"Justin Upton","Angels","CWS @ LAA","LF","4.38","1.00",".56",".19",".00",".24",".63",".80",".05",".03",".65","1.08","8.24","12.89","9.54","5222"
"Paul Goldschmidt","Diamondbacks","ARI @ CHC","1B","4.78","1.04",".62",".21",".02",".20",".71",".57",".09",".04",".78","1.28","8.23","12.78","9.58","9218"
"Michael Brantley","Indians","PIT @ CLE","LF","4.58","1.34",".85",".31",".02",".16",".75",".63",".07",".04",".35",".37","8.09","12.60","9.68","4106"
"Joc Pederson","Dodgers","LAD @ PHI","LF","4.81","1.09",".53",".26",".02",".28",".70",".59",".05",".03",".44",".94","8.13","12.64","9.57","11899"
"Leonys Martin","Tigers","DET @ KC","CF","4.87","1.27",".85",".24",".05",".14",".66",".56",".17",".08",".43",".81","8.02","12.44","9.65","11846"
"Whit Merrifield","Royals","DET @ KC","2B","4.67","1.29",".84",".31",".04",".10",".65",".49",".18",".10",".53",".66","8.01","12.39","9.62","11281"
"Nicholas Castellanos","Tigers","DET @ KC","RF","4.63","1.34",".82",".31",".04",".17",".66",".69",".03",".02",".34",".75","7.95","12.40","9.52","11737"
"Cody Bellinger","Dodgers","LAD @ PHI","1B","4.28","1.04",".50",".21",".03",".29",".62",".69",".05",".03",".41","1.07","8.00","12.46","9.40","15998"
"Giancarlo Stanton","Yankees","NYY @ TB","DH","4.53","1.01",".53",".18",".01",".29",".63",".72",".02",".01",".56","1.38","8.01","12.51","9.33","4949"
"Paul DeJong","Cardinals","STL @ CIN","SS","4.66","1.16",".66",".23",".01",".26",".66",".71",".02",".01",".33","1.35","7.88","12.30","9.33","18015"
"Chad Pinder","Athletics","OAK @ TEX","LF","4.80","1.08",".61",".21",".02",".24",".68",".63",".05",".03",".47","1.28","7.83","12.20","9.22","15191"
"Jose Martinez","Cardinals","STL @ CIN","1B","4.44","1.20",".75",".23",".01",".21",".64",".65",".04",".03",".42",".77","7.71","12.01","9.16","7996"
"Marcell Ozuna","Cardinals","STL @ CIN","LF","4.55","1.22",".76",".21",".01",".24",".64",".68",".01",".01",".32",".93","7.66","11.96","9.14","10324"
"Shin-Soo Choo","Rangers","OAK @ TEX","DH","4.72","1.19",".82",".20",".01",".15",".67",".55",".05",".04",".66",".81","7.70","11.96","9.11","3174"
"Eugenio Suarez","Reds","STL @ CIN","3B","4.41","1.02",".63",".18",".02",".19",".63",".71",".03",".02",".68","1.02","7.73","12.08","8.98","12552"
"A.J. Pollock","Diamondbacks","ARI @ CHC","CF","4.57","1.05",".61",".25",".04",".16",".55",".70",".14",".06",".47",".88","7.68","11.98","9.06","9256"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.84","1.24",".82",".24",".02",".15",".60",".48",".17",".12",".40","1.10","7.61","11.78","9.20","18401"
"Yasmani Grandal","Dodgers","LAD @ PHI","C","4.49","1.04",".57",".21",".01",".26",".63",".70",".01",".01",".43","1.09","7.67","11.98","8.99","11368"
"Anthony Rendon","Nationals","WSH @ MIL","3B","4.79","1.12",".66",".29",".01",".16",".72",".53",".05",".03",".60",".81","7.68","11.93","9.02","12861"
"Teoscar Hernandez","Blue Jays","MIN @ TOR","RF","4.29","1.05",".54",".28",".05",".20",".58",".65",".09",".06",".36","1.05","7.58","11.82","8.97","13066"
