"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nolan Arenado","Rockies","ATL @ COL","3B","4.63","1.23",".69",".29",".03",".22",".80",".86",".02",".02",".74",".65","9.33","14.59","10.83","9777"
"Giancarlo Stanton","Yankees","BAL @ NYY","LF","4.40",".98",".43",".16",".00",".39",".71",".88",".01",".01",".61","1.22","9.09","14.22","10.48","4949"
"Mike Trout","Angels","OAK @ LAA","CF","4.46","1.17",".67",".22",".03",".25",".75",".60",".13",".06",".63",".69","8.83","13.70","10.40","10155"
"Aaron Judge","Yankees","BAL @ NYY","RF","4.50",".92",".46",".14",".01",".31",".79",".69",".05",".03",".84","1.35","8.88","13.83","10.18","15640"
"Chris Iannetta","Rockies","ATL @ COL","C","4.74","1.02",".59",".25",".00",".17",".87",".60",".02",".01","1.07",".98","8.70","13.52","9.90","8267"
"Freddie Freeman","Braves","ATL @ COL","1B","4.66","1.31",".79",".32",".02",".17",".71",".68",".04",".03",".60",".78","8.52","13.26","10.06","5361"
"Bryce Harper","Nationals","NYM @ WSH","RF","4.44","1.06",".60",".21",".01",".24",".71",".70",".05",".03",".78",".84","8.58","13.37","9.95","11579"
"J.D. Martinez","Red Sox","TB @ BOS","DH","4.34","1.13",".57",".28",".02",".27",".67",".82",".02",".01",".45","1.08","8.45","13.22","9.89","6184"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.31",".94",".46",".19",".02",".27",".67",".80",".03",".02",".76",".97","8.52","13.32","9.78","16472"
"Kris Bryant","Cubs","CHC @ MIL","3B","4.68","1.10",".60",".22",".03",".24",".71",".55",".05",".04",".70","1.08","8.36","12.95","9.78","15429"
"Mookie Betts","Red Sox","TB @ BOS","RF","4.67","1.22",".71",".32",".02",".17",".72",".55",".13",".06",".51",".56","8.26","12.81","9.81","13611"
"Trevor Story","Rockies","ATL @ COL","SS","4.52",".98",".52",".25",".04",".18",".65",".81",".06",".03",".76","1.41","8.30","12.99","9.55","12564"
"DJ LeMahieu","Rockies","ATL @ COL","2B","4.84","1.36","1.01",".24",".04",".07",".80",".45",".08",".05",".76",".58","8.09","12.52","9.63","9874"
"Jose Abreu","White Sox","DET @ CWS","1B","4.41","1.15",".66",".22",".02",".24",".64",".73",".01",".01",".48",".70","8.04","12.56","9.47","15676"
"Josh Donaldson","Blue Jays","TOR @ TEX","3B","4.72",".96",".55",".19",".01",".21",".70",".56",".04",".02",".94",".95","8.12","12.60","9.33","5038"
"Andrew Benintendi","Red Sox","TB @ BOS","LF","4.56","1.15",".68",".29",".03",".15",".71",".59",".10",".06",".57",".70","8.00","12.44","9.42","17901"
"Ozzie Albies","Braves","ATL @ COL","2B","4.78","1.31",".87",".25",".07",".12",".73",".54",".15",".09",".33",".72","7.91","12.28","9.55","16556"
"Francisco Lindor","Indians","KC @ CLE","SS","4.61","1.19",".69",".26",".03",".21",".68",".60",".09",".05",".38",".65","7.95","12.36","9.47","12916"
"Kyle Schwarber","Cubs","CHC @ MIL","LF","4.38",".88",".41",".14",".03",".30",".62",".73",".02",".02",".61","1.35","7.98","12.46","9.21","16478"
"Jose Altuve","Astros","SD @ HOU","2B","4.48","1.20",".82",".24",".02",".12",".64",".59",".13",".05",".57",".64","7.83","12.16","9.30","5417"
"Jose Ramirez","Indians","KC @ CLE","3B","4.40","1.16",".65",".31",".04",".17",".64",".61",".10",".05",".39",".52","7.76","12.07","9.22","13510"
"Edwin Encarnacion","Indians","KC @ CLE","DH","4.20",".93",".48",".17",".00",".27",".66",".72",".01",".01",".57",".94","7.77","12.14","8.98","2151"
"Jason Kipnis","Indians","KC @ CLE","2B","4.50","1.09",".58",".29",".03",".19",".69",".59",".07",".03",".42",".80","7.70","11.98","9.07","9776"
"George Springer","Astros","SD @ HOU","CF","4.71","1.03",".64",".20",".02",".17",".67",".54",".07",".04",".72",".98","7.72","11.98","9.01","12856"
"Matt Olson","Athletics","OAK @ LAA","1B","4.32",".93",".45",".16",".01",".31",".62",".70",".01",".01",".45","1.28","7.70","12.02","8.97","14344"
"Carlos Santana","Phillies","MIA @ PHI","1B","4.52",".97",".54",".22",".02",".18",".71",".56",".03",".02",".74",".60","7.70","11.97","8.90","2396"
"Yoan Moncada","White Sox","DET @ CWS","2B","4.63",".87",".51",".14",".03",".19",".65",".48",".14",".09",".78","1.42","7.68","11.89","8.91","17232"
"Kurt Suzuki","Braves","ATL @ COL","C","4.57","1.22",".78",".28",".01",".15",".61",".75",".01",".01",".43",".49","7.54","11.81","8.92","8259"
"Carlos Correa","Astros","SD @ HOU","SS","4.38","1.05",".65",".22",".01",".17",".61",".71",".04",".02",".59",".94","7.55","11.81","8.82","14162"
"Mike Moustakas","Royals","KC @ CLE","3B","4.50","1.03",".54",".22",".01",".26",".59",".71",".01",".01",".40",".92","7.52","11.75","8.82","4892"
"Anthony Rendon","Nationals","NYM @ WSH","3B","4.55","1.12",".70",".27",".01",".14",".73",".51",".04",".03",".61",".71","7.54","11.72","8.86","12861"
"Michael Brantley","Indians","KC @ CLE","LF","4.30","1.20",".74",".28",".01",".16",".61",".65",".06",".03",".37",".54","7.47","11.66","8.90","4106"
"Justin Upton","Angels","OAK @ LAA","LF","4.37","1.04",".58",".23",".01",".23",".57",".68",".06",".03",".38","1.08","7.47","11.66","8.81","5222"
"Yonder Alonso","Indians","KC @ CLE","1B","4.10","1.01",".55",".23",".01",".22",".59",".66",".01",".01",".49",".78","7.39","11.53","8.64","2530"
"Starling Marte","Pirates","CIN @ PIT","CF","4.42","1.16",".83",".19",".05",".10",".57",".53",".19",".09",".45",".67","7.31","11.35","8.81","9241"
"Hanley Ramirez","Red Sox","TB @ BOS","1B","4.45","1.08",".65",".24",".00",".18",".62",".68",".03",".02",".43",".87","7.35","11.49","8.65","8001"
"Alex Bregman","Astros","SD @ HOU","3B","4.59","1.04",".63",".25",".03",".12",".69",".52",".08",".05",".59",".79","7.37","11.45","8.65","17678"
"Miguel Cabrera","Tigers","DET @ CWS","1B","4.55","1.03",".64",".20",".00",".19",".59",".61",".01",".01",".66",".84","7.37","11.48","8.60","1744"
"Willson Contreras","Cubs","CHC @ MIL","C","4.48","1.00",".57",".21",".01",".20",".58",".67",".04",".03",".51","1.10","7.35","11.47","8.59","11609"
"Joey Votto","Reds","CIN @ PIT","1B","4.53","1.08",".71",".22",".01",".14",".58",".53",".02",".01",".80",".62","7.37","11.44","8.62","4314"
"Lucas Duda","Royals","KC @ CLE","1B","4.39",".81",".35",".21",".00",".25",".56",".63",".01",".01",".70","1.31","7.40","11.53","8.48","2502"
"Matt Carpenter","Cardinals","ARI @ STL","3B","4.41",".84",".46",".20",".03",".15",".62",".55",".02",".02",".95",".84","7.41","11.51","8.45","8090"
"Avisail Garcia","White Sox","DET @ CWS","RF","4.52","1.18",".79",".20",".03",".17",".64",".56",".04",".03",".42",".95","7.25","11.29","8.67","5760"
