"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Francisco Lindor","Indians","CLE @ DET","SS","4.98","1.34",".77",".25",".04",".28",".84",".75",".10",".06",".45",".69","9.52","14.82","11.27","12916"
"Brian Dozier","Twins","SEA @ MIN","2B","4.55","1.24",".63",".28",".03",".30",".78",".79",".08",".04",".42",".67","9.25","14.43","10.90","9810"
"Michael Brantley","Indians","CLE @ DET","LF","4.87","1.46",".91",".31",".03",".22",".81",".73",".08",".04",".35",".45","9.04","14.08","10.82","4106"
"Jose Ramirez","Indians","CLE @ DET","3B","4.75","1.28",".72",".31",".03",".22",".75",".75",".11",".06",".50",".52","9.07","14.13","10.71","13510"
"Kris Bryant","Cubs","ATL @ CHC","3B","4.50","1.12",".57",".25",".02",".29",".83",".66",".05",".03",".72",".90","9.12","14.18","10.60","15429"
"Nelson Cruz","Mariners","SEA @ MIN","DH","4.53","1.15",".61",".20",".00",".34",".74",".88",".01",".01",".49",".96","8.99","14.07","10.48","2434"
"Edwin Encarnacion","Indians","CLE @ DET","DH","4.65","1.05",".58",".17",".00",".30",".72",".85",".01",".00",".63","1.04","8.70","13.62","10.06","2151"
"Mookie Betts","Red Sox","OAK @ BOS","RF","4.59","1.26",".70",".33",".03",".21",".71",".56",".14",".06",".47",".56","8.58","13.29","10.21","13611"
"J.D. Martinez","Red Sox","OAK @ BOS","DH","4.27","1.19",".61",".26",".02",".29",".67",".83",".01",".01",".38","1.09","8.54","13.37","10.05","6184"
"Anthony Rizzo","Cubs","ATL @ CHC","1B","4.40","1.04",".53",".22",".02",".28",".70",".73",".03",".02",".68",".62","8.61","13.43","9.99","3473"
"Yonder Alonso","Indians","CLE @ DET","1B","4.54","1.16",".68",".21",".00",".26",".67",".79",".02",".01",".53",".84","8.39","13.11","9.83","2530"
"Mitch Haniger","Mariners","SEA @ MIN","RF","4.63","1.10",".61",".23",".02",".24",".71",".71",".04",".03",".51","1.10","8.18","12.76","9.57","14274"
"Mike Trout","Angels","HOU @ LAA","CF","4.46",".99",".57",".19",".04",".19",".66",".51",".13",".06",".85",".99","8.19","12.67","9.53","10155"
"George Springer","Astros","HOU @ LAA","CF","4.81","1.15",".70",".21",".02",".23",".69",".52",".06",".03",".50","1.02","7.84","12.16","9.30","12856"
"Lorenzo Cain","Brewers","MIL @ ARI","CF","4.75","1.28",".83",".29",".03",".13",".64",".43",".15",".06",".52",".90","7.80","12.04","9.39","9077"
"Kyle Schwarber","Cubs","ATL @ CHC","LF","3.97",".87",".40",".13",".02",".31",".58",".73",".02",".02",".58","1.08","7.85","12.26","9.08","16478"
"Ryan Braun","Brewers","MIL @ ARI","1B","4.53","1.12",".61",".29",".02",".20",".60",".67",".08",".04",".40",".95","7.77","12.10","9.19","3410"
"Kyle Seager","Mariners","SEA @ MIN","3B","4.42","1.08",".58",".25",".01",".24",".65",".70",".01",".01",".43",".72","7.78","12.16","9.13","9785"
"A.J. Pollock","Diamondbacks","MIL @ ARI","CF","4.31","1.03",".56",".25",".05",".17",".57",".72",".12",".06",".45",".80","7.77","12.13","9.15","9256"
"Jose Altuve","Astros","HOU @ LAA","2B","4.71","1.28",".89",".24",".02",".13",".67",".47",".15",".07",".43",".70","7.65","11.84","9.23","5417"
"Javier Baez","Cubs","ATL @ CHC","2B","4.19","1.08",".59",".21",".02",".26",".60",".78",".06",".04",".23","1.01","7.65","11.98","9.06","12979"
"Ronald Acuna","Braves","ATL @ CHC","LF","4.55","1.10",".65",".23",".02",".19",".60",".49",".20",".13",".37","1.22","7.61","11.78","9.12","18401"
"Jean Segura","Mariners","SEA @ MIN","SS","4.75","1.31",".91",".26",".03",".11",".67",".56",".14",".07",".29",".71","7.54","11.73","9.14","5933"
"Brandon Belt","Giants","CIN @ SF","1B","4.36","1.06",".60",".30",".03",".13",".62",".65",".02",".02",".69",".75","7.62","11.88","8.86","10264"
"Carlos Correa","Astros","HOU @ LAA","SS","4.60","1.09",".66",".21",".01",".21",".59",".63",".04",".02",".52","1.11","7.52","11.71","8.87","14162"
"Eduardo Escobar","Twins","SEA @ MIN","SS","4.32","1.16",".65",".28",".03",".21",".59",".71",".03",".02",".26",".71","7.47","11.68","8.89","6153"
"Mike Zunino","Mariners","SEA @ MIN","C","4.21",".93",".44",".19",".00",".30",".60",".68",".01",".01",".44","1.36","7.53","11.76","8.78","13265"
"Ryon Healy","Mariners","SEA @ MIN","1B","4.32","1.15",".66",".24",".01",".25",".63",".71",".01",".01",".22",".94","7.45","11.66","8.87","15447"
"Ozzie Albies","Braves","ATL @ CHC","2B","4.66","1.15",".66",".26",".04",".19",".61",".47",".14",".08",".31",".94","7.44","11.51","8.96","16556"
"C.J. Cron","Rays","TB @ KC","1B","4.70","1.19",".73",".26",".01",".19",".65",".60",".04",".03",".34",".92","7.41","11.55","8.85","12546"
"Joey Votto","Reds","CIN @ SF","1B","4.59","1.12",".79",".20",".01",".12",".61",".53",".02",".01",".84",".56","7.47","11.60","8.75","4314"
"David Peralta","Diamondbacks","MIL @ ARI","LF","4.62","1.14",".69",".25",".05",".15",".64",".45",".06",".04",".55",".87","7.39","11.44","8.78","2136"
"Nolan Arenado","Rockies","COL @ SD","3B","4.53","1.02",".57",".23",".02",".20",".56",".61",".03",".02",".58",".93","7.41","11.53","8.68","9777"
"Paul Goldschmidt","Diamondbacks","MIL @ ARI","1B","4.40",".91",".52",".21",".02",".17",".61",".56",".07",".03",".75","1.16","7.41","11.51","8.57","9218"
"Dee Gordon","Mariners","SEA @ MIN","CF","4.87","1.39","1.10",".20",".05",".04",".57",".40",".31",".12",".21",".67","7.18","11.09","8.97","8203"
"Hanley Ramirez","Red Sox","OAK @ BOS","1B","4.38","1.08",".66",".23",".00",".18",".64",".64",".04",".02",".41",".85","7.26","11.34","8.57","8001"
"Jorge Soler","Royals","TB @ KC","DH","4.46",".98",".55",".21",".01",".21",".63",".57",".02",".01",".56","1.15","7.27","11.31","8.48","14221"
"Whit Merrifield","Royals","TB @ KC","2B","4.57","1.20",".78",".27",".04",".11",".60",".47",".17",".09",".30",".65","7.14","11.07","8.65","11281"
"Andrew McCutchen","Giants","CIN @ SF","RF","4.56","1.09",".73",".24",".02",".11",".67",".49",".06",".04",".61",".73","7.20","11.18","8.49","9847"
"Freddie Freeman","Braves","ATL @ CHC","1B","4.44","1.08",".62",".26",".02",".18",".54",".55",".03",".02",".50",".97","7.16","11.13","8.47","5361"
"Mitch Garver","Twins","SEA @ MIN","C","4.21","1.06",".57",".27",".01",".21",".59",".63",".02",".01",".34",".99","7.14","11.15","8.44","15161"
"Khris Davis","Athletics","OAK @ BOS","DH","4.42",".94",".47",".21",".01",".25",".57",".69",".01",".01",".35","1.39","7.08","11.07","8.29","9112"
"Matt Olson","Athletics","OAK @ BOS","1B","4.31",".94",".47",".22",".01",".24",".58",".61",".02",".01",".39","1.37","7.02","10.96","8.23","14344"
"Jesus Aguilar","Brewers","MIL @ ARI","1B","4.33","1.02",".56",".24",".01",".21",".55",".63",".02",".01",".37","1.15","6.94","10.84","8.20","11342"
"Buster Posey","Giants","CIN @ SF","C","4.46","1.26",".90",".29",".01",".06",".60",".55",".03",".02",".45",".41","6.86","10.69","8.23","9166"
