"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ TEX","CF","4.64","1.22",".61",".24",".04",".33",".84",".80",".11",".05",".93",".83","10.66","16.56","12.37","10155"
"Jose Ramirez","Indians","KC @ CLE","3B","4.49","1.24",".68",".30",".02",".23",".77",".81",".10",".04",".60",".49","9.26","14.45","10.84","13510"
"Francisco Lindor","Indians","KC @ CLE","SS","4.71","1.34",".79",".29",".02",".24",".79",".69",".10",".05",".47",".63","9.05","14.07","10.74","12916"
"Mookie Betts","Red Sox","BOS @ ATL","RF","4.95","1.26",".77",".32",".03",".14",".76",".49",".19",".08",".80",".59","8.96","13.85","10.58","13611"
"Charlie Blackmon","Rockies","SF @ COL","CF","4.65","1.35",".79",".25",".09",".22",".78",".59",".10",".05",".42",".77","8.84","13.71","10.59","7859"
"Nolan Arenado","Rockies","SF @ COL","3B","4.43","1.23",".67",".27",".03",".25",".76",".79",".02",".01",".46",".67","8.75","13.68","10.29","9777"
"Edwin Encarnacion","Indians","KC @ CLE","DH","4.38","1.04",".56",".17",".00",".31",".71",".90",".00",".00",".61",".84","8.71","13.65","10.06","2151"
"J.D. Martinez","Red Sox","BOS @ ATL","DH","4.72","1.24",".76",".27",".01",".20",".73",".73",".01",".01",".71",".99","8.68","13.53","10.15","6184"
"Javier Baez","Cubs","CHC @ MIL","2B","4.83","1.31",".77",".26",".03",".24",".75",".67",".11",".06",".30","1.27","8.59","13.36","10.28","12979"
"Matt Carpenter","Cardinals","STL @ WSH","3B","4.79","1.18",".58",".33",".02",".25",".75",".56",".02",".01",".63",".96","8.56","13.28","10.03","8090"
"Bryce Harper","Nationals","STL @ WSH","RF","4.45","1.02",".54",".23",".01",".24",".73",".65",".05",".02",".83",".96","8.60","13.38","9.92","11579"
"Tommy Pham","Rays","TB @ TOR","CF","4.74","1.16",".75",".21",".03",".17",".71",".60",".16",".08",".58","1.08","8.31","12.91","9.84","2967"
"Kris Bryant","Cubs","CHC @ MIL","3B","4.61","1.11",".65",".25",".03",".19",".67",".69",".04",".03",".74","1.04","8.35","13.00","9.72","15429"
"Paul Goldschmidt","Diamondbacks","SD @ ARI","1B","4.41","1.02",".57",".21",".02",".21",".67",".61",".08",".03",".81","1.11","8.33","12.94","9.67","9218"
"Jose Altuve","Astros","MIN @ HOU","2B","4.54","1.40",".97",".28",".04",".11",".71",".58",".13",".06",".43",".72","8.12","12.62","9.80","5417"
"Manny Machado","Dodgers","NYM @ LAD","SS","4.37","1.20",".73",".22",".01",".25",".69",".69",".04",".03",".41",".62","8.07","12.59","9.57","11493"
"Trevor Story","Rockies","SF @ COL","SS","4.23","1.15",".59",".30",".05",".21",".65",".74",".07",".03",".33","1.05","8.06","12.59","9.54","12564"
"Justin Turner","Dodgers","NYM @ LAD","3B","4.47","1.24",".74",".28",".01",".20",".76",".57",".03",".02",".51",".59","8.08","12.55","9.55","5235"
"Starling Marte","Pirates","CIN @ PIT","CF","4.66","1.37",".91",".29",".03",".14",".64",".50",".19",".10",".33",".80","7.99","12.37","9.72","9241"
"Jesus Aguilar","Brewers","CHC @ MIL","1B","4.45","1.08",".63",".22",".01",".23",".66",".75",".01",".01",".56",".96","7.99","12.49","9.32","11342"
"Brian Dozier","Dodgers","NYM @ LAD","2B","4.58","1.07",".59",".22",".01",".24",".72",".54",".08",".04",".54",".86","7.98","12.39","9.38","9810"
"Brandon Belt","Giants","SF @ COL","1B","4.56","1.13",".62",".28",".03",".20",".65",".64",".02",".01",".54","1.03","7.92","12.33","9.31","10264"
"Alex Bregman","Astros","MIN @ HOU","3B","4.45","1.15",".67",".31",".03",".13",".63",".69",".08",".05",".55",".76","7.89","12.31","9.28","17678"
"A.J. Pollock","Diamondbacks","SD @ ARI","CF","4.53","1.09",".61",".26",".04",".17",".71",".51",".17",".09",".43",".98","7.88","12.21","9.36","9256"
"Steven Souza Jr.","Diamondbacks","SD @ ARI","RF","4.64","1.04",".56",".23",".04",".20",".68",".51",".09",".05",".63","1.31","7.91","12.25","9.28","5667"
"Randal Grichuk","Blue Jays","TB @ TOR","RF","4.33","1.03",".47",".29",".03",".25",".61",".76",".03",".03",".38","1.23","7.86","12.30","9.21","10243"
"C.J. Cron","Rays","TB @ TOR","DH","4.52","1.13",".63",".28",".01",".21",".61",".79",".02",".02",".39","1.01","7.81","12.23","9.19","12546"
"Carlos Gonzalez","Rockies","SF @ COL","RF","4.33","1.21",".70",".31",".03",".17",".65",".74",".03",".02",".35",".82","7.79","12.19","9.23","7287"
"Lorenzo Cain","Brewers","CHC @ MIL","CF","4.67","1.32",".97",".23",".04",".09",".69",".40",".16",".07",".58",".57","7.79","12.02","9.40","9077"
