"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","NYN @ MIA","RF","4.52","1.12",".55",".21",".01",".35",".84",".77",".03",".01",".62","1.06","9.36","14.60","10.86","4949"
"Paul Goldschmidt","Diamondbacks","ARI @ SDN","1B","4.62","1.10",".67",".22",".02",".19",".79",".76",".13",".05",".84",".90","9.18","14.30","10.62","9218"
"Cody Bellinger","Dodgers","LAN @ PHI","1B","4.61",".99",".51",".17",".02",".29",".75",".78",".06",".03",".66","1.17","8.75","13.66","10.10","15998"
"Yasiel Puig","Dodgers","LAN @ PHI","RF","4.50","1.09",".63",".19",".02",".25",".72",".81",".08",".05",".54",".95","8.59","13.44","10.03","14225"
"Justin Turner","Dodgers","LAN @ PHI","3B","4.72","1.20",".72",".25",".01",".21",".73",".70",".05",".02",".60",".76","8.49","13.23","9.96","5235"
"Khris Davis","Athletics","OAK @ DET","LF","4.47","1.02",".49",".19",".02",".32",".68",".81",".03",".02",".44","1.22","8.39","13.13","9.78","9112"
"Mookie Betts","Red Sox","BOS @ BAL","RF","4.49","1.11",".66",".23",".01",".21",".65",".73",".15",".06",".45",".58","8.23","12.83","9.71","13611"
"Gary Sanchez","Yankees","MIN @ NYA","C","4.40","1.11",".62",".18",".00",".30",".65",".80",".06",".03",".35",".96","8.21","12.84","9.67","11442"
"Manny Machado","Orioles","BOS @ BAL","3B","4.47","1.18",".67",".22",".01",".28",".69",".69",".06",".03",".36",".66","8.20","12.78","9.72","11493"
"Starling Marte","Pirates","MIL @ PIT","LF","4.58","1.28",".87",".26",".03",".13",".68",".46",".30",".15",".35",".77","8.16","12.60","9.89","9241"
"J.D. Martinez","Diamondbacks","ARI @ SDN","RF","4.52","1.06",".62",".20",".02",".22",".68",".90",".03",".01",".51","1.11","8.20","12.90","9.53","6184"
"Jake Lamb","Diamondbacks","ARI @ SDN","3B","4.73","1.06",".61",".23",".04",".18",".74",".62",".05",".03",".76","1.00","8.21","12.77","9.53","13329"
"Corey Seager","Dodgers","LAN @ PHI","SS","4.83","1.19",".72",".26",".01",".19",".74",".59",".04",".02",".60",".97","8.11","12.61","9.54","13624"
"Aaron Judge","Yankees","MIN @ NYA","RF","4.50","1.00",".57",".14",".02",".27",".72",".69",".04",".02",".57","1.39","8.12","12.66","9.45","15640"
"David Peralta","Diamondbacks","ARI @ SDN","LF","4.95","1.32",".88",".27",".04",".13",".71",".53",".09",".05",".47",".74","7.91","12.27","9.49","2136"
"Andrew Benintendi","Red Sox","BOS @ BAL","LF","4.60","1.05",".66",".18",".01",".20",".64",".63",".15",".06",".54",".76","7.95","12.36","9.36","17901"
"Marcell Ozuna","Marlins","NYN @ MIA","LF","4.32","1.16",".71",".23",".02",".20",".66",".78",".03",".01",".41",".82","7.89","12.35","9.30","10324"
"Miguel Cabrera","Tigers","OAK @ DET","1B","4.34","1.12",".66",".21",".01",".25",".65",".67",".01",".00",".53",".86","7.92","12.34","9.30","1744"
"Andrew McCutchen","Pirates","MIL @ PIT","CF","4.37","1.13",".72",".22",".02",".18",".64",".61",".07",".04",".62",".71","7.82","12.17","9.22","9847"
"Chris Taylor","Dodgers","LAN @ PHI","CF","4.94","1.15",".74",".24",".04",".14",".68",".48",".18",".08",".47","1.28","7.74","11.99","9.25","13757"
"Christian Yelich","Marlins","NYN @ MIA","CF","4.42","1.17",".79",".25",".02",".11",".67",".57",".10",".04",".63",".74","7.72","12.00","9.12","11477"
"Matt Joyce","Athletics","OAK @ DET","RF","4.78",".97",".55",".19",".01",".22",".69",".54",".04",".02",".72",".91","7.74","12.02","8.97","3353"
"Dee Gordon","Marlins","NYN @ MIA","2B","4.62","1.27","1.01",".17",".07",".02",".66",".34",".41",".15",".32",".57","7.57","11.65","9.33","8203"
"Brian Dozier","Twins","MIN @ NYA","2B","4.71",".99",".57",".19",".02",".22",".65",".57",".09",".05",".54",".95","7.65","11.90","8.98","9810"
"Curtis Granderson","Dodgers","LAN @ PHI","LF","4.39",".85",".45",".17",".02",".21",".63",".68",".05",".02",".75","1.01","7.71","12.02","8.84","4747"
"Brett Gardner","Yankees","MIN @ NYA","LF","4.61","1.09",".72",".19",".02",".15",".69",".52",".14",".05",".55",".80","7.59","11.79","8.98","9927"
"Mitch Moreland","Red Sox","BOS @ BAL","1B","4.39",".93",".51",".18",".00",".24",".61",".71",".02",".01",".51","1.05","7.43","11.62","8.62","3086"
"Ketel Marte","Diamondbacks","ARI @ SDN","SS","4.84","1.26",".94",".22",".04",".06",".64",".46",".20",".09",".35",".66","7.17","11.11","8.72","13613"
"Marcus Semien","Athletics","OAK @ DET","SS","4.68","1.05",".63",".22",".03",".18",".60",".59",".08",".04",".39",".98","7.18","11.18","8.51","12533"
"A.J. Pollock","Diamondbacks","ARI @ SDN","CF","4.30","1.05",".70",".21",".04",".10",".53",".64",".18",".07",".42",".60","7.15","11.16","8.52","9256"
"Wil Myers","Padres","ARI @ SDN","1B","4.30",".96",".58",".17",".02",".19",".56",".53",".11",".06",".54","1.08","7.20","11.18","8.49","10047"
"Jonathan Schoop","Orioles","BOS @ BAL","2B","4.37","1.11",".66",".22",".00",".23",".58",".65",".02",".01",".26",".85","7.08","11.06","8.44","11265"
"Chris Davis","Orioles","BOS @ BAL","1B","4.06",".82",".42",".14",".00",".26",".61",".58",".01",".01",".61","1.23","7.14","11.13","8.24","9272"
