"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","ARI @ COL","CF","4.72","1.34",".82",".24",".07",".22",".80",".63",".11",".06",".54",".85","9.09","14.11","10.82","7859"
"Alex Bregman","Astros","HOU @ DET","3B","4.80","1.20",".71",".30",".03",".17",".73",".75",".09",".06",".71",".50","8.88","13.85","10.37","17678"
"Mike Trout","Angels","TEX @ LAA","CF","4.33","1.02",".54",".20",".02",".26",".70",".59",".11",".06",".86",".90","8.85","13.71","10.27","10155"
"Paul Goldschmidt","Diamondbacks","ARI @ COL","1B","4.53","1.20",".69",".24",".02",".25",".71",".74",".07",".03",".57","1.17","8.77","13.67","10.31","9218"
"Justin Turner","Dodgers","LAD @ CIN","3B","4.80","1.25",".73",".30",".01",".22",".82",".62",".03",".02",".68",".62","8.79","13.65","10.29","5235"
"Nolan Arenado","Rockies","ARI @ COL","3B","4.51","1.20",".67",".27",".04",".22",".76",".78",".02",".02",".53",".80","8.65","13.51","10.13","9777"
"Giancarlo Stanton","Yankees","NYY @ MIN","DH","4.79","1.15",".61",".23",".00",".30",".75",".76",".02",".01",".48","1.33","8.59","13.42","10.06","4949"
"A.J. Pollock","Diamondbacks","ARI @ COL","CF","4.87","1.28",".72",".30",".05",".21",".70",".56",".18",".08",".35","1.02","8.53","13.22","10.24","9256"
"Jose Altuve","Astros","HOU @ DET","2B","4.91","1.39",".98",".26",".03",".11",".78",".55",".14",".06",".55",".56","8.44","13.09","10.11","5417"
"Manny Machado","Dodgers","LAD @ CIN","SS","4.70","1.19",".69",".23",".01",".25",".68",".73",".04",".02",".52",".69","8.40","13.10","9.88","11493"
"David Peralta","Diamondbacks","ARI @ COL","LF","4.64","1.34",".84",".25",".06",".20",".71",".67",".06",".03",".36",".92","8.31","12.94","9.97","2136"
"Rhys Hoskins","Phillies","WSH @ PHI","LF","4.51","1.01",".52",".20",".01",".28",".75",".66",".04",".03",".61","1.03","8.36","13.02","9.70","16472"
"Trevor Story","Rockies","ARI @ COL","SS","4.29","1.16",".62",".28",".05",".21",".63",".80",".07",".03",".40","1.16","8.25","12.91","9.74","12564"
"George Springer","Astros","HOU @ DET","CF","5.02","1.16",".76",".21",".02",".18",".77",".55",".09",".05",".74",".81","8.31","12.89","9.75","12856"
"Tyler White","Astros","HOU @ DET","DH","4.69","1.07",".65",".21",".02",".19",".67",".79",".02",".02",".66",".83","8.14","12.74","9.45","15564"
"David Dahl","Rockies","ARI @ COL","LF","4.40","1.16",".68",".24",".06",".19",".65",".76",".08",".04",".34","1.06","8.00","12.51","9.48","13744"
"Jose Ramirez","Indians","CLE @ TB","3B","4.58","1.05",".60",".24",".03",".19",".61",".60",".11",".06",".63",".67","7.92","12.31","9.30","13510"
"Matt Kemp","Dodgers","LAD @ CIN","LF","4.59","1.14",".67",".23",".01",".23",".62",".77",".01",".01",".43",".97","7.81","12.22","9.19","5631"
"Bryce Harper","Nationals","WSH @ PHI","RF","4.55",".92",".48",".21",".01",".23",".63",".61",".04",".03",".76","1.21","7.86","12.22","9.07","11579"
"Andrew McCutchen","Yankees","NYY @ MIN","RF","4.90","1.12",".71",".22",".01",".18",".70",".56",".06",".04",".60","1.06","7.76","12.07","9.14","9847"
"Aaron Hicks","Yankees","NYY @ MIN","CF","4.69","1.01",".62",".20",".02",".17",".63",".58",".09",".06",".71",".88","7.72","12.00","9.01","5297"
"Kris Bryant","Cubs","MIL @ CHC","3B","4.53","1.11",".68",".26",".04",".14",".70",".50",".04",".03",".69",".95","7.71","11.95","9.04","15429"
"Steven Souza Jr.","Diamondbacks","ARI @ COL","RF","4.33","1.05",".59",".21",".03",".21",".56",".71",".07",".04",".46","1.22","7.66","11.96","9.02","5667"
"Eduardo Escobar","Diamondbacks","ARI @ COL","SS","4.75","1.19",".68",".29",".04",".17",".71",".55",".04",".03",".36","1.05","7.59","11.80","9.04","6153"
"Carlos Correa","Astros","HOU @ DET","SS","4.57","1.04",".67",".20",".02",".16",".61",".71",".03",".03",".66",".88","7.60","11.87","8.85","14162"
