"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","BAL @ ANA","CF","4.50","1.16",".59",".21",".02",".34",".86",".76",".14",".05",".75","1.00","10.14","15.77","11.80","10155"
"Ryan Braun","Brewers","MIL @ MIN","LF","4.68","1.31",".74",".25",".01",".30",".78",".73",".13",".05",".35",".89","9.22","14.34","10.97","3410"
"Joey Votto","Reds","SDN @ CIN","1B","4.46","1.08",".65",".20",".01",".21",".78",".67",".06",".03","1.04",".65","9.09","14.13","10.46","4314"
"Brian Dozier","Twins","MIL @ MIN","2B","4.68","1.16",".62",".24",".02",".28",".78",".70",".10",".05",".52",".84","8.97","13.96","10.53","9810"
"Bryce Harper","Nationals","MIA @ WAS","RF","4.44","1.07",".61",".22",".01",".23",".80",".66",".10",".07",".85",".72","9.01","14.01","10.42","11579"
"Wil Myers","Padres","SDN @ CIN","1B","4.30","1.06",".55",".18",".02",".30",".68",".79",".13",".05",".44","1.13","8.72","13.61","10.22","10047"
"Domingo Santana","Brewers","MIL @ MIN","RF","4.78","1.21",".71",".23",".01",".26",".76",".59",".08",".04",".46","1.32","8.43","13.09","9.99","10348"
"Giancarlo Stanton","Marlins","MIA @ WAS","RF","4.48",".98",".43",".17",".00",".38",".70",".69",".03",".01",".43","1.73","8.35","13.00","9.74","4949"
"Ryan Zimmerman","Nationals","MIA @ WAS","1B","4.35","1.12",".64",".24",".00",".25",".72",".84",".02",".01",".44",".81","8.31","13.03","9.70","4220"
"Billy Hamilton","Reds","SDN @ CIN","CF","4.69","1.08",".81",".16",".06",".06",".65",".39",".53",".16",".45",".88","8.18","12.59","9.91","10199"
"Adam Duvall","Reds","SDN @ CIN","LF","4.37","1.02",".53",".20",".02",".28",".67",".88",".04",".02",".38","1.13","8.22","12.90","9.58","10950"
"Matt Carpenter","Cardinals","SLN @ KCA","1B","4.84","1.07",".59",".28",".03",".18",".72",".56",".04",".02",".75",".96","8.13","12.62","9.46","8090"
"Starling Marte","Pirates","DET @ PIT","LF","4.55","1.26",".82",".27",".02",".15",".65",".46",".31",".14",".27",".83","7.99","12.35","9.73","9241"
"Albert Pujols","Angels","BAL @ ANA","DH","4.40","1.07",".62",".16",".00",".30",".65",".82",".03",".01",".36",".65","8.04","12.60","9.44","1177"
"Kris Bryant","Cubs","CHN @ SFN","3B","4.71","1.05",".61",".20",".03",".21",".72",".57",".06",".04",".64","1.10","7.99","12.41","9.34","15429"
"Manny Machado","Orioles","BAL @ ANA","3B","4.63","1.18",".69",".23",".00",".25",".66",".62",".06",".03",".36",".83","7.87","12.24","9.37","11493"
"Jesus Aguilar","Brewers","MIL @ MIN","DH","4.46","1.13",".64",".21",".02",".26",".66",".74",".01",".00",".35","1.05","7.81","12.22","9.23","11342"
"Manuel Margot","Padres","SDN @ CIN","CF","4.71","1.26",".84",".21",".05",".16",".63",".44",".23",".13",".26",".80","7.71","11.90","9.41","14712"
"Andrew McCutchen","Pirates","DET @ PIT","CF","4.34","1.12",".69",".21",".02",".20",".63",".62",".08",".04",".51",".75","7.77","12.09","9.19","9847"
"Anthony Rendon","Nationals","MIA @ WAS","3B","4.13","1.04",".61",".24",".01",".18",".63",".70",".07",".04",".60",".61","7.79","12.17","9.09","12861"
"Miguel Cabrera","Tigers","DET @ PIT","1B","4.41","1.18",".75",".23",".00",".19",".65",".67",".01",".00",".52",".77","7.70","12.01","9.08","1744"
"Hunter Renfroe","Padres","SDN @ CIN","RF","4.20","1.05",".56",".20",".01",".28",".59",".77",".04",".02",".26","1.04","7.64","11.96","9.03","15464"
"Jose Pirela","Padres","SDN @ CIN","LF","4.50","1.19",".74",".22",".04",".20",".63",".64",".07",".04",".31",".77","7.58","11.81","9.07","5485"
"Anthony Rizzo","Cubs","CHN @ SFN","1B","4.60",".98",".59",".22",".02",".15",".63",".58",".05",".03",".77",".71","7.56","11.76","8.77","3473"
"Daniel Murphy","Nationals","MIA @ WAS","2B","4.23","1.19",".78",".28",".01",".12",".64",".73",".04",".02",".40",".37","7.46","11.68","8.83","4316"
"Tommy Pham","Cardinals","SLN @ KCA","LF","4.74","1.07",".69",".19",".02",".18",".61",".61",".11",".05",".45","1.32","7.44","11.59","8.82","2967"
"Eric Thames","Brewers","MIL @ MIN","1B","4.36",".97",".56",".18",".02",".22",".60",".63",".07",".02",".52","1.05","7.45","11.61","8.73","3711"
"Justin Upton","Tigers","DET @ PIT","LF","4.52","1.07",".65",".22",".01",".19",".63",".57",".08",".04",".48","1.13","7.41","11.53","8.76","5222"
"Yangervis Solarte","Padres","SDN @ CIN","2B","4.40","1.10",".70",".20",".01",".18",".65",".62",".02",".01",".52",".50","7.39","11.53","8.71","5352"
"Zack Cozart","Reds","SDN @ CIN","SS","4.57","1.07",".67",".21",".04",".16",".67",".57",".06",".03",".49",".76","7.37","11.48","8.70","2616"
"Travis Shaw","Brewers","MIL @ MIN","3B","4.57","1.04",".61",".20",".01",".21",".62",".60",".04",".02",".45",".96","7.29","11.35","8.59","11982"
