"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ TOR","CF","4.68","1.09",".53",".23",".03",".29",".81",".66",".13",".07",".87",".91","9.79","15.18","11.35","10155"
"Mike Moustakas","Royals","KC @ TEX","3B","4.62","1.31",".72",".23",".01",".35",".75",".94",".01",".01",".31",".52","9.26","14.51","10.94","4892"
"Mookie Betts","Red Sox","BOS @ TB","RF","4.79","1.24",".68",".31",".02",".23",".73",".57",".15",".06",".56",".70","8.86","13.72","10.50","13611"
"J.D. Martinez","Red Sox","BOS @ TB","DH","4.56","1.14",".56",".24",".02",".33",".67",".77",".02",".01",".48","1.32","8.71","13.58","10.21","6184"
"Manny Machado","Orioles","BAL @ CWS","SS","4.74","1.19",".68",".22",".01",".28",".70",".77",".05",".03",".51",".70","8.64","13.48","10.16","11493"
"Corey Dickerson","Pirates","PIT @ CIN","LF","4.47","1.27",".70",".32",".02",".23",".67",".77",".03",".02",".31",".81","8.28","12.93","9.83","10762"
"Scooter Gennett","Reds","PIT @ CIN","2B","4.34","1.29",".75",".26",".02",".25",".68",".76",".03",".02",".27",".79","8.24","12.88","9.84","10339"
"Josh Donaldson","Blue Jays","LAA @ TOR","3B","4.52",".95",".47",".23",".01",".23",".74",".62",".03",".01",".85","1.04","8.37","13.01","9.60","5038"
"Scott Schebler","Reds","PIT @ CIN","RF","4.15","1.07",".53",".23",".04",".28",".66",".75",".05",".03",".38",".78","8.17","12.76","9.60","12225"
"Trey Mancini","Orioles","BAL @ CWS","LF","4.97","1.18",".74",".21",".03",".21",".71",".68",".01",".01",".59","1.12","8.17","12.73","9.60","15149"
"Michael Brantley","Indians","HOU @ CLE","LF","4.52","1.31",".80",".32",".02",".18",".71",".61",".08",".04",".36",".53","8.07","12.55","9.65","4106"
