"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","DET @ NYY","DH","4.62","1.17",".59",".20",".00",".38",".91",".92",".02",".01",".68","1.25","10.12","15.83","11.69","4949"
"J.D. Martinez","Red Sox","BOS @ CWS","DH","4.75","1.23",".65",".25",".01",".32",".78",".90",".01",".01",".59","1.11","9.50","14.86","11.08","6184"
"Mookie Betts","Red Sox","BOS @ CWS","RF","4.97","1.23",".72",".29",".03",".19",".79",".62",".17",".07",".71",".65","9.22","14.30","10.84","13611"
"Jesus Aguilar","Brewers","MIL @ CIN","1B","4.72","1.20",".67",".24",".01",".29",".78",".85",".01",".01",".53","1.20","9.03","14.13","10.55","11342"
"Aaron Hicks","Yankees","DET @ NYY","CF","4.73","1.01",".61",".18",".02",".21",".86",".59",".12",".08",".93",".87","8.92","13.86","10.28","5297"
"Jose Ramirez","Indians","MIN @ CLE","3B","4.44","1.12",".59",".30",".03",".21",".73",".71",".10",".05",".64",".61","8.76","13.64","10.22","13510"
"Ronald Acuna","Braves","CHC @ ATL","LF","4.64","1.29",".80",".27",".02",".21",".72",".55",".18",".11",".48",".88","8.68","13.43","10.38","18401"
"Ryan Braun","Brewers","MIL @ CIN","1B","4.61","1.25",".72",".30",".02",".21",".68",".81",".09",".05",".42",".83","8.63","13.48","10.19","3410"
"Lorenzo Cain","Brewers","MIL @ CIN","CF","4.94","1.43","1.04",".26",".02",".11",".76",".46",".17",".08",".56",".81","8.32","12.87","10.05","9077"
"Miguel Andujar","Yankees","DET @ NYY","3B","4.50","1.30",".78",".28",".01",".22",".68",".80",".03",".02",".32",".75","8.28","12.96","9.85","15878"
"Nolan Arenado","Rockies","COL @ SD","3B","4.59","1.13",".63",".23",".02",".25",".69",".70",".02",".02",".56",".88","8.31","12.95","9.73","9777"
"Andrew Benintendi","Red Sox","BOS @ CWS","LF","4.86","1.13",".72",".25",".03",".14",".76",".58",".12",".07",".68",".78","8.24","12.80","9.66","17901"
"Justin Turner","Dodgers","ARI @ LAD","3B","4.52","1.17",".70",".26",".01",".21",".75",".58",".03",".02",".67",".76","8.22","12.77","9.64","5235"
"Alex Bregman","Astros","LAA @ HOU","3B","4.51","1.15",".65",".29",".03",".18",".74",".58",".09",".06",".54",".65","8.17","12.69","9.62","17678"
"Luke Voit","Yankees","DET @ NYY","DH","4.39","1.10",".65",".22",".01",".22",".67",".75",".02",".02",".59",".98","8.12","12.69","9.48","14811"
"Christian Yelich","Brewers","MIL @ CIN","LF","4.83","1.28",".85",".25",".02",".15",".78",".59",".08",".04",".49","1.16","8.07","12.56","9.60","11477"
"Francisco Lindor","Indians","MIN @ CLE","SS","4.67","1.18",".67",".29",".02",".19",".70",".55",".09",".05",".48",".76","8.01","12.42","9.49","12916"
"Jonathan Schoop","Brewers","MIL @ CIN","2B","4.50","1.24",".76",".25",".01",".22",".63",".81",".01",".01",".26",".93","7.79","12.22","9.27","11265"
