"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","TEX @ LAA","CF","4.39","1.23",".71",".22",".03",".28",".78",".64",".13",".05",".62",".66","9.29","14.42","10.96","10155"
"Charlie Blackmon","Rockies","PHI @ COL","CF","4.63","1.42",".84",".28",".07",".23",".77",".63",".10",".05",".37",".78","9.02","14.00","10.85","7859"
"Mookie Betts","Red Sox","BAL @ BOS","RF","4.67","1.21",".69",".33",".03",".16",".74",".57",".16",".07",".64",".71","8.68","13.45","10.24","13611"
"Aaron Judge","Yankees","NYY @ TB","RF","4.77","1.09",".60",".20",".01",".28",".74",".65",".05",".03",".69","1.45","8.64","13.43","10.07","15640"
"Nolan Arenado","Rockies","PHI @ COL","3B","4.31","1.23",".66",".29",".03",".24",".70",".81",".02",".02",".37",".69","8.48","13.26","10.00","9777"
"Bryce Harper","Nationals","MIA @ WSH","RF","4.44",".90",".48",".19",".01",".23",".75",".63",".05",".03","1.04",".82","8.62","13.39","9.80","11579"
"Justin Turner","Dodgers","LAD @ ARI","3B","4.84","1.15",".67",".29",".02",".18",".77",".58",".04",".02",".85",".87","8.54","13.25","9.92","5235"
"J.D. Martinez","Red Sox","BAL @ BOS","DH","4.45","1.20",".68",".27",".02",".23",".67",".80",".01",".01",".46","1.07","8.31","13.00","9.77","6184"
"Manny Machado","Dodgers","LAD @ ARI","SS","4.63","1.12",".64",".23",".01",".23",".65",".77",".04",".03",".59",".89","8.30","12.96","9.69","11493"
"Trevor Story","Rockies","PHI @ COL","SS","4.21","1.20",".62",".31",".04",".22",".63",".74",".07",".04",".27","1.08","8.06","12.58","9.58","12564"
"David Dahl","Rockies","PHI @ COL","LF","4.42","1.28",".75",".29",".06",".19",".67",".70",".08",".05",".23",".96","8.01","12.50","9.61","13744"
"Giancarlo Stanton","Yankees","NYY @ TB","DH","4.55","1.02",".53",".21",".01",".28",".66",".77",".01",".01",".52","1.32","8.10","12.67","9.42","4949"
"Alex Bregman","Astros","HOU @ TOR","3B","4.63","1.08",".56",".31",".02",".19",".61",".69",".07",".04",".58",".57","8.06","12.56","9.42","17678"
"Rhys Hoskins","Phillies","PHI @ COL","LF","4.49","1.05",".55",".24",".02",".24",".63",".76",".03",".02",".52","1.17","8.03","12.55","9.37","16472"
"Trea Turner","Nationals","MIA @ WSH","SS","4.55","1.14",".80",".20",".03",".12",".72",".50",".28",".11",".45",".70","7.95","12.31","9.52","16252"
"Jose Altuve","Astros","HOU @ TOR","2B","4.75","1.28",".84",".29",".02",".13",".69",".56",".14",".06",".44",".63","7.90","12.27","9.46","5417"
"George Springer","Astros","HOU @ TOR","CF","4.85","1.12",".68",".23",".01",".20",".69",".58",".06",".04",".53",".90","7.76","12.07","9.15","12856"
"Carlos Santana","Phillies","PHI @ COL","1B","4.72","1.09",".64",".25",".03",".17",".70",".59",".03",".02",".64",".78","7.77","12.08","9.08","2396"
"Juan Soto","Nationals","MIA @ WSH","LF","4.24","1.01",".63",".20",".02",".17",".61",".69",".05",".04",".74",".75","7.74","12.07","8.98","20123"
"Shohei Ohtani","Angels","TEX @ LAA","DH","4.31","1.11",".63",".22",".02",".24",".58",".71",".03",".01",".37",".90","7.62","11.91","9.02","19755"
"Anthony Rendon","Nationals","MIA @ WSH","3B","4.34","1.11",".68",".28",".01",".15",".64",".75",".03",".02",".53",".51","7.64","11.96","8.94","12861"
"Christian Yelich","Brewers","MIL @ STL","LF","4.62","1.13",".72",".21",".02",".18",".63",".51",".09",".05",".54","1.12","7.58","11.75","9.00","11477"
"Andrew Benintendi","Red Sox","BAL @ BOS","LF","4.56","1.13",".71",".28",".03",".11",".68",".55",".10",".06",".52",".78","7.56","11.76","8.95","17901"
"Andrew McCutchen","Yankees","NYY @ TB","RF","4.88","1.05",".64",".21",".02",".18",".68",".48",".06",".04",".66","1.14","7.57","11.74","8.88","9847"
"Nelson Cruz","Mariners","OAK @ SEA","DH","4.24","1.01",".58",".15",".00",".28",".59",".73",".01",".01",".40",".85","7.50","11.73","8.81","2434"
"Edwin Encarnacion","Indians","CLE @ CWS","DH","4.50",".90",".51",".14",".00",".24",".59",".69",".01",".00",".63",".92","7.40","11.56","8.56","2151"
"Chris Taylor","Dodgers","LAD @ ARI","SS","4.95",".99",".55",".23",".07",".13",".64",".46",".10",".06",".65","1.71","7.39","11.44","8.67","13757"
"Joey Gallo","Rangers","TEX @ LAA","LF","4.30",".76",".30",".15",".01",".31",".58",".66",".03",".02",".54","1.61","7.39","11.53","8.50","14128"
"Odubel Herrera","Phillies","PHI @ COL","CF","4.61","1.26",".84",".25",".05",".13",".60",".63",".06",".04",".28","1.03","7.23","11.28","8.73","11476"
"Aaron Hicks","Yankees","NYY @ TB","CF","4.66",".96",".60",".17",".02",".17",".61",".57",".09",".05",".63",".97","7.29","11.35","8.52","5297"
