"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"J.D. Martinez","Red Sox","BOS @ DET","DH","4.74","1.36",".73",".27",".02",".34",".82",".96",".02",".01",".49","1.04","9.96","15.58","11.70","6184"
"Mookie Betts","Red Sox","BOS @ DET","RF","4.96","1.34",".77",".30",".05",".23",".84",".67",".18",".07",".60",".54","9.76","15.15","11.56","13611"
"Anthony Rizzo","Cubs","STL @ CHC","1B","4.65","1.17",".58",".25",".02",".32",".83",".65",".04",".03",".64",".69","9.25","14.36","10.80","3473"
"Nelson Cruz","Mariners","CWS @ SEA","DH","4.29","1.06",".56",".16",".01",".33",".71",".85",".01",".01",".56",".85","8.72","13.65","10.13","2434"
"Rhys Hoskins","Phillies","SD @ PHI","LF","4.49","1.05",".53",".22",".02",".28",".77",".68",".04",".03",".68",".93","8.71","13.56","10.10","16472"
"Manny Machado","Dodgers","LAD @ MIL","SS","4.80","1.26",".76",".24",".01",".25",".76",".66",".06",".03",".51",".69","8.62","13.41","10.19","11493"
"Jose Ramirez","Indians","CLE @ TEX","3B","4.75","1.25",".74",".31",".04",".17",".68",".69",".11",".07",".58",".45","8.62","13.41","10.18","13510"
"Francisco Lindor","Indians","CLE @ TEX","SS","4.98","1.28",".78",".29",".02",".19",".74",".64",".09",".05",".49",".62","8.50","13.22","10.09","12916"
"Mike Trout","Angels","HOU @ LAA","CF","4.34","1.08",".63",".19",".03",".23",".65",".61",".11",".05",".78",".75","8.53","13.23","9.97","10155"
"Kris Bryant","Cubs","STL @ CHC","3B","4.55","1.11",".58",".24",".04",".25",".72",".64",".04",".03",".63","1.11","8.48","13.19","9.91","15429"
"Bryce Harper","Nationals","ATL @ WSH","RF","4.39",".96",".48",".18",".01",".29",".71",".70",".04",".03",".76","1.06","8.53","13.28","9.82","11579"
"Starling Marte","Pirates","PIT @ CIN","CF","4.70","1.25",".82",".22",".02",".18",".67",".54",".22",".10",".38",".95","8.19","12.68","9.86","9241"
"Kyle Schwarber","Cubs","STL @ CHC","LF","4.12",".90",".42",".13",".03",".33",".66",".75",".02",".01",".60","1.24","8.27","12.91","9.55","16478"
"Javier Baez","Cubs","STL @ CHC","2B","4.33","1.13",".62",".22",".04",".26",".64",".77",".07",".04",".25","1.18","8.01","12.53","9.51","12979"
"Edwin Encarnacion","Indians","CLE @ TEX","DH","4.65","1.02",".59",".19",".00",".24",".65",".77",".01",".00",".69",".78","8.08","12.64","9.35","2151"
"Nolan Arenado","Rockies","COL @ ARI","3B","4.57","1.04",".53",".25",".02",".24",".63",".65",".02",".02",".68","1.08","8.09","12.58","9.41","9777"
