"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ DET","CF","4.82","1.29",".64",".23",".07",".36","1.00",".83",".13",".06",".87",".82","11.38","17.68","13.22","10155"
"Nolan Arenado","Rockies","SF @ COL","3B","4.54","1.30",".65",".31",".04",".30",".88",".90",".03",".02",".68",".65","10.23","15.97","11.90","9777"
"Bryce Harper","Nationals","WSH @ BAL","RF","4.70","1.10",".53",".20",".01",".36",".84",".84",".05",".03",".85",".83","10.07","15.69","11.60","11579"
"Charlie Blackmon","Rockies","SF @ COL","CF","4.77","1.34",".81",".23",".07",".23",".83",".66",".12",".06",".57",".84","9.38","14.57","11.13","7859"
"J.D. Martinez","Red Sox","TOR @ BOS","DH","4.40","1.30",".65",".31",".02",".32",".75",".89",".02",".01",".33","1.03","9.26","14.49","10.92","6184"
"Trevor Story","Rockies","SF @ COL","SS","4.44","1.14",".55",".28",".06",".26",".72",".87",".06",".03",".57","1.17","9.15","14.31","10.66","12564"
"Justin Upton","Angels","LAA @ DET","LF","4.73","1.18",".63",".24",".01",".30",".73",".86",".06",".04",".46","1.23","9.07","14.18","10.63","5222"
"Matt Adams","Nationals","WSH @ BAL","1B","4.49","1.12",".56",".20",".01",".35",".71",".92",".01",".01",".42",".95","8.91","13.97","10.40","9393"
"Trea Turner","Nationals","WSH @ BAL","SS","4.82","1.24",".82",".23",".03",".16",".75",".55",".32",".13",".43",".82","8.77","13.59","10.53","16252"
"Brandon Belt","Giants","SF @ COL","1B","4.56","1.16",".61",".30",".03",".22",".69",".79",".02",".02",".63","1.14","8.66","13.52","10.08","10264"
"Jose Ramirez","Indians","CWS @ CLE","3B","4.40","1.17",".61",".34",".02",".20",".70",".70",".10",".05",".53",".46","8.53","13.28","10.01","13510"
"Eddie Rosario","Twins","MIN @ KC","LF","4.75","1.39",".86",".29",".04",".21",".74",".65",".10",".07",".23",".67","8.38","13.04","10.12","12155"
"Michael Brantley","Indians","CWS @ CLE","LF","4.50","1.34",".81",".32",".01",".20",".76",".64",".08",".04",".36",".40","8.37","13.02","9.99","4106"
"Ozzie Albies","Braves","NYM @ ATL","2B","4.53","1.24",".74",".25",".05",".19",".74",".61",".15",".08",".33",".73","8.33","12.96","9.97","16556"
"Zack Cozart","Angels","LAA @ DET","3B","4.93","1.23",".71",".26",".06",".21",".81",".60",".02",".01",".47",".78","8.33","12.96","9.86","2616"
"Aaron Judge","Yankees","HOU @ NYY","RF","4.44",".97",".51",".18",".01",".27",".73",".62",".05",".04",".75","1.31","8.37","13.02","9.68","15640"
"Brian Dozier","Twins","MIN @ KC","2B","4.86","1.23",".74",".25",".03",".21",".72",".58",".09",".04",".47",".73","8.23","12.79","9.79","9810"
"Miguel Sano","Twins","MIN @ KC","3B","4.64","1.10",".62",".20",".02",".26",".68",".69",".01",".01",".56","1.30","8.14","12.69","9.53","12164"
"Giancarlo Stanton","Yankees","HOU @ NYY","DH","4.34",".98",".48",".19",".00",".31",".65",".77",".02",".01",".50","1.18","8.14","12.73","9.46","4949"
"Mike Moustakas","Royals","MIN @ KC","3B","4.44","1.17",".66",".24",".01",".26",".63",".78",".01",".01",".39",".57","8.03","12.56","9.47","4892"
"Kris Bryant","Cubs","CHC @ PIT","3B","4.60","1.22",".72",".29",".03",".18",".68",".61",".04",".03",".55",".96","8.03","12.49","9.49","15429"
"Andrew Benintendi","Red Sox","TOR @ BOS","LF","4.62","1.23",".71",".32",".04",".17",".71",".54",".08",".07",".45",".70","7.96","12.35","9.48","17901"
"Anthony Rendon","Nationals","WSH @ BAL","3B","4.61","1.11",".65",".28",".01",".18",".67",".71",".04",".03",".60",".61","8.00","12.49","9.34","12861"
"Noel Cuevas","Rockies","SF @ COL","RF","4.66","1.32",".92",".21",".08",".11",".76",".57",".11",".07",".38",".80","7.89","12.27","9.50","11894"
"Juan Soto","Nationals","WSH @ BAL","LF","4.93","1.05",".60",".21",".02",".22",".70",".58",".06",".05",".59",".98","7.93","12.32","9.29","20123"
"Freddie Freeman","Braves","NYM @ ATL","1B","4.42","1.20",".74",".26",".02",".18",".65",".60",".04",".03",".58",".76","7.88","12.25","9.31","5361"
"Paul Goldschmidt","Diamondbacks","CIN @ ARI","1B","4.49","1.02",".58",".25",".03",".16",".72",".54",".08",".04",".73","1.01","7.94","12.32","9.24","9218"
"Edwin Encarnacion","Indians","CWS @ CLE","DH","4.30",".91",".49",".17",".00",".26",".66",".74",".01",".01",".64",".99","7.82","12.23","9.00","2151"
"Yonder Alonso","Indians","CWS @ CLE","1B","4.19","1.03",".56",".24",".00",".23",".64",".71",".02",".01",".53",".75","7.78","12.15","9.07","2530"
"Andrew McCutchen","Giants","SF @ COL","RF","4.65","1.10",".67",".25",".03",".16",".70",".59",".05",".03",".60","1.13","7.75","12.05","9.09","9847"
"Jake Lamb","Diamondbacks","CIN @ ARI","3B","4.39",".96",".48",".26",".06",".17",".61",".64",".03",".03",".73",".93","7.78","12.12","9.00","13329"
"Anthony Rizzo","Cubs","CHC @ PIT","1B","4.51","1.09",".63",".26",".02",".19",".64",".67",".03",".03",".54",".67","7.72","12.05","9.05","3473"
"Logan Morrison","Twins","MIN @ KC","DH","4.54","1.05",".62",".20",".02",".21",".65",".65",".02",".01",".59",".72","7.72","12.04","9.02","9205"
"Cody Bellinger","Dodgers","PHI @ LAD","1B","4.14",".99",".50",".21",".01",".26",".62",".68",".05",".03",".42",".87","7.67","11.96","8.98","15998"
"Buster Posey","Giants","SF @ COL","C","4.76","1.36",".92",".32",".01",".11",".72",".48",".04",".03",".48",".65","7.60","11.78","9.13","9166"
"Nelson Cruz","Mariners","TEX @ SEA","DH","4.27","1.00",".58",".18",".00",".24",".59",".74",".01",".01",".56",".90","7.63","11.93","8.88","2434"
"Justin Turner","Dodgers","PHI @ LAD","3B","4.45","1.18",".71",".27",".01",".19",".68",".54",".04",".02",".45",".52","7.54","11.72","8.95","5235"
"Mitch Haniger","Mariners","TEX @ SEA","RF","4.37","1.03",".61",".23",".02",".17",".62",".63",".04",".03",".59",".92","7.51","11.70","8.78","14274"
"Mark Reynolds","Nationals","WSH @ BAL","1B","4.39","1.00",".57",".17",".00",".25",".59",".69",".01",".01",".47","1.14","7.45","11.64","8.72","7619"
"Albert Pujols","Angels","LAA @ DET","1B","4.62","1.16",".73",".20",".00",".22",".58",".76",".01",".01",".30",".56","7.39","11.57","8.78","1177"
"Javier Baez","Cubs","CHC @ PIT","2B","4.72","1.26",".81",".25",".04",".18",".68",".55",".08",".05",".17","1.06","7.35","11.43","8.91","12979"
"Kyle Schwarber","Cubs","CHC @ PIT","LF","4.29",".99",".56",".18",".03",".22",".58",".69",".02",".02",".50","1.13","7.42","11.59","8.69","16478"
"Rafael Devers","Red Sox","TOR @ BOS","3B","4.30","1.12",".62",".28",".02",".20",".58",".69",".03",".02",".30",".88","7.33","11.46","8.70","17350"
"Teoscar Hernandez","Blue Jays","TOR @ BOS","RF","4.76","1.08",".57",".31",".03",".18",".58",".50",".12",".07",".35","1.36","7.31","11.33","8.71","13066"
"Yasmani Grandal","Dodgers","PHI @ LAD","C","4.34",".99",".56",".21",".00",".23",".63",".62",".02",".01",".49",".88","7.32","11.41","8.56","11368"
"Gary Sanchez","Yankees","HOU @ NYY","C","4.24",".97",".52",".20",".00",".24",".56",".70",".02",".01",".42",".92","7.25","11.34","8.49","11442"
"Evan Longoria","Giants","SF @ COL","3B","4.45","1.15",".69",".28",".02",".15",".58",".73",".02",".02",".30",".87","7.18","11.26","8.53","9368"
"Asdrubal Cabrera","Mets","NYM @ ATL","2B","4.68","1.21",".74",".31",".01",".14",".62",".55",".03",".02",".39",".70","7.20","11.19","8.59","4962"
"Jean Segura","Mariners","TEX @ SEA","SS","4.59","1.31",".94",".25",".02",".09",".58",".49",".14",".07",".32",".64","7.12","11.04","8.69","5933"
"Nicholas Castellanos","Tigers","LAA @ DET","RF","4.46","1.19",".71",".24",".08",".16",".60",".56",".03",".02",".28","1.10","7.13","11.10","8.59","11737"
"Matt Carpenter","Cardinals","STL @ MIL","3B","4.73",".88",".44",".24",".02",".18",".62",".42",".02",".02",".87","1.12","7.28","11.26","8.38","8090"
"Leonys Martin","Tigers","LAA @ DET","CF","4.57","1.09",".69",".19",".07",".14",".58",".47",".17",".09",".36","1.16","7.12","11.03","8.58","11846"
