"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","CIN @ COL","CF","4.80","1.48",".86",".25",".08",".29","1.00",".73",".14",".07",".64",".68","10.87","16.88","12.88","7859"
"Kris Bryant","Cubs","SF @ CHC","3B","4.49","1.21",".57",".27",".02",".35",".93",".86",".04",".03",".79",".72","10.49","16.36","12.12","15429"
"Giancarlo Stanton","Yankees","LAA @ NYY","LF","4.44","1.10",".45",".18",".01",".46",".84",".96",".01",".01",".55","1.35","10.08","15.76","11.65","4949"
"Aaron Judge","Yankees","LAA @ NYY","RF","4.54","1.01",".46",".15",".01",".39",".91",".80",".05",".04",".81","1.46","9.94","15.49","11.40","15640"
"J.D. Martinez","Red Sox","ATL @ BOS","DH","4.50","1.26",".64",".27",".02",".34",".79",".92",".02",".01",".45","1.05","9.54","14.93","11.17","6184"
"Nolan Arenado","Rockies","CIN @ COL","3B","4.56","1.36",".76",".32",".04",".25",".83",".85",".03",".02",".53",".63","9.53","14.89","11.21","9777"
"David Dahl","Rockies","CIN @ COL","LF","4.69","1.37",".79",".27",".10",".22",".89",".75",".11",".06",".38","1.00","9.41","14.67","11.20","13744"
"Josh Donaldson","Blue Jays","TOR @ PHI","3B","4.74","1.15",".57",".22",".01",".34",".87",".74",".03",".02",".66",".94","9.49","14.78","11.03","5038"
"Joey Votto","Reds","CIN @ COL","1B","4.72","1.32",".84",".25",".02",".22",".84",".75",".02",".01",".84",".73","9.45","14.72","11.02","4314"
"Willson Contreras","Cubs","SF @ CHC","C","4.30","1.16",".56",".28",".02",".30",".80",".91",".03",".02",".55",".71","9.42","14.75","10.94","11609"
"Mookie Betts","Red Sox","ATL @ BOS","RF","4.72","1.29",".70",".33",".02",".24",".80",".70",".13",".05",".52",".52","9.36","14.54","11.05","13611"
"Scooter Gennett","Reds","CIN @ COL","2B","4.63","1.45",".89",".28",".04",".24",".72","1.04",".03",".02",".27","1.00","9.23","14.52","10.99","10339"
"Gary Sanchez","Yankees","LAA @ NYY","C","4.33","1.09",".51",".19",".00",".38",".73",".90",".02",".02",".49","1.02","9.16","14.34","10.66","11442"
"Curtis Granderson","Blue Jays","TOR @ PHI","LF","4.84","1.06",".49",".23",".03",".32",".83",".61",".05",".02",".70","1.08","9.03","14.01","10.47","4747"
"Jose Abreu","White Sox","CWS @ DET","1B","4.58","1.38",".81",".29",".02",".25",".73",".78",".01",".01",".39",".68","8.82","13.76","10.49","15676"
"Javier Baez","Cubs","SF @ CHC","2B","4.19","1.18",".60",".23",".04",".32",".72",".88",".06",".04",".27",".92","8.83","13.83","10.42","12979"
"Rhys Hoskins","Phillies","TOR @ PHI","LF","4.48","1.03",".47",".20",".01",".35",".79",".71",".04",".03",".57","1.14","8.91","13.88","10.35","16472"
"Ian Happ","Cubs","SF @ CHC","CF","4.07",".98",".42",".17",".02",".36",".67",".81",".07",".04",".55","1.29","8.87","13.84","10.30","17919"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.70","1.06",".59",".19",".01",".26",".77",".62",".07",".04",".85",".73","8.88","13.78","10.27","11579"
"Anthony Rizzo","Cubs","SF @ CHC","1B","4.40","1.01",".53",".20",".02",".26",".77",".81",".04",".03",".66",".60","8.70","13.61","10.03","3473"
"Salvador Perez","Royals","KC @ TEX","C","4.48","1.18",".58",".24",".01",".34",".68",".86",".01",".01",".26",".84","8.56","13.41","10.10","7304"
"Justin Smoak","Blue Jays","TOR @ PHI","1B","4.63","1.10",".58",".22",".00",".30",".72",".74",".01",".01",".59",".93","8.56","13.35","9.97","9054"
"Yoan Moncada","White Sox","CWS @ DET","2B","4.80","1.16",".68",".21",".04",".23",".71",".57",".13",".08",".54","1.37","8.46","13.11","10.02","17232"
"Andrew Benintendi","Red Sox","ATL @ BOS","LF","4.61","1.15",".67",".28",".03",".17",".79",".62",".10",".06",".60",".70","8.40","13.07","9.86","17901"
"Trevor Story","Rockies","CIN @ COL","SS","4.35","1.15",".62",".29",".04",".20",".68",".78",".07",".04",".47","1.11","8.37","13.08","9.83","12564"
"Joey Gallo","Rangers","KC @ TEX","1B","4.17",".89",".40",".14",".02",".34",".68",".82",".03",".02",".55","1.22","8.43","13.19","9.71","14128"
"Teoscar Hernandez","Blue Jays","TOR @ PHI","RF","4.53","1.11",".57",".24",".03",".27",".65",".78",".10",".05",".31","1.09","8.34","13.02","9.85","13066"
"Mike Trout","Angels","LAA @ NYY","CF","4.55",".97",".52",".17",".03",".25",".67",".55",".12",".06",".79","1.26","8.41","13.02","9.78","10155"
"Whit Merrifield","Royals","KC @ TEX","2B","4.70","1.26",".78",".27",".03",".17",".69",".62",".17",".09",".35",".72","8.23","12.79","9.86","11281"
"Mike Moustakas","Royals","KC @ TEX","3B","4.59","1.18",".66",".21",".01",".30",".67",".81",".01",".01",".31",".68","8.23","12.88","9.72","4892"
"Brandon Belt","Giants","SF @ CHC","1B","4.34","1.03",".49",".26",".02",".27",".65",".74",".02",".02",".55","1.01","8.27","12.91","9.63","10264"
"Gerardo Parra","Rockies","CIN @ COL","LF","4.45","1.38",".89",".33",".03",".12",".68",".79",".05",".04",".35",".50","8.13","12.73","9.72","8553"
"Scott Schebler","Reds","CIN @ COL","RF","4.41","1.14",".63",".22",".06",".23",".59",".77",".05",".03",".40",".99","8.09","12.64","9.57","12225"
"Trea Turner","Nationals","WSH @ MIA","SS","4.81","1.19",".81",".21",".05",".12",".67",".43",".31",".12",".45",".83","8.05","12.42","9.71","16252"
"Daniel Palka","White Sox","CWS @ DET","RF","4.49","1.14",".64",".20",".05",".26",".62",".77",".04",".03",".32","1.11","8.00","12.51","9.49","14897"
"Mitch Moreland","Red Sox","ATL @ BOS","1B","4.38","1.09",".57",".28",".01",".22",".66",".75",".01",".01",".50",".80","7.96","12.45","9.28","3086"
"Albert Almora Jr.","Cubs","SF @ CHC","CF","4.60","1.25",".77",".28",".03",".18",".80",".57",".05",".03",".32",".68","7.82","12.17","9.32","14109"
"Matt Adams","Nationals","WSH @ MIA","1B","4.50","1.08",".59",".22",".02",".25",".56",".81",".01",".01",".44",".91","7.81","12.24","9.17","9393"
"Jesse Winker","Reds","CIN @ COL","RF","4.94","1.37",".94",".30",".03",".11",".75",".50",".04",".03",".52",".84","7.78","12.06","9.32","13590"
"Nicholas Castellanos","Tigers","CWS @ DET","RF","4.52","1.25",".75",".28",".06",".17",".69",".63",".03",".02",".36",".84","7.76","12.09","9.27","11737"
"Jose Ramirez","Indians","HOU @ CLE","3B","4.32","1.18",".66",".33",".02",".17",".62",".63",".10",".05",".39",".47","7.76","12.08","9.22","13510"
"Jorge Soler","Royals","KC @ TEX","DH","4.37",".94",".46",".19",".01",".28",".64",".65",".02",".01",".59","1.20","7.84","12.20","9.09","14221"
"Ozzie Albies","Braves","ATL @ BOS","2B","4.80","1.20",".72",".27",".04",".17",".62",".57",".14",".08",".33","1.04","7.72","12.00","9.27","16556"
"Carlos Santana","Phillies","TOR @ PHI","1B","4.29",".98",".50",".23",".02",".23",".62",".70",".02",".01",".57",".60","7.77","12.14","9.03","2396"
"Leonys Martin","Tigers","CWS @ DET","CF","4.63","1.16",".75",".21",".05",".14",".65",".52",".17",".09",".42",".89","7.67","11.90","9.20","11846"
"Ben Zobrist","Cubs","SF @ CHC","2B","4.71","1.11",".65",".25",".02",".19",".73",".48",".03",".02",".64",".55","7.72","11.97","9.07","7435"
"Justin Turner","Dodgers","SD @ LAD","3B","4.34","1.20",".72",".29",".01",".18",".63",".64",".03",".02",".45",".50","7.66","11.95","9.08","5235"
"Tucker Barnhart","Reds","CIN @ COL","C","4.83","1.25",".83",".27",".03",".11",".81",".54",".02",".02",".47",".92","7.59","11.81","9.01","10200"
"Tommy Pham","Cardinals","STL @ PIT","CF","4.74","1.15",".76",".19",".03",".17",".63",".45",".15",".09",".50","1.19","7.58","11.72","9.08","2967"
"Shin-Soo Choo","Rangers","KC @ TEX","DH","4.59","1.10",".75",".19",".01",".16",".69",".56",".06",".04",".66",".74","7.61","11.83","8.94","3174"
"C.J. Cron","Rays","BAL @ TB","1B","4.49","1.09",".62",".22",".01",".23",".65",".67",".04",".02",".34","1.01","7.56","11.81","8.94","12546"
"Delino DeShields","Rangers","KC @ TEX","CF","4.70","1.14",".83",".19",".04",".08",".65",".40",".24",".12",".58",".87","7.56","11.66","9.07","11379"
