"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","CIN @ COL","CF","4.75","1.45",".82",".24",".06",".32",".97",".77",".12",".06",".58",".75","10.67","16.58","12.62","7859"
"Mookie Betts","Red Sox","ATL @ BOS","RF","4.85","1.35",".72",".37",".03",".24",".89",".74",".15",".06",".75",".53","10.38","16.11","12.15","13611"
"J.D. Martinez","Red Sox","ATL @ BOS","DH","4.63","1.22",".62",".27",".02",".30",".82",".92",".02",".01",".65","1.16","9.76","15.27","11.33","6184"
"Nolan Arenado","Rockies","CIN @ COL","3B","4.54","1.35",".72",".30",".04",".29",".82",".87",".03",".02",".51",".70","9.70","15.14","11.40","9777"
"Mike Moustakas","Royals","KC @ TEX","3B","4.62","1.35",".72",".24",".01",".38",".78",".98",".01",".01",".30",".53","9.66","15.13","11.41","4892"
"Joey Gallo","Rangers","KC @ TEX","1B","4.18",".91",".33",".14",".02",".42",".76",".94",".03",".02",".63","1.30","9.50","14.87","10.88","14128"
"Giancarlo Stanton","Yankees","LAA @ NYY","LF","4.40","1.06",".46",".18",".01",".41",".76",".90",".01",".01",".49","1.20","9.33","14.59","10.82","4949"
"Aaron Judge","Yankees","LAA @ NYY","RF","4.49",".99",".47",".17",".01",".35",".82",".72",".05",".03",".72","1.36","9.15","14.25","10.55","15640"
"David Dahl","Rockies","CIN @ COL","LF","4.65","1.33",".77",".25",".08",".23",".83",".75",".10",".06",".29","1.12","8.93","13.93","10.66","13744"
"Ozzie Albies","Braves","ATL @ BOS","2B","4.96","1.30",".76",".29",".05",".20",".75",".70",".14",".08",".38","1.00","8.86","13.79","10.56","16556"
"Trevor Story","Rockies","CIN @ COL","SS","4.32","1.14",".57",".26",".05",".27",".71",".83",".07",".04",".45","1.18","8.85","13.83","10.38","12564"
"Kyle Schwarber","Cubs","SF @ CHC","LF","4.55","1.08",".59",".16",".04",".28",".86",".67",".03",".02",".70","1.01","8.89","13.85","10.32","16478"
"Mike Trout","Angels","LAA @ NYY","CF","4.63",".99",".52",".18",".02",".27",".72",".58",".13",".06",".90","1.12","8.92","13.81","10.32","10155"
"Eugenio Suarez","Reds","CIN @ COL","3B","4.63","1.22",".71",".26",".02",".23",".74",".83",".04",".02",".56",".95","8.82","13.80","10.33","12552"
"Rhys Hoskins","Phillies","TOR @ PHI","LF","4.47",".99",".44",".21",".01",".32",".75",".70",".05",".03",".68","1.22","8.82","13.73","10.19","16472"
"Freddie Freeman","Braves","ATL @ BOS","1B","4.72","1.25",".72",".30",".02",".21",".72",".71",".04",".03",".61",".97","8.68","13.52","10.20","5361"
"Adam Duvall","Reds","CIN @ COL","LF","4.52","1.10",".54",".26",".03",".27",".69",".89",".03",".02",".44","1.12","8.67","13.58","10.10","10950"
"Ronald Acuna","Braves","ATL @ BOS","LF","4.84","1.21",".73",".28",".02",".18",".72",".64",".20",".14",".46","1.36","8.60","13.36","10.22","18401"
"Jesus Aguilar","Brewers","NYM @ MIL","1B","4.27","1.11",".57",".20",".01",".33",".68",".86",".02",".01",".40",".98","8.58","13.44","10.05","11342"
"Nicholas Castellanos","Tigers","CWS @ DET","RF","4.57","1.24",".68",".28",".05",".23",".78",".67",".03",".02",".46",".89","8.53","13.28","10.07","11737"
"Shin-Soo Choo","Rangers","KC @ TEX","DH","4.61","1.11",".66",".22",".01",".22",".75",".66",".07",".05",".71",".79","8.56","13.33","9.98","3174"
"Joey Votto","Reds","CIN @ COL","1B","4.70","1.25",".84",".23",".01",".17",".79",".62",".02",".01",".81",".71","8.55","13.28","10.00","4314"
"Ryan Braun","Brewers","NYM @ MIL","1B","4.36","1.11",".58",".23",".01",".29",".70",".75",".07",".04",".41",".83","8.47","13.23","9.96","3410"
"Salvador Perez","Royals","KC @ TEX","C","4.51","1.21",".65",".22",".01",".32",".69",".87",".01",".01",".21",".73","8.40","13.17","9.94","7304"
"Cody Bellinger","Dodgers","SD @ LAD","1B","4.12","1.05",".51",".20",".02",".32",".68",".76",".05",".03",".40",".94","8.42","13.14","9.87","15998"
"Jose Abreu","White Sox","CWS @ DET","1B","4.58","1.27",".75",".27",".02",".23",".64",".72",".01",".01",".53",".75","8.37","13.05","9.91","15676"
"Trea Turner","Nationals","WSH @ MIA","SS","4.77","1.20",".76",".24",".06",".14",".67",".45",".30",".12",".45",".80","8.35","12.88","10.06","16252"
"Scooter Gennett","Reds","CIN @ COL","2B","4.82","1.42",".94",".27",".03",".19",".77",".67",".04",".03",".27","1.00","8.21","12.81","9.89","10339"
"Kris Bryant","Cubs","SF @ CHC","3B","4.44","1.12",".63",".26",".03",".21",".72",".67",".03",".03",".66",".73","8.31","12.95","9.69","15429"
"Whit Merrifield","Royals","KC @ TEX","2B","4.73","1.29",".82",".28",".04",".15",".73",".62",".17",".09",".29",".64","8.17","12.71","9.82","11281"
"Anthony Rizzo","Cubs","SF @ CHC","1B","4.34","1.09",".63",".23",".02",".21",".69",".77",".04",".02",".61",".50","8.26","12.91","9.62","3473"
"Nomar Mazara","Rangers","KC @ TEX","RF","4.39","1.14",".69",".20",".02",".23",".67",".79",".01",".01",".49",".80","8.15","12.76","9.57","14553"
"Gary Sanchez","Yankees","LAA @ NYY","C","4.18","1.01",".50",".18",".00",".33",".68",".74",".02",".02",".43",".91","8.17","12.76","9.53","11442"
"Lorenzo Cain","Brewers","NYM @ MIL","CF","4.57","1.22",".80",".22",".03",".18",".69",".44",".15",".07",".55",".76","8.03","12.40","9.61","9077"
"Jay Bruce","Mets","NYM @ MIL","RF","4.41","1.02",".48",".21",".03",".31",".66",".74",".02",".01",".37","1.00","8.03","12.55","9.41","9892"
