"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Javier Baez","Cubs","NYM @ CHC","2B","4.63","1.42",".80",".25",".08",".29",".88",".78",".09",".06",".19","1.05","9.48","14.78","11.36","12979"
"Giancarlo Stanton","Yankees","CWS @ NYY","DH","4.55","1.12",".56",".20",".01",".36",".83",".85",".02",".01",".62","1.27","9.50","14.84","11.01","4949"
"Todd Frazier","Mets","NYM @ CHC","3B","4.59","1.12",".54",".22",".01",".35",".79",".89",".05",".03",".57",".87","9.48","14.82","11.00","785"
"Wilmer Flores","Mets","NYM @ CHC","1B","4.70","1.37",".77",".28",".01",".31",".81",".87",".02",".01",".36",".50","9.33","14.59","11.04","5827"
"Daniel Murphy","Cubs","NYM @ CHC","2B","4.74","1.52",".88",".35",".05",".24",".88",".65",".03",".01",".31",".47","9.19","14.28","11.03","4316"
"Bryce Harper","Nationals","WSH @ PHI","RF","4.59","1.10",".53",".23",".01",".33",".77",".78",".04",".03",".63","1.10","9.19","14.33","10.68","11579"
"Anthony Rizzo","Cubs","NYM @ CHC","1B","4.51","1.24",".69",".24",".03",".28",".78",".78",".04",".02",".56",".60","9.11","14.21","10.69","3473"
"Curtis Granderson","Blue Jays","TOR @ BAL","LF","4.93","1.09",".54",".24",".02",".29",".80",".66",".04",".03",".67","1.06","8.94","13.90","10.39","4747"
"Billy McKinney","Blue Jays","TOR @ BAL","LF","4.82","1.15",".63",".19",".03",".30",".80",".72",".04",".03",".50","1.03","8.77","13.67","10.28","15654"
"Justin Smoak","Blue Jays","TOR @ BAL","1B","4.61","1.11",".60",".24",".00",".27",".72",".76",".01",".00",".61",".88","8.58","13.40","9.98","9054"
"Randal Grichuk","Blue Jays","TOR @ BAL","RF","4.51","1.13",".55",".27",".02",".30",".66",".81",".04",".03",".30","1.04","8.37","13.09","9.86","10243"
"Kendrys Morales","Blue Jays","TOR @ BAL","DH","4.71","1.18",".71",".19",".00",".28",".72",".74",".02",".01",".48",".79","8.36","13.06","9.84","8610"
"Kyle Schwarber","Cubs","NYM @ CHC","LF","4.10","1.03",".52",".14",".05",".31",".64",".82",".02",".02",".48","1.11","8.38","13.10","9.79","16478"
"Michael Conforto","Mets","NYM @ CHC","CF","4.48","1.08",".60",".18",".03",".27",".71",".73",".03",".02",".57","1.11","8.37","13.07","9.77","16376"
"Trea Turner","Nationals","WSH @ PHI","SS","4.70","1.26",".86",".21",".04",".16",".72",".51",".28",".11",".27",".84","8.16","12.63","9.89","16252"
"Ryan Zimmerman","Nationals","WSH @ PHI","1B","4.29","1.16",".61",".24",".01",".30",".62",".82",".01",".01",".25",".86","8.07","12.64","9.56","4220"
"Alex Bregman","Astros","OAK @ HOU","3B","4.52","1.20",".68",".32",".03",".17",".73",".58",".08",".06",".44",".55","8.04","12.50","9.54","17678"
"Jose Bautista","Mets","NYM @ CHC","DH","4.38",".90",".45",".17",".01",".26",".65",".70",".04",".03",".76","1.01","8.12","12.66","9.33","1887"
"Aaron Hicks","Yankees","CWS @ NYY","CF","4.66",".99",".62",".18",".01",".19",".76",".51",".11",".06",".80",".94","8.07","12.51","9.37","5297"
"Anthony Rendon","Nationals","WSH @ PHI","3B","4.50","1.22",".70",".31",".01",".19",".66",".73",".03",".02",".37",".69","7.92","12.38","9.38","12861"
"Miguel Andujar","Yankees","CWS @ NYY","3B","4.45","1.26",".74",".28",".02",".22",".64",".73",".03",".02",".29",".78","7.89","12.33","9.41","15878"
"Rhys Hoskins","Phillies","WSH @ PHI","LF","4.46",".97",".48",".19",".01",".29",".68",".60",".04",".03",".57","1.28","7.93","12.33","9.23","16472"
"Amed Rosario","Mets","NYM @ CHC","SS","4.94","1.30",".85",".22",".10",".13",".68",".50",".15",".09",".29",".97","7.78","12.05","9.46","15518"
"Mike Trout","Angels","COL @ LAA","CF","4.33",".97",".56",".18",".02",".20",".59",".54",".11",".05",".81","1.08","7.91","12.26","9.22","10155"
"Jose Altuve","Astros","OAK @ HOU","2B","4.42","1.36",".94",".29",".03",".10",".62",".61",".12",".05",".37",".49","7.69","11.97","9.30","5417"
"George Springer","Astros","OAK @ HOU","CF","4.64","1.20",".74",".25",".02",".19",".72",".53",".06",".04",".42",".76","7.74","12.02","9.22","12856"
"Ben Zobrist","Cubs","NYM @ CHC","RF","4.42","1.20",".75",".25",".05",".15",".65",".71",".03",".02",".45",".59","7.70","12.04","9.13","7435"
"Cedric Mullins II","Orioles","TOR @ BAL","OF","4.61","1.20",".71",".26",".04",".19",".64",".55",".12",".06",".31",".72","7.66","11.89","9.20","17929"
"Willson Contreras","Cubs","NYM @ CHC","C","4.20","1.14",".69",".22",".04",".19",".64",".68",".03",".02",".44",".95","7.67","11.98","9.08","11609"
"Juan Soto","Nationals","WSH @ PHI","LF","4.39","1.05",".61",".21",".02",".21",".63",".65",".04",".03",".54",".95","7.66","11.95","8.99","20123"
"Charlie Blackmon","Rockies","COL @ LAA","CF","4.78","1.20",".79",".20",".02",".18",".62",".52",".10",".05",".44",".84","7.56","11.72","9.07","7859"
"Jonathan Villar","Orioles","TOR @ BAL","2B","4.50","1.16",".78",".22",".02",".15",".61",".51",".22",".10",".33","1.07","7.50","11.63","9.05","10071"
"Chris Davis","Orioles","TOR @ BAL","1B","4.29",".91",".44",".17",".00",".30",".62",".71",".01",".00",".46","1.33","7.58","11.85","8.80","9272"
"Austin Jackson","Mets","NYM @ CHC","CF","4.80","1.27",".84",".28",".05",".11",".71",".49",".06",".03",".47","1.24","7.50","11.64","8.98","9848"
"Luke Voit","Yankees","CWS @ NYY","DH","4.34","1.05",".63",".22",".01",".19",".59",".67",".02",".01",".50","1.03","7.38","11.52","8.66","14811"
"Roman Quinn","Phillies","WSH @ PHI","RF","4.57","1.19",".77",".22",".07",".13",".58",".38",".23",".13",".30","1.05","7.28","11.23","8.89","13546"
"Nolan Arenado","Rockies","COL @ LAA","3B","4.47","1.08",".64",".22",".01",".20",".57",".66",".02",".02",".45",".76","7.33","11.44","8.65","9777"
"Adam Jones","Orioles","TOR @ BAL","CF","4.39","1.27",".83",".23",".01",".20",".61",".65",".02",".01",".20",".59","7.17","11.19","8.65","6368"
"Aledmys Diaz","Blue Jays","TOR @ BAL","SS","4.38","1.15",".70",".23",".01",".21",".57",".64",".06",".03",".23",".53","7.18","11.20","8.60","15937"
"Carlos Correa","Astros","OAK @ HOU","SS","4.32","1.09",".68",".24",".02",".15",".59",".68",".03",".02",".44",".85","7.21","11.27","8.51","14162"
"Tyler White","Astros","OAK @ HOU","DH","4.12","1.05",".62",".21",".02",".20",".58",".68",".02",".02",".40",".80","7.21","11.28","8.50","15564"
"Jason Heyward","Cubs","NYM @ CHC","RF","4.31","1.17",".76",".23",".05",".13",".61",".66",".05",".02",".34",".55","7.15","11.18","8.55","4940"
"A.J. Pollock","Diamondbacks","ARI @ SF","CF","4.80","1.17",".75",".27",".04",".11",".56",".44",".17",".08",".35",".82","7.10","10.98","8.59","9256"
"Gleyber Torres","Yankees","CWS @ NYY","2B","4.25",".98",".61",".17",".02",".19",".56",".64",".08",".05",".45","1.11","7.15","11.15","8.42","16997"
"Paul Goldschmidt","Diamondbacks","ARI @ SF","1B","4.46","1.07",".70",".21",".03",".13",".56",".56",".07",".03",".58","1.01","7.13","11.09","8.43","9218"
"Jose Reyes","Mets","NYM @ CHC","3B","4.28","1.03",".63",".20",".06",".15",".53",".60",".12",".05",".37",".57","7.08","11.02","8.43","1736"
"Adam Eaton","Nationals","WSH @ PHI","LF","4.82","1.25",".85",".25",".03",".12",".62",".40",".09",".04",".39",".83","7.02","10.85","8.50","11205"
"David Peralta","Diamondbacks","ARI @ SF","LF","4.56","1.24",".84",".23",".06",".12",".56",".55",".05",".03",".34",".73","6.96","10.82","8.42","2136"
"Wilson Ramos","Phillies","WSH @ PHI","C","4.26","1.11",".69",".20",".01",".22",".55",".67",".00",".00",".25",".95","6.90","10.79","8.24","1433"
"Trey Mancini","Orioles","TOR @ BAL","LF","4.19","1.13",".73",".18",".02",".20",".55",".61",".01",".01",".26",".85","6.79","10.61","8.15","15149"
"Kevin Plawecki","Mets","NYM @ CHC","C","4.16",".99",".61",".19",".02",".17",".53",".60",".02",".01",".50",".79","6.80","10.61","8.01","13807"
"Trevor Story","Rockies","COL @ LAA","SS","4.36","1.04",".62",".24",".02",".17",".50",".61",".07",".04",".30","1.15","6.76","10.54","8.06","12564"
"Marwin Gonzalez","Astros","OAK @ HOU","LF","4.22","1.07",".68",".23",".02",".13",".56",".63",".04",".03",".36",".87","6.73","10.53","7.99","5497"
"Khris Davis","Athletics","OAK @ HOU","DH","4.33",".86",".42",".17",".01",".26",".53",".64",".01",".01",".35","1.55","6.76","10.56","7.90","9112"
"Daniel Palka","White Sox","CWS @ NYY","DH","4.29",".93",".49",".15",".01",".27",".51",".60",".04",".03",".24","1.66","6.71","10.46","7.96","14897"
"Carlos Gonzalez","Rockies","COL @ LAA","RF","4.57","1.10",".69",".26",".01",".14",".54",".57",".03",".01",".36",".94","6.68","10.41","7.97","7287"
"Evan Gattis","Astros","OAK @ HOU","DH","4.00",".96",".53",".21",".01",".21",".52",".64",".01",".01",".30",".70","6.62","10.35","7.82","11003"
"Russell Martin","Blue Jays","TOR @ BAL","C","4.27",".85",".53",".12",".00",".19",".55",".51",".02",".01",".70",".87","6.69","10.40","7.75","4616"
"Asdrubal Cabrera","Phillies","WSH @ PHI","2B","4.15","1.03",".61",".23",".01",".18",".54",".57",".02",".01",".32",".94","6.58","10.27","7.82","4962"
"David Bote","Cubs","NYM @ CHC","3B","3.85",".96",".57",".17",".04",".18",".59",".52",".03",".02",".33",".96","6.52","10.15","7.73","14593"
"Avisail Garcia","White Sox","CWS @ NYY","RF","4.39","1.07",".67",".19",".01",".21",".50",".53",".03",".02",".23","1.34","6.48","10.08","7.80","5760"
"Renato Nunez","Orioles","TOR @ BAL","3B","3.97",".96",".55",".18",".01",".22",".52",".58",".02",".01",".29",".95","6.49","10.13","7.70","14503"
"Matt Olson","Athletics","OAK @ HOU","1B","4.23",".84",".40",".19",".01",".24",".49",".55",".02",".01",".42","1.40","6.51","10.13","7.61","14344"
"Maikel Franco","Phillies","WSH @ PHI","3B","3.93","1.00",".59",".18",".01",".22",".49",".63",".01",".01",".20",".67","6.35","9.94","7.58","12179"
"Eduardo Escobar","Diamondbacks","ARI @ SF","SS","4.68","1.11",".70",".26",".05",".10",".57",".43",".04",".04",".34",".84","6.35","9.85","7.64","6153"
"Steven Souza Jr.","Diamondbacks","ARI @ SF","RF","4.36",".97",".63",".20",".03",".11",".47",".55",".07",".04",".43","1.05","6.33","9.87","7.52","5667"
"Matt Chapman","Athletics","OAK @ HOU","3B","4.53",".89",".47",".20",".04",".18",".51",".50",".03",".02",".39","1.59","6.34","9.87","7.48","16505"
"Devon Travis","Blue Jays","TOR @ BAL","2B","4.04","1.05",".69",".19",".01",".16",".53",".55",".05",".03",".21",".56","6.24","9.74","7.51","13862"
"Tim Beckham","Orioles","TOR @ BAL","3B","4.08","1.02",".65",".18",".02",".17",".51",".52",".04",".03",".25",".95","6.24","9.72","7.50","7949"
"Carlos Santana","Phillies","WSH @ PHI","1B","4.03",".80",".45",".17",".01",".17",".51",".50",".02",".02",".61",".79","6.30","9.79","7.29","2396"
"Neil Walker","Yankees","CWS @ NYY","1B","4.15",".92",".60",".17",".01",".15",".50",".52",".02",".01",".53",".88","6.24","9.72","7.33","7539"
"Tim Anderson","White Sox","CWS @ NYY","SS","4.49","1.06",".70",".19",".02",".15",".48",".43",".13",".06",".16","1.36","6.14","9.52","7.50","15172"
"DJ LeMahieu","Rockies","COL @ LAA","2B","4.67","1.19",".89",".22",".01",".07",".53",".42",".07",".04",".31",".64","6.08","9.44","7.42","9874"
"Andrew McCutchen","Giants","ARI @ SF","RF","4.50",".99",".64",".22",".03",".10",".50",".32",".06",".04",".55","1.02","6.08","9.37","7.25","9847"
"David Dahl","Rockies","COL @ LAA","LF","4.25",".99",".63",".19",".02",".14",".43",".50",".09",".05",".25","1.04","6.01","9.35","7.25","13744"
"Kole Calhoun","Angels","COL @ LAA","RF","4.54",".97",".63",".18",".02",".14",".48",".43",".03",".03",".42","1.18","6.00","9.31","7.17","11200"
"Cesar Hernandez","Phillies","WSH @ PHI","2B","4.35",".97",".72",".15",".03",".08",".48",".38",".10",".05",".51","1.11","5.98","9.26","7.16","10556"
"Matt Davidson","White Sox","CWS @ NYY","DH","4.19",".79",".39",".14",".00",".25",".47",".50",".01",".00",".32","1.77","5.97","9.31","7.02","7226"
"Nick Williams","Phillies","WSH @ PHI","RF","3.80",".91",".55",".16",".03",".18",".41",".51",".04",".03",".27","1.20","5.90","9.18","7.07","14330"
"Yolmer Sanchez","White Sox","CWS @ NYY","3B","4.60","1.01",".66",".21",".03",".11",".45",".37",".09",".05",".28","1.22","5.79","8.95","7.02","11602"
"Kyle Higashioka","Yankees","CWS @ NYY","C","4.03",".77",".44",".15",".01",".18",".47",".54",".03",".02",".39",".99","5.82","9.09","6.80","5517"
"Shohei Ohtani","Angels","COL @ LAA","DH","4.25",".82",".50",".16",".01",".15",".43",".53",".02",".01",".41","1.44","5.73","8.94","6.73","19755"
"Matt Wieters","Nationals","WSH @ PHI","C","4.18",".95",".61",".19",".01",".15",".43",".50",".02",".01",".27",".75","5.64","8.80","6.76","4298"
"Jed Lowrie","Athletics","OAK @ HOU","2B","4.43",".92",".57",".23",".02",".11",".43",".43",".01",".00",".46","1.21","5.67","8.81","6.72","4418"
"Brandon Belt","Giants","ARI @ SF","1B","4.39",".95",".62",".21",".03",".09",".49",".35",".03",".02",".43","1.10","5.66","8.76","6.77","10264"
"Austin Slater","Giants","ARI @ SF","LF","4.09","1.00",".69",".23",".03",".06",".39",".41",".06",".04",".43","1.05","5.62","8.72","6.77","16153"
"Ketel Marte","Diamondbacks","ARI @ SF","2B","4.25","1.00",".70",".20",".07",".04",".39",".46",".05",".03",".35",".51","5.54","8.62","6.71","13613"
