"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","NYY @ TEX","LF","4.82","1.14",".53",".23",".01",".37",".83",".99",".02",".01",".70","1.30","10.16","15.89","11.70","4949"
"Aaron Judge","Yankees","NYY @ TEX","RF","4.93","1.04",".53",".21",".02",".28",".92",".76",".06",".04","1.02","1.42","9.92","15.45","11.32","15640"
"Mike Trout","Angels","LAA @ TOR","CF","4.68","1.08",".54",".22",".03",".28",".79",".65",".13",".06",".90",".96","9.61","14.89","11.13","10155"
"Trea Turner","Nationals","SD @ WSH","SS","4.64","1.25",".78",".24",".05",".18",".73",".52",".32",".14",".51",".84","9.05","13.98","10.85","16252"
"Freddie Freeman","Braves","ATL @ PHI","1B","4.54","1.17",".61",".25",".02",".29",".71",".68",".04",".03",".67",".99","8.99","13.97","10.52","5361"
"Gary Sanchez","Yankees","NYY @ TEX","C","4.72","1.12",".59",".24",".00",".29",".71",".89",".02",".02",".61","1.00","8.97","14.05","10.41","11442"
"Brian Dozier","Twins","DET @ MIN","2B","4.63","1.16",".62",".25",".02",".27",".75",".66",".08",".05",".57",".83","8.79","13.67","10.32","9810"
"Mookie Betts","Red Sox","BOS @ TB","RF","4.84","1.21",".69",".28",".02",".23",".73",".59",".13",".06",".55",".65","8.70","13.50","10.30","13611"
"George Springer","Astros","SF @ HOU","CF","4.66","1.26",".76",".23",".02",".25",".79",".64",".06",".04",".48",".81","8.64","13.44","10.23","12856"
"Corey Dickerson","Pirates","PIT @ CIN","LF","4.42","1.26",".67",".30",".03",".26",".70",".82",".03",".03",".26",".75","8.47","13.25","10.05","10762"
"Carlos Correa","Astros","SF @ HOU","SS","4.34","1.15",".65",".24",".02",".24",".68",".80",".03",".02",".55",".88","8.48","13.25","9.91","14162"
"J.D. Martinez","Red Sox","BOS @ TB","DH","4.50","1.12",".58",".22",".01",".30",".66",".81",".02",".01",".45","1.24","8.46","13.23","9.91","6184"
"Aaron Hicks","Yankees","NYY @ TEX","CF","5.04","1.09",".67",".23",".03",".16",".81",".56",".11",".06",".80",".92","8.50","13.19","9.89","5297"
"Bryce Harper","Nationals","SD @ WSH","RF","4.52","1.03",".58",".18",".01",".27",".77",".64",".05",".04",".70",".96","8.49","13.21","9.85","11579"
"Gregory Polanco","Pirates","PIT @ CIN","RF","4.74","1.11",".59",".26",".02",".24",".73",".60",".09",".06",".50",".90","8.29","12.89","9.75","12907"
"Jose Altuve","Astros","SF @ HOU","2B","4.43","1.33",".88",".27",".03",".15",".68",".67",".12",".05",".42",".54","8.20","12.77","9.82","5417"
"Joey Votto","Reds","PIT @ CIN","1B","4.37","1.08",".66",".20",".01",".21",".72",".60",".02",".01",".85",".65","8.29","12.89","9.62","4314"
"Alex Bregman","Astros","SF @ HOU","3B","4.54","1.18",".68",".30",".03",".18",".78",".59",".08",".05",".51",".63","8.23","12.79","9.70","17678"
"Ji-Man Choi","Brewers","ARI @ MIL","DH","4.45","1.12",".62",".24",".02",".24",".74",".60",".05",".04",".52",".80","8.16","12.68","9.59","5452"
"Travis Shaw","Brewers","ARI @ MIL","3B","4.25","1.09",".56",".24",".02",".27",".66",".79",".03",".01",".36",".65","8.08","12.65","9.49","11982"
"Rhys Hoskins","Phillies","ATL @ PHI","LF","4.50",".96",".49",".20",".01",".25",".73",".64",".05",".03",".69","1.17","8.16","12.70","9.43","16472"
"Anthony Rendon","Nationals","SD @ WSH","3B","4.42","1.14",".66",".28",".01",".19",".67",".65",".05",".03",".63",".65","8.10","12.61","9.48","12861"
"Joey Gallo","Rangers","NYY @ TEX","1B","4.29",".82",".36",".14",".02",".30",".62",".79",".03",".02",".69","1.48","8.13","12.71","9.30","14128"
"Tyler O'Neill","Cardinals","KC @ STL","LF","4.10","1.04",".55",".16",".02",".32",".61",".79",".05",".03",".26","1.03","7.92","12.40","9.36","15711"
"Charlie Blackmon","Rockies","COL @ LAD","CF","4.66","1.11",".65",".20",".02",".24",".64",".50",".11",".06",".53","1.01","7.95","12.30","9.44","7859"
"Josh Bell","Pirates","PIT @ CIN","1B","4.53","1.09",".62",".22",".03",".22",".67",".71",".03",".03",".50",".77","7.93","12.38","9.30","13145"
"Eric Hosmer","Padres","SD @ WSH","1B","4.58","1.25",".76",".25",".01",".23",".70",".57",".03",".02",".39",".78","7.86","12.21","9.38","3516"
"Mark Reynolds","Nationals","SD @ WSH","3b","4.32","1.02",".57",".18",".01",".26",".60",".77",".01",".01",".55","1.15","7.90","12.36","9.20","7619"
"Ozzie Albies","Braves","ATL @ PHI","2B","4.76","1.15",".67",".21",".06",".22",".65",".54",".14",".08",".34","1.10","7.84","12.16","9.40","16556"
