"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Yankees","BAL @ NYY","DH","4.53","1.19",".63",".22",".01",".34",".78",".79",".02",".01",".44","1.10","8.96","13.99","10.51","4949"
"Mike Trout","Angels","LAA @ TB","CF","4.58",".97",".55",".18",".03",".22",".69",".57",".12",".06","1.07","1.12","8.85","13.70","10.19","10155"
"Jose Ramirez","Indians","CLE @ MIN","3B","4.64","1.20",".68",".31",".02",".19",".68",".67",".11",".06",".61",".54","8.64","13.43","10.16","13510"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.41","1.20",".68",".28",".02",".22",".70",".63",".04",".02",".63",".73","8.45","13.13","9.93","5361"
"Max Muncy","Dodgers","MIL @ LAD","1B","4.41",".98",".51",".18",".01",".28",".72",".66",".03",".02",".74",".98","8.36","13.01","9.66","13301"
"Anthony Rizzo","Cubs","CHC @ PIT","1B","4.87","1.22",".72",".27",".02",".22",".72",".56",".04",".03",".58",".61","8.27","12.83","9.78","3473"
"Francisco Lindor","Indians","CLE @ MIN","SS","4.87","1.26",".75",".28",".02",".21",".67",".59",".09",".05",".43",".69","8.16","12.67","9.74","12916"
"Joc Pederson","Dodgers","MIL @ LAD","LF","4.63","1.07",".52",".26",".01",".28",".72",".60",".05",".03",".49",".82","8.20","12.74","9.61","11899"
"Scooter Gennett","Reds","CIN @ DET","2B","4.74","1.34",".84",".25",".03",".21",".73",".67",".03",".02",".30",".86","8.08","12.60","9.68","10339"
"Alex Bregman","Astros","HOU @ SEA","3B","4.64","1.18",".65",".30",".02",".21",".71",".58",".09",".06",".43",".68","8.12","12.61","9.62","17678"
"Joey Votto","Reds","CIN @ DET","1B","4.63","1.16",".73",".22",".02",".17",".67",".57",".02",".01",".84",".63","8.14","12.63","9.51","4314"
"Cody Bellinger","Dodgers","MIL @ LAD","1B","4.20",".97",".47",".22",".02",".27",".65",".74",".04",".02",".52",".99","8.05","12.58","9.35","15998"
"Manny Machado","Dodgers","MIL @ LAD","SS","4.51","1.19",".72",".23",".01",".24",".73",".58",".05",".04",".40",".63","7.94","12.35","9.44","11493"
"Edwin Encarnacion","Indians","CLE @ MIN","DH","4.54","1.01",".57",".18",".00",".25",".63",".76",".01",".00",".61",".92","7.94","12.41","9.21","2151"
