"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ KC","CF","4.78","1.29",".77",".24",".05",".23",".84",".66",".16",".07",".88",".59","10.03","15.54","11.76","10155"
"Freddie Freeman","Braves","CIN @ ATL","1B","4.39","1.25",".67",".30",".02",".26",".75",".69",".04",".03",".65",".64","9.08","14.11","10.64","5361"
"Khris Davis","Athletics","OAK @ DET","DH","4.55","1.09",".52",".21",".02",".34",".74",".87",".01",".01",".42","1.11","8.82","13.82","10.28","9112"
"Nelson Cruz","Mariners","SEA @ BAL","DH","4.58","1.15",".64",".20",".00",".30",".72",".85",".01",".01",".55",".85","8.80","13.77","10.27","2434"
"Matt Olson","Athletics","OAK @ DET","1B","4.44","1.09",".53",".20",".02",".34",".72",".82",".02",".02",".46","1.05","8.74","13.66","10.20","14344"
"Dustin Fowler","Athletics","OAK @ DET","CF","4.89","1.33",".80",".21",".14",".19",".68",".59",".16",".11",".19",".82","8.30","12.87","10.11","17098"
"Aaron Judge","Yankees","NYY @ PHI","RF","4.74",".96",".48",".18",".01",".28",".72",".65",".05",".03",".75","1.71","8.48","13.19","9.78","15640"
"Paul Goldschmidt","Diamondbacks","ARI @ MIA","1B","4.72","1.07",".61",".21",".02",".22",".72",".60",".08",".04",".72","1.18","8.37","13.00","9.77","9218"
"Giancarlo Stanton","Yankees","NYY @ PHI","DH","4.53",".98",".45",".18",".01",".33",".65",".80",".01",".01",".53","1.53","8.34","13.04","9.67","4949"
"Elvis Andrus","Rangers","SD @ TEX","SS","4.62","1.25",".79",".28",".04",".14",".71",".67",".13",".08",".44",".54","8.21","12.79","9.77","8709"
"Jose Ramirez","Indians","CLE @ STL","3B","4.60","1.16",".66",".27",".04",".19",".64",".64",".11",".06",".53",".50","8.21","12.77","9.71","13510"
"Mitch Haniger","Mariners","SEA @ BAL","RF","4.69","1.13",".66",".24",".02",".21",".69",".73",".05",".04",".55",".90","8.22","12.84","9.63","14274"
"Joey Votto","Reds","CIN @ ATL","1B","4.63","1.14",".72",".23",".01",".17",".70",".59",".02",".01",".88",".68","8.25","12.81","9.59","4314"
"Leonys Martin","Tigers","OAK @ DET","CF","4.59","1.17",".71",".21",".07",".18",".69",".54",".16",".08",".46",".84","8.11","12.58","9.69","11846"
"Niko Goodrum","Tigers","OAK @ DET","1B","4.49","1.07",".58",".21",".06",".22",".68",".62",".12",".07",".41","1.06","7.99","12.43","9.45","12092"
"Adrian Beltre","Rangers","SD @ TEX","3B","4.39","1.18",".72",".25",".02",".20",".63",".75",".01",".01",".54",".59","7.99","12.48","9.39","639"
"Matt Joyce","Athletics","OAK @ DET","LF","4.76","1.09",".61",".24",".02",".22",".71",".62",".03",".03",".56",".88","7.98","12.42","9.35","3353"
"Rhys Hoskins","Phillies","NYY @ PHI","LF","4.50",".90",".45",".19",".02",".25",".71",".59",".05",".03",".75","1.31","8.01","12.44","9.22","16472"
"Wil Myers","Padres","SD @ TEX","RF","4.63","1.00",".54",".21",".02",".22",".65",".58",".12",".06",".56","1.21","7.93","12.31","9.29","10047"
"Shin-Soo Choo","Rangers","SD @ TEX","DH","4.73","1.04",".67",".20",".01",".17",".71",".56",".05",".03",".82",".97","7.91","12.29","9.18","3174"
"Justin Upton","Angels","LAA @ KC","LF","4.70","1.11",".67",".24",".01",".19",".60",".70",".06",".03",".56","1.02","7.84","12.23","9.21","5222"
"Michael Brantley","Indians","CLE @ STL","LF","4.70","1.32",".88",".25",".02",".17",".71",".55",".08",".04",".35",".41","7.77","12.07","9.36","4106"
"Scott Schebler","Reds","CIN @ ATL","RF","4.85","1.13",".64",".25",".03",".22",".69",".58",".05",".03",".45","1.08","7.82","12.15","9.24","12225"
"George Springer","Astros","TOR @ HOU","CF","4.55","1.13",".69",".20",".02",".23",".70",".52",".08",".04",".49",".91","7.81","12.12","9.26","12856"
"Jean Segura","Mariners","SEA @ BAL","SS","4.81","1.36",".99",".25",".02",".10",".68",".59",".17",".08",".30",".60","7.71","11.99","9.36","5933"
