"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","MIA @ PHI","RF","4.75","1.17",".48",".19",".00",".50",".96",".95",".03",".01",".66","1.32","10.98","17.14","12.68","4949"
"Anthony Rizzo","Cubs","CHN @ CIN","1B","4.62","1.13",".52",".19",".01",".41",".90",".98",".05",".04",".82",".67","10.76","16.82","12.37","3473"
"Mike Trout","Angels","TEX @ ANA","CF","4.51","1.22",".67",".24",".02",".30",".89",".71",".15",".05",".78",".75","10.17","15.79","11.87","10155"
"George Springer","Astros","WAS @ HOU","CF","4.72","1.20",".65",".20",".01",".33",".92",".71",".13",".07",".66","1.04","9.93","15.43","11.60","12856"
"Kyle Schwarber","Cubs","CHN @ CIN","LF","4.84","1.05",".49",".14",".01",".41",".89",".81",".05",".03",".71","1.41","9.89","15.41","11.40","16478"
"Brian Dozier","Twins","MIN @ CHA","2B","4.92","1.12",".57",".19",".02",".34",".82",".77",".12",".05",".57","1.12","9.52","14.83","11.11","9810"
"Freddie Freeman","Braves","SEA @ ATL","1B","4.46","1.20",".66",".25",".02",".27",".83",".74",".03",".01",".77",".84","9.36","14.58","10.88","5361"
"Paul Goldschmidt","Diamondbacks","ARI @ NYN","1B","4.58","1.06",".60",".20",".01",".24",".78",".76",".13",".05",".87","1.03","9.38","14.60","10.82","9218"
"Jose Altuve","Astros","WAS @ HOU","2B","4.49","1.35",".88",".27",".03",".17",".77",".70",".22",".08",".47",".50","9.11","14.18","10.88","5417"
"Gary Sanchez","Yankees","NYA @ DET","C","4.61","1.21",".66",".23",".01",".32",".74",".83",".06",".03",".34",".89","8.86","13.85","10.45","11442"
"Manny Machado","Orioles","OAK @ BAL","3B","4.51","1.25",".70",".23",".01",".31",".75",".74",".06",".03",".35",".72","8.75","13.64","10.37","11493"
"Aaron Judge","Yankees","NYA @ DET","RF","4.50","1.09",".57",".17",".04",".32",".72",".77",".04",".02",".54","1.23","8.80","13.72","10.29","15640"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.27","1.09",".59",".19",".02",".29",".74",".80",".04",".02",".55",".69","8.76","13.69","10.21","16472"
"Khris Davis","Athletics","OAK @ BAL","LF","4.43","1.00",".44",".17",".01",".38",".69",".86",".03",".02",".42","1.38","8.69","13.60","10.10","9112"
"Marcell Ozuna","Marlins","MIA @ PHI","LF","4.55","1.16",".66",".21",".01",".29",".72",".83",".03",".01",".45","1.03","8.60","13.46","10.09","10324"
"Jose Abreu","White Sox","MIN @ CHA","1B","4.39","1.21",".70",".21",".01",".29",".71",".80",".01",".01",".41",".88","8.52","13.32","10.04","15676"
"Christian Yelich","Marlins","MIA @ PHI","CF","4.65","1.13",".68",".25",".01",".19",".73",".64",".10",".04",".70",".91","8.50","13.21","9.93","11477"
"Joey Votto","Reds","CHN @ CIN","1B","4.46",".99",".62",".20",".01",".16",".74",".59",".05",".03","1.13",".72","8.52","13.22","9.74","4314"
"J.D. Martinez","Diamondbacks","ARI @ NYN","RF","4.49","1.04",".57",".19",".01",".27",".68",".91",".02",".01",".51","1.27","8.41","13.20","9.75","6184"
"Alex Bregman","Astros","WAS @ HOU","3B","4.60","1.15",".66",".25",".05",".20",".76",".64",".08",".04",".50",".71","8.33","12.96","9.81","17678"
"Max Kepler","Twins","MIN @ CHA","RF","4.81","1.08",".59",".22",".03",".23",".72",".64",".08",".04",".59",".92","8.33","12.97","9.75","12144"
"Charlie Blackmon","Rockies","COL @ KCA","CF","4.75","1.13",".66",".21",".07",".19",".66",".56",".19",".09",".46",".87","8.25","12.79","9.83","7859"
"Matt Kemp","Braves","SEA @ ATL","LF","4.37","1.21",".72",".25",".01",".23",".68",".85",".03",".02",".34",".94","8.22","12.90","9.71","5631"
