"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ CWS","CF","4.66","1.06",".55",".18",".04",".29",".81",".70",".13",".06","1.09",".90","10.09","15.65","11.61","10155"
"Justin Turner","Dodgers","LAD @ COL","3B","4.88","1.43",".88",".33",".02",".20",".88",".67",".03",".02",".57",".59","9.16","14.25","10.85","5235"
"Manny Machado","Dodgers","LAD @ COL","SS","4.78","1.35",".83",".27",".02",".23",".77",".77",".04",".03",".48",".62","8.91","13.90","10.55","11493"
"Jose Ramirez","Indians","CLE @ TOR","3B","4.63","1.11",".55",".28",".03",".25",".71",".73",".10",".06",".64",".68","8.94","13.91","10.42","13510"
"Khris Davis","Athletics","TEX @ OAK","DH","4.34","1.02",".44",".21",".01",".36",".74",".88",".01",".01",".50","1.05","8.93","13.99","10.33","9112"
"Matt Chapman","Athletics","TEX @ OAK","3B","4.55","1.15",".56",".27",".04",".28",".78",".73",".03",".03",".49",".94","8.77","13.67","10.26","16505"
"Charlie Blackmon","Rockies","LAD @ COL","CF","4.66","1.33",".81",".23",".08",".21",".75",".56",".10",".06",".48",".91","8.71","13.49","10.43","7859"
"Ronald Acuna","Braves","ATL @ ARI","LF","4.80","1.25",".69",".27",".03",".25",".71",".58",".16",".10",".39","1.15","8.72","13.50","10.42","18401"
"Brian Dozier","Dodgers","LAD @ COL","2B","5.00","1.20",".68",".27",".04",".21",".79",".60",".08",".04",".57",".89","8.58","13.33","10.11","9810"
"Ramon Laureano","Athletics","TEX @ OAK","LF","4.67","1.16",".71",".22",".02",".21",".73",".57",".17",".08",".50","1.10","8.37","12.98","9.93","17128"
"Francisco Lindor","Indians","CLE @ TOR","SS","4.85","1.17",".65",".25",".02",".25",".72",".61",".09",".05",".47",".81","8.36","12.99","9.89","12916"
"Freddie Freeman","Braves","ATL @ ARI","1B","4.58","1.23",".69",".30",".04",".21",".69",".65",".04",".03",".53",".82","8.35","12.99","9.87","5361"
"Matt Kemp","Dodgers","LAD @ COL","LF","4.67","1.27",".77",".27",".01",".20",".67",".82",".01",".01",".40",".91","8.19","12.84","9.69","5631"
"Trevor Story","Rockies","LAD @ COL","SS","4.35","1.16",".61",".30",".05",".21",".62",".76",".07",".04",".36","1.23","8.11","12.67","9.60","12564"
"Anthony Rizzo","Cubs","","1B","4.78","1.16",".73",".25",".01",".16",".69",".63",".04",".03",".76",".54","8.16","12.70","9.54","3473"
"Mookie Betts","Red Sox","HOU @ BOS","RF","4.70","1.12",".67",".29",".04",".12",".70",".49",".16",".07",".67",".84","8.08","12.50","9.53","13611"
"Paul Goldschmidt","Diamondbacks","ATL @ ARI","1B","4.35","1.01",".58",".20",".03",".20",".67",".63",".07",".03",".73","1.04","8.09","12.59","9.40","9218"
"A.J. Pollock","Diamondbacks","ATL @ ARI","CF","4.68","1.10",".61",".25",".05",".19",".65",".53",".17",".09",".46",".91","8.01","12.41","9.52","9256"
"Michael Brantley","Indians","CLE @ TOR","LF","4.74","1.29",".80",".30",".02",".17",".71",".59",".07",".04",".41",".53","7.95","12.36","9.49","4106"
"Daniel Murphy","Cubs","","2B","5.01","1.42",".94",".34",".01",".13",".73",".56",".02",".02",".43",".46","7.93","12.32","9.52","4316"
"Alex Bregman","Astros","HOU @ BOS","3B","4.67","1.15",".70",".31",".02",".13",".62",".66",".08",".05",".66",".71","7.97","12.40","9.35","17678"
"Shohei Ohtani","Angels","LAA @ CWS","DH","4.59",".95",".49",".18",".02",".25",".65",".79",".03",".02",".59","1.33","7.99","12.51","9.24","19755"
"Jose Altuve","Astros","HOU @ BOS","2B","4.78","1.34",".94",".28",".03",".09",".69",".53",".15",".06",".49",".79","7.88","12.22","9.48","5417"
"Eddie Rosario","Twins","KC @ MIN","LF","4.48","1.30",".83",".25",".04",".17",".62",".71",".07",".05",".30",".68","7.83","12.23","9.41","12155"
"David Peralta","Diamondbacks","ATL @ ARI","LF","4.45","1.17",".70",".22",".07",".19",".66",".63",".05",".03",".45",".82","7.88","12.26","9.36","2136"
"Edwin Encarnacion","Indians","CLE @ TOR","DH","4.53",".93",".47",".16",".00",".29",".65",".76",".01",".00",".57","1.11","7.90","12.37","9.13","2151"
"Wil Myers","Padres","SD @ CIN","RF","4.64","1.17",".68",".27",".01",".21",".67",".54",".12",".06",".36","1.18","7.81","12.13","9.33","10047"
