"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","SF @ LAA","CF","4.42","1.17",".62",".19",".03",".33",".78",".68",".11",".06",".59",".85","9.33","14.50","10.97","10155"
"George Springer","Astros","HOU @ CWS","CF","5.03","1.12",".64",".19",".01",".27",".81",".68",".06",".04",".78",".94","9.09","14.13","10.55","12856"
"Jose Altuve","Astros","HOU @ CWS","2B","4.81","1.30",".88",".23",".02",".17",".73",".67",".13",".06",".60",".62","8.68","13.51","10.30","5417"
"Charlie Blackmon","Rockies","CHC @ COL","CF","4.61","1.31",".77",".25",".06",".24",".73",".57",".10",".05",".43",".84","8.64","13.40","10.35","7859"
"Tommy Pham","Cardinals","CIN @ STL","CF","4.74","1.10",".73",".19",".03",".15",".78",".47",".19",".10",".94",".91","8.73","13.49","10.20","2967"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.58","1.09",".59",".21",".00",".30",".70",".82",".01",".01",".60","1.01","8.67","13.55","10.07","2434"
"Giancarlo Stanton","Yankees","TOR @ NYY","LF","4.25",".91",".38",".14",".01",".38",".69",".84",".02",".01",".59","1.28","8.70","13.60","10.00","4949"
"Aaron Judge","Yankees","TOR @ NYY","RF","4.45",".88",".43",".13",".01",".32",".75",".66",".05",".03",".84","1.39","8.66","13.47","9.92","15640"
"Rhys Hoskins","Phillies","PIT @ PHI","LF","4.28",".99",".47",".20",".02",".29",".67",".81",".03",".02",".63",".95","8.57","13.39","9.91","16472"
"Carlos Correa","Astros","HOU @ CWS","SS","4.70","1.12",".67",".22",".01",".22",".69",".80",".04",".02",".65",".97","8.49","13.28","9.89","14162"
"Kris Bryant","Cubs","CHC @ COL","3B","4.64","1.20",".70",".26",".03",".21",".73",".62",".04",".03",".65","1.05","8.46","13.14","9.94","15429"
"Franchy Cordero","Padres","SD @ ARI","LF","4.67","1.21",".63",".24",".12",".22",".72",".61",".10",".07",".28","1.32","8.34","12.96","9.99","14567"
"Alex Bregman","Astros","HOU @ CWS","3B","4.92","1.12",".67",".24",".02",".18",".77",".64",".09",".06",".63",".74","8.38","13.04","9.80","17678"
"Anthony Rizzo","Cubs","CHC @ COL","1B","4.54","1.11",".62",".25",".02",".22",".69",".72",".04",".03",".65",".79","8.37","13.05","9.75","3473"
"Joey Gallo","Rangers","SEA @ TEX","1B","4.23",".87",".35",".15",".02",".35",".65",".81",".03",".02",".55","1.37","8.32","13.02","9.59","14128"
"Eric Hosmer","Padres","SD @ ARI","1B","4.55","1.30",".79",".27",".01",".23",".68",".68",".02",".02",".41",".65","8.17","12.74","9.73","3516"
"Paul Goldschmidt","Diamondbacks","SD @ ARI","1B","4.47","1.05",".61",".23",".02",".19",".66",".62",".07",".03",".77","1.05","8.20","12.74","9.53","9218"
