"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Bryce Harper","Nationals","WSH @ ARI","RF","4.70","1.13",".55",".23",".02",".35",".88",".73",".06",".04",".81",".90","9.93","15.43","11.49","11579"
"Mike Trout","Angels","MIN @ LAA","CF","4.47","1.10",".61",".19",".03",".27",".78",".62",".13",".07",".82",".83","9.28","14.38","10.81","10155"
"Nolan Arenado","Rockies","MIL @ COL","3B","4.53","1.28",".71",".30",".03",".23",".74",".82",".02",".02",".50",".73","8.90","13.90","10.46","9777"
"Ryan Braun","Brewers","MIL @ COL","1B","4.74","1.29",".73",".34",".02",".20",".74",".79",".09",".05",".47",".80","8.88","13.87","10.48","3410"
"Nelson Cruz","Mariners","SEA @ DET","DH","4.61","1.19",".69",".21",".01",".29",".75",".84",".01",".01",".55",".84","8.87","13.87","10.36","2434"
"Matt Adams","Nationals","WSH @ ARI","1B","4.51","1.13",".55",".24",".02",".32",".67",".89",".01",".01",".40","1.11","8.72","13.67","10.21","9393"
"Lorenzo Cain","Brewers","MIL @ COL","CF","4.95","1.42",".96",".32",".02",".11",".77",".48",".15",".08",".58",".78","8.53","13.18","10.24","9077"
"Charlie Blackmon","Rockies","MIL @ COL","CF","4.63","1.32",".88",".22",".06",".17",".78",".64",".11",".06",".44",".90","8.50","13.22","10.15","7859"
"Trea Turner","Nationals","WSH @ ARI","SS","4.81","1.22",".76",".24",".07",".15",".71",".45",".30",".12",".42",".99","8.49","13.10","10.23","16252"
"Giancarlo Stanton","Yankees","OAK @ NYY","LF","4.30",".95",".43",".16",".00",".36",".69",".82",".02",".01",".54","1.32","8.57","13.41","9.91","4949"
"Mookie Betts","Red Sox","BOS @ TOR","RF","4.74","1.14",".58",".30",".02",".24",".70",".57",".12",".06",".48",".63","8.41","13.03","9.93","13611"
"Jesus Aguilar","Brewers","MIL @ COL","1B","4.63","1.21",".71",".29",".01",".20",".69",".84",".01",".01",".47","1.02","8.30","13.01","9.74","11342"
"J.D. Martinez","Red Sox","BOS @ TOR","DH","4.42","1.10",".53",".25",".01",".31",".64",".79",".02",".01",".35","1.19","8.25","12.90","9.69","6184"
"Aaron Judge","Yankees","OAK @ NYY","RF","4.51",".93",".48",".16",".01",".28",".72",".64",".05",".03",".75","1.52","8.32","12.95","9.59","15640"
"Tommy Pham","Cardinals","STL @ SD","CF","4.83","1.08",".71",".17",".02",".17",".67",".47",".18",".11",".77","1.21","8.18","12.63","9.63","2967"
"Kris Bryant","Cubs","CWS @ CHC","3B","4.44","1.05",".59",".24",".03",".20",".73",".51",".05",".03",".74",".84","8.08","12.52","9.42","15429"
"Jose Ramirez","Indians","KC @ CLE","3B","4.41","1.19",".67",".33",".03",".16",".63",".67",".10",".05",".43",".51","8.00","12.46","9.48","13510"
"Mitch Haniger","Mariners","SEA @ DET","RF","4.51","1.13",".66",".24",".03",".20",".64",".71",".04",".03",".53",".89","8.00","12.48","9.40","14274"
"Trevor Story","Rockies","MIL @ COL","SS","4.42","1.09",".58",".27",".05",".19",".62",".77",".06",".03",".44","1.34","7.95","12.44","9.34","12564"
"Brandon Belt","Giants","SF @ PIT","1B","4.51","1.02",".53",".28",".02",".19",".62",".71",".02",".02",".69",".96","7.96","12.42","9.22","10264"
"Francisco Lindor","Indians","KC @ CLE","SS","4.62","1.19",".70",".28",".03",".19",".69",".60",".09",".05",".38",".71","7.85","12.21","9.34","12916"
"Anthony Rendon","Nationals","WSH @ ARI","3B","4.61","1.13",".64",".31",".02",".17",".65",".64",".04",".03",".58",".79","7.89","12.29","9.25","12861"
"Domingo Santana","Brewers","MIL @ COL","RF","4.52","1.13",".69",".27",".01",".16",".62",".69",".05",".04",".60","1.28","7.88","12.29","9.24","10348"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.68","1.19",".78",".22",".03",".16",".64",".51",".21",".15",".37","1.01","7.81","12.09","9.40","18401"
"Jose Altuve","Astros","TEX @ HOU","2B","4.68","1.37",".96",".28",".02",".10",".67",".50",".14",".06",".45",".54","7.76","12.03","9.38","5417"
"Michael Brantley","Indians","KC @ CLE","LF","4.51","1.34",".85",".32",".02",".15",".68",".59",".08",".04",".31",".46","7.72","12.02","9.31","4106"
"Manny Machado","Orioles","","SS","4.35","1.16",".68",".22",".01",".26",".62",".66",".04",".03",".34",".62","7.71","12.02","9.17","11493"
"Kyle Schwarber","Cubs","CWS @ CHC","LF","4.15",".89",".45",".15",".03",".26",".61",".73",".02",".02",".63","1.02","7.77","12.14","8.97","16478"
"C.J. Cron","Rays","TB @ BAL","1B","4.68","1.11",".63",".22",".01",".25",".66",".63",".04",".03",".38",".98","7.69","11.98","9.10","12546"
"Christian Yelich","Brewers","MIL @ COL","LF","4.85","1.27",".88",".27",".02",".10",".75",".51",".08",".04",".56","1.04","7.68","11.93","9.15","11477"
"Jean Segura","Mariners","SEA @ DET","SS","4.83","1.35",".98",".25",".04",".09",".65",".56",".15",".08",".33",".64","7.58","11.78","9.21","5933"
"DJ LeMahieu","Rockies","MIL @ COL","2B","4.74","1.47","1.08",".27",".04",".08",".71",".46",".07",".04",".42",".59","7.58","11.75","9.24","9874"
"Anthony Rizzo","Cubs","CWS @ CHC","1B","4.35",".98",".55",".21",".02",".21",".65",".60",".04",".03",".68",".57","7.67","11.94","8.91","3473"
"Starling Marte","Pirates","SF @ PIT","CF","4.37","1.21",".82",".21",".04",".14",".59",".55",".19",".08",".33",".76","7.54","11.71","9.13","9241"
"Didi Gregorius","Yankees","OAK @ NYY","SS","4.41","1.12",".67",".21",".01",".23",".64",".68",".04",".02",".36",".61","7.57","11.82","8.96","6012"
"Freddie Freeman","Braves","ATL @ MIA","1B","4.57","1.15",".71",".26",".02",".17",".60",".58",".04",".02",".58",".77","7.57","11.77","8.95","5361"
"Ozzie Albies","Braves","ATL @ MIA","2B","4.79","1.22",".78",".23",".05",".16",".63",".49",".14",".09",".32",".77","7.51","11.64","9.08","16556"
