"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Javier Baez","Cubs","CIN @ CHC","2B","4.57","1.39",".75",".27",".05",".33",".87",".85",".09",".05",".20","1.01","9.71","15.16","11.57","12979"
"Anthony Rizzo","Cubs","CIN @ CHC","1B","4.46","1.25",".66",".24",".02",".33",".81",".82",".03",".02",".53",".57","9.50","14.82","11.13","3473"
"Daniel Murphy","Cubs","CIN @ CHC","2B","4.68","1.49",".86",".32",".03",".28",".87",".67",".02",".01",".31",".43","9.21","14.32","11.03","4316"
"Kyle Schwarber","Cubs","CIN @ CHC","LF","4.26","1.08",".51",".17",".03",".37",".77",".88",".02",".02",".52","1.10","9.25","14.47","10.75","16478"
"Khris Davis","Athletics","OAK @ MIN","DH","4.68","1.14",".60",".22",".01",".32",".76",".94",".02",".01",".49","1.05","9.12","14.30","10.61","9112"
"J.D. Martinez","Red Sox","CLE @ BOS","DH","4.27","1.21",".59",".26",".02",".34",".71",".89",".01",".01",".36",".97","9.04","14.15","10.62","6184"
"Nolan Arenado","Rockies","SD @ COL","3B","4.51","1.22",".69",".27",".05",".22",".78",".76",".02",".02",".61",".73","8.83","13.78","10.33","9777"
"Matt Chapman","Athletics","OAK @ MIN","3B","4.90","1.20",".64",".30",".03",".23",".80",".74",".04",".03",".55","1.03","8.82","13.76","10.32","16505"
"Freddie Freeman","Braves","ATL @ MIA","1B","4.65","1.33",".80",".31",".03",".19",".74",".67",".04",".03",".62",".65","8.75","13.60","10.33","5361"
"Ronald Acuna","Braves","ATL @ MIA","LF","4.87","1.32",".82",".24",".02",".24",".70",".58",".17",".11",".41","1.04","8.68","13.45","10.42","18401"
"Mookie Betts","Red Sox","CLE @ BOS","RF","4.59","1.22",".64",".32",".04",".22",".74",".59",".15",".06",".46",".59","8.71","13.51","10.34","13611"
"Matt Olson","Athletics","OAK @ MIN","1B","4.57","1.09",".57",".25",".01",".27",".71",".81",".02",".01",".55",".95","8.56","13.39","9.96","14344"
"Trevor Story","Rockies","SD @ COL","SS","4.40","1.17",".61",".29",".07",".19",".66",".80",".06",".04",".47","1.14","8.44","13.20","9.93","12564"
"Eugenio Suarez","Reds","CIN @ CHC","3B","4.39","1.07",".58",".18",".02",".29",".67",".74",".03",".02",".57","1.10","8.37","13.06","9.77","12552"
