"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","MIA @ PHI","RF","4.64","1.19",".47",".20",".00",".51",".92",".94",".03",".01",".50","1.46","10.69","16.68","12.42","4949"
"Anthony Rizzo","Cubs","CHN @ CIN","1B","4.70","1.15",".57",".21",".01",".36",".91",".96",".06",".04",".83",".64","10.57","16.53","12.16","3473"
"Kris Bryant","Cubs","CHN @ CIN","3B","4.81","1.26",".66",".23",".02",".34",".92",".89",".07",".04",".66","1.07","10.36","16.16","12.05","15429"
"Kyle Schwarber","Cubs","CHN @ CIN","LF","4.93","1.09",".54",".16",".01",".37",".95",".81",".06",".03",".72","1.34","9.98","15.56","11.51","16478"
"Paul Goldschmidt","Diamondbacks","ARI @ NYN","1B","4.50","1.14",".60",".21",".01",".33",".86",".79",".11",".05",".74","1.02","9.92","15.45","11.51","9218"
"Mike Trout","Angels","TEX @ ANA","CF","4.54","1.13",".63",".22",".02",".25",".85",".67",".16",".06",".89",".88","9.79","15.19","11.36","10155"
"George Springer","Astros","WAS @ HOU","CF","4.68","1.19",".67",".21",".01",".29",".88",".73",".13",".06",".59","1.07","9.56","14.89","11.19","12856"
"Manny Machado","Orioles","OAK @ BAL","3B","4.60","1.32",".74",".25",".01",".33",".83",".84",".06",".03",".37",".62","9.47","14.79","11.19","11493"
"Joey Votto","Reds","CHN @ CIN","1B","4.44","1.08",".61",".19",".01",".27",".80",".70",".05",".03","1.02",".73","9.46","14.70","10.87","4314"
"Gary Sanchez","Yankees","NYA @ DET","C","4.59","1.19",".61",".21",".01",".36",".77",".87",".05",".03",".42",".98","9.27","14.50","10.87","11442"
"J.D. Martinez","Diamondbacks","ARI @ NYN","RF","4.40","1.14",".57",".20",".01",".36",".75",".96",".02",".01",".42","1.20","9.22","14.47","10.76","6184"
"Nelson Cruz","Mariners","SEA @ ATL","DH","4.63","1.07",".59",".17",".00",".31",".79",".86",".01",".01",".69","1.21","9.07","14.19","10.47","2434"
"Aaron Judge","Yankees","NYA @ DET","RF","4.49","1.05",".52",".15",".04",".34",".73",".78",".03",".02",".63","1.33","9.02","14.07","10.49","15640"
"Khris Davis","Athletics","OAK @ BAL","LF","4.53","1.02",".47",".18",".01",".36",".72",".94",".03",".02",".48","1.41","9.00","14.12","10.42","9112"
"Brian Dozier","Twins","MIN @ CHA","2B","4.91","1.04",".55",".18",".01",".29",".78",".71",".12",".05",".64","1.18","8.96","13.94","10.41","9810"
"Jose Altuve","Astros","WAS @ HOU","2B","4.46","1.34",".89",".27",".03",".15",".72",".71",".22",".08",".43",".50","8.85","13.77","10.59","5417"
"Rhys Hoskins","Phillies","MIA @ PHI (2)","LF","4.31","1.05",".56",".17",".02",".31",".75",".80",".05",".03",".59",".79","8.83","13.79","10.25","16472"
"Jose Abreu","White Sox","MIN @ CHA","1B","4.44","1.24",".76",".22",".01",".26",".71",".84",".01",".01",".44",".82","8.54","13.37","10.06","15676"
"Yoenis Cespedes","Mets","ARI @ NYN","LF","4.34","1.15",".61",".20",".02",".32",".70",".75",".03",".02",".39",".90","8.51","13.28","10.03","13110"
"Freddie Freeman","Braves","SEA @ ATL","1B","4.47","1.11",".62",".25",".01",".23",".75",".66",".02",".01",".75",".93","8.54","13.29","9.91","5361"
"Matt Joyce","Athletics","OAK @ BAL","RF","4.62",".96",".51",".19",".00",".25",".74",".70",".04",".02",".82","1.04","8.54","13.31","9.80","3353"
"Robinson Cano","Mariners","SEA @ ATL","2B","4.74","1.17",".72",".23",".01",".21",".77",".72",".02",".01",".66",".67","8.46","13.19","9.86","3269"
"Matt Kemp","Braves","SEA @ ATL","LF","4.37","1.20",".70",".23",".01",".25",".69",".85",".03",".01",".38",".99","8.38","13.12","9.87","5631"
"Adam Duvall","Reds","CHN @ CIN","LF","4.35","1.03",".51",".19",".02",".32",".66",".90",".04",".02",".31","1.21","8.32","13.07","9.73","10950"
"Kyle Seager","Mariners","SEA @ ATL","3B","4.53","1.01",".57",".22",".01",".21",".70",".81",".04",".02",".73",".78","8.38","13.12","9.65","9785"
"Marcell Ozuna","Marlins","MIA @ PHI","LF","4.45","1.17",".65",".21",".01",".29",".69",".79",".03",".02",".33","1.12","8.29","12.97","9.79","10324"
"Tim Beckham","Orioles","OAK @ BAL","SS","4.71","1.28",".82",".19",".05",".21",".77",".64",".09",".05",".32","1.12","8.25","12.85","9.89","7949"
"Alex Bregman","Astros","WAS @ HOU","3B","4.57","1.16",".68",".25",".04",".19",".75",".67",".08",".05",".47",".71","8.27","12.90","9.76","17678"
"A.J. Pollock","Diamondbacks","ARI @ NYN","CF","4.60","1.23",".76",".24",".03",".20",".71",".61",".16",".07",".35",".75","8.19","12.73","9.80","9256"
"Lucas Duda","Rays","TOR @ TBA","DH","4.49",".99",".52",".20",".00",".27",".75",".65",".02",".01",".72",".92","8.30","12.93","9.58","2502"
"Max Kepler","Twins","MIN @ CHA","RF","4.80","1.04",".58",".21",".03",".21",".71",".64",".08",".04",".65",".96","8.21","12.79","9.57","12144"
"Jonathan Schoop","Orioles","OAK @ BAL","2B","4.48","1.25",".75",".24",".00",".26",".69",".76",".02",".01",".28",".83","8.11","12.68","9.65","11265"
"Jose Ramirez","Indians","BOS @ CLE","3B","4.41","1.22",".78",".28",".02",".14",".66",".64",".17",".08",".45",".41","8.12","12.63","9.67","13510"
"Adam Jones","Orioles","OAK @ BAL","CF","4.37","1.23",".76",".20",".01",".26",".70",".76",".03",".01",".29",".68","8.08","12.64","9.61","6368"
"Chris Davis","Orioles","OAK @ BAL","1B","4.05",".90",".43",".15",".01",".31",".71",".69",".02",".01",".64","1.15","8.13","12.68","9.36","9272"
"Jean Segura","Mariners","SEA @ ATL","SS","4.96","1.24",".89",".21",".02",".13",".70",".47",".26",".11",".44",".90","7.98","12.35","9.63","5933"
"Edwin Encarnacion","Indians","BOS @ CLE","DH","4.31",".93",".50",".17",".01",".26",".69",".76",".02",".01",".66",".80","8.08","12.64","9.30","2151"
"Leury Garcia","White Sox","MIN @ CHA","LF","4.66","1.18",".82",".19",".05",".12",".67",".52",".28",".13",".41",".90","7.97","12.35","9.59","5913"
"Mark Trumbo","Orioles","OAK @ BAL","DH","4.16","1.08",".59",".18",".01",".31",".70",".76",".01",".01",".33",".89","8.00","12.52","9.41","6876"
"Jay Bruce","Indians","BOS @ CLE","RF","4.22","1.00",".52",".22",".01",".25",".64",".82",".05",".03",".45",".84","8.02","12.57","9.33","9892"
"Tommy Pham","Cardinals","SDN @ SLN","LF","4.59","1.24",".84",".24",".02",".15",".74",".57",".10",".06",".52",".92","7.98","12.40","9.49","2967"
"Billy Hamilton","Reds","CHN @ CIN","CF","4.66","1.05",".77",".15",".06",".08",".62",".34",".53",".16",".41",".97","7.93","12.19","9.64","10199"
"Francisco Lindor","Indians","BOS @ CLE","SS","4.63","1.24",".81",".24",".01",".17",".71",".51",".16",".08",".43",".55","7.94","12.31","9.52","12916"
"Javier Baez","Cubs","CHN @ CIN","2B","4.28","1.06",".61",".18",".01",".25",".59",".81",".12",".05",".32","1.13","7.94","12.44","9.38","12979"
"Ben Zobrist","Cubs","CHN @ CIN","2B","4.61","1.05",".67",".19",".03",".16",".70",".77",".05",".03",".67",".58","8.00","12.52","9.28","7435"
"Yoan Moncada","White Sox","MIN @ CHA","2B","4.54",".94",".59",".16",".04",".14",".68",".50",".26",".14",".69","1.27","7.99","12.37","9.37","17232"
