"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ TEX","CF","4.77","1.31",".71",".25",".06",".30",".96",".85",".12",".06","1.02",".58","11.27","17.52","13.05","10155"
"Giancarlo Stanton","Yankees","TOR @ NYY","DH","4.63","1.21",".59",".17",".00",".44",".95",".98",".02",".01",".58","1.30","10.48","16.39","12.14","4949"
"Mookie Betts","Red Sox","TB @ BOS","RF","4.75","1.23",".67",".32",".04",".20",".83",".65",".17",".07",".74",".75","9.56","14.83","11.20","13611"
"Justin Upton","Angels","LAA @ TEX","LF","4.69","1.21",".68",".26",".01",".26",".76",".95",".05",".03",".61",".95","9.34","14.64","10.87","5222"
"Brandon Belt","Giants","SF @ CIN","1B","4.57","1.19",".61",".25",".02",".30",".76",".87",".02",".01",".60",".86","9.31","14.55","10.84","10264"
"J.D. Martinez","Red Sox","TB @ BOS","DH","4.41","1.17",".57",".28",".02",".30",".74",".94",".01",".01",".54","1.20","9.28","14.53","10.78","6184"
"Ryan Zimmerman","Nationals","MIA @ WSH","1B","4.26","1.21",".64",".25",".01",".31",".73",".93",".01",".01",".36",".74","8.92","13.99","10.46","4220"
"Aaron Hicks","Yankees","TOR @ NYY","CF","4.52","1.03",".59",".17",".02",".25",".75",".72",".09",".06",".76",".86","8.77","13.67","10.15","5297"
"Miguel Sano","Twins","DET @ MIN","3B","4.36","1.08",".54",".22",".01",".31",".72",".86",".01",".01",".49","1.37","8.65","13.55","10.05","12164"
"Trea Turner","Nationals","MIA @ WSH","SS","4.69","1.30",".87",".22",".04",".17",".72",".50",".27",".11",".39",".74","8.55","13.21","10.33","16252"
"Tyler Austin","Twins","DET @ MIN","1B","4.26","1.12",".53",".26",".02",".32",".69",".86",".03",".02",".31","1.23","8.57","13.42","10.05","11850"
"Andrew McCutchen","Giants","SF @ CIN","RF","4.90","1.23",".72",".24",".01",".26",".75",".60",".06",".04",".56","1.01","8.58","13.32","10.14","9847"
"Jose Ramirez","Indians","BAL @ CLE","3B","4.49","1.22",".66",".35",".04",".16",".70",".69",".09",".05",".56",".46","8.56","13.33","10.08","13510"
"Didi Gregorius","Yankees","TOR @ NYY","SS","4.41","1.24",".75",".22",".02",".25",".70",".83",".04",".02",".39",".54","8.50","13.31","10.05","6012"
"Bryce Harper","Nationals","MIA @ WSH","RF","4.36","1.00",".54",".20",".01",".25",".74",".75",".05",".03",".71",".98","8.52","13.31","9.83","11579"
"Anthony Rendon","Nationals","MIA @ WSH","3B","4.47","1.25",".72",".32",".01",".20",".76",".73",".03",".02",".45",".55","8.41","13.13","9.90","12861"
"Andrew Benintendi","Red Sox","TB @ BOS","LF","4.64","1.12",".67",".27",".04",".14",".75",".62",".11",".06",".73",".86","8.43","13.11","9.85","17901"
"Brett Gardner","Yankees","TOR @ NYY","LF","4.74","1.17",".78",".18",".03",".17",".81",".56",".11",".05",".65",".75","8.32","12.93","9.81","9927"
"Ronald Acuna","Braves","COL @ ATL","LF","4.63","1.27",".78",".26",".02",".21",".69",".54",".16",".11",".37","1.10","8.22","12.74","9.88","18401"
