"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Kris Bryant","Cubs","","3B","4.77","1.26",".67",".29",".03",".28",".87",".82",".05",".03",".76",".87","9.97","15.54","11.58","15429"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.46","1.24",".65",".28",".03",".28",".84",".76",".03",".03",".79",".60","9.74","15.15","11.31","5361"
"Anthony Rizzo","Cubs","","1B","4.67","1.13",".58",".25",".01",".29",".78",".90",".04",".02",".75",".62","9.54","14.92","11.01","3473"
"Anthony Rizzo","Cubs","CHC @ CIN","1B","4.69","1.11",".55",".21",".02",".33",".80",".78",".04",".03",".74",".74","9.52","14.83","11.02","3473"
"Kyle Schwarber","Cubs","CHC @ CIN","LF","4.47","1.03",".50",".13",".02",".37",".74",".90",".03",".02",".69","1.27","9.42","14.72","10.87","16478"
"Aaron Judge","Yankees","NYY @ KC","RF","4.79","1.12",".60",".21",".02",".28",".85",".72",".05",".04",".81","1.28","9.39","14.61","10.86","15640"
"Giancarlo Stanton","Yankees","NYY @ KC","LF","4.70","1.16",".59",".23",".01",".33",".77",".89",".02",".01",".56","1.10","9.33","14.60","10.86","4949"
"Kyle Schwarber","Cubs","","LF","4.42","1.01",".50",".16",".03",".33",".71",".85",".02",".02",".68","1.11","8.99","14.05","10.38","16478"
"Kris Bryant","Cubs","CHC @ CIN","3B","4.78","1.20",".66",".29",".02",".24",".80",".57",".06",".03",".69","1.07","8.83","13.70","10.34","15429"
"Willson Contreras","Cubs","","C","4.57","1.17",".63",".27",".02",".24",".72",".89",".03",".03",".49",".83","8.76","13.72","10.22","11609"
"Joey Gallo","Rangers","TEX @ CWS","1B","4.35",".84",".34",".12",".01",".37",".69",".84",".03",".02",".73","1.42","8.80","13.76","10.05","14128"
"Yoan Moncada","White Sox","TEX @ CWS","2B","4.66","1.12",".65",".19",".03",".24",".72",".61",".14",".08",".63","1.14","8.65","13.43","10.18","17232"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.69","1.27",".75",".24",".08",".21",".75",".59",".14",".07",".38",".69","8.58","13.32","10.28","16556"
"Ian Happ","Cubs","","CF","4.45","1.01",".51",".19",".03",".30",".67",".81",".08",".05",".54","1.43","8.61","13.45","10.02","17919"
"Bryce Harper","Nationals","LAD @ WSH","RF","4.44","1.06",".56",".20",".01",".29",".75",".61",".05",".04",".69",".90","8.61","13.37","10.02","11579"
"Mike Trout","Angels","TB @ LAA","CF","4.38","1.00",".56",".19",".03",".22",".65",".61",".10",".05",".93",".85","8.63","13.38","9.98","10155"
"Jose Abreu","White Sox","TEX @ CWS","1B","4.42","1.26",".75",".25",".02",".25",".71",".75",".01",".01",".37",".54","8.32","13.00","9.86","15676"
"Joey Votto","Reds","CHC @ CIN","1B","4.44","1.08",".65",".18",".01",".24",".70",".62",".02",".01",".84",".68","8.40","13.06","9.75","4314"
"Mookie Betts","Red Sox","BAL @ BOS","RF","4.67","1.26",".73",".35",".02",".16",".72",".57",".13",".05",".47",".59","8.27","12.83","9.83","13611"
"Tommy Pham","Cardinals","PHI @ STL","CF","4.61","1.19",".75",".21",".04",".19",".70",".45",".17",".08",".61",".92","8.28","12.78","9.86","2967"
"Nelson Cruz","Mariners","DET @ SEA","DH","4.23","1.04",".55",".17",".00",".32",".68",".80",".01",".01",".46",".97","8.26","12.92","9.63","2434"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.57","1.20",".80",".22",".03",".16",".77",".50",".22",".14",".42",".97","8.17","12.66","9.78","18401"
"Matt Davidson","White Sox","TEX @ CWS","DH","4.31","1.01",".52",".17",".01",".31",".69",".79",".01",".01",".48","1.13","8.22","12.86","9.56","7226"
"Rhys Hoskins","Phillies","PHI @ STL","LF","4.70","1.00",".50",".24",".01",".24",".73",".61",".04",".03",".69","1.19","8.23","12.80","9.53","16472"
"Gary Sanchez","Yankees","NYY @ KC","C","4.59","1.11",".63",".23",".00",".25",".65",".78",".03",".01",".46",".87","8.08","12.63","9.47","11442"
"Matt Adams","Nationals","LAD @ WSH","1B","4.26","1.09",".56",".23",".01",".29",".61",".79",".01",".01",".37","1.01","8.05","12.59","9.46","9393"
"Matt Adams","Nationals","","1B","4.26","1.10",".58",".22",".01",".28",".62",".82",".01",".01",".35","1.02","8.01","12.55","9.41","9393"
"Trea Turner","Nationals","","SS","4.57","1.05",".69",".18",".04",".14",".63",".42",".32",".13",".58","1.02","8.00","12.33","9.55","16252"
"Cody Bellinger","Dodgers","LAD @ WSH","1B","4.67","1.05",".57",".20",".02",".27",".70",".59",".06",".04",".49","1.20","8.00","12.43","9.41","15998"
"Eugenio Suarez","Reds","","3B","4.32","1.03",".57",".22",".01",".23",".64",".74",".03",".02",".59",".99","8.01","12.51","9.32","12552"
"J.D. Martinez","Red Sox","BAL @ BOS","DH","4.35","1.17",".64",".29",".02",".22",".64",".77",".02",".01",".38","1.11","7.95","12.43","9.37","6184"
"Daniel Palka","White Sox","TEX @ CWS","RF","4.21","1.06",".58",".17",".03",".29",".64",".74",".04",".03",".33",".95","7.93","12.39","9.35","14897"
"Ian Happ","Cubs","CHC @ CIN","CF","4.13",".94",".44",".17",".03",".30",".57",".73",".07",".06",".47","1.52","7.96","12.41","9.29","17919"
"Shin-Soo Choo","Rangers","TEX @ CWS","DH","4.80","1.01",".63",".19",".01",".18",".66",".59",".07",".05",".84",".89","7.96","12.37","9.22","3174"
"Scooter Gennett","Reds","CHC @ CIN","2B","4.34","1.19",".73",".22",".03",".22",".62",".80",".03",".02",".29",".86","7.76","12.17","9.23","10339"
"Mitch Haniger","Mariners","DET @ SEA","RF","4.33","1.04",".58",".21",".02",".23",".66",".68",".04",".02",".50","1.01","7.83","12.22","9.17","14274"
"Andrew Benintendi","Red Sox","BAL @ BOS","LF","4.55","1.15",".70",".29",".04",".12",".68",".57",".10",".05",".54",".77","7.75","12.05","9.17","17901"
"Jose Osuna","Pirates","SD @ PIT","1B","4.51","1.23",".68",".34",".02",".19",".69",".58",".06",".03",".30",".75","7.71","11.99","9.21","12937"
