"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ TEX","CF","4.92","1.30",".68",".25",".04",".32","1.02",".82",".14",".07","1.01",".75","11.46","17.80","13.26","10155"
"Nolan Arenado","Rockies","SD @ COL","3B","4.62","1.43",".79",".31",".05",".29",".89",".96",".02",".01",".48",".62","10.16","15.90","11.95","9777"
"Justin Upton","Angels","LAA @ TEX","LF","4.83","1.11",".57",".26",".01",".27",".75",".86",".06",".03",".68","1.26","9.24","14.44","10.70","5222"
"Freddie Freeman","Braves","ATL @ WSH","1B","4.57","1.20",".64",".27",".01",".28",".74",".73",".04",".03",".73",".81","9.19","14.29","10.72","5361"
"Franchy Cordero","Padres","SD @ COL","LF","4.93","1.37",".73",".26",".15",".22",".78",".62",".10",".07",".33","1.59","9.05","14.03","10.89","14567"
"Eric Hosmer","Padres","SD @ COL","1B","4.70","1.45",".93",".29",".01",".22",".79",".74",".02",".02",".46",".77","8.95","13.96","10.66","3516"
"Trevor Story","Rockies","SD @ COL","SS","4.40","1.18",".61",".27",".04",".25",".74",".88",".06",".03",".45","1.27","8.98","14.06","10.52","12564"
"Carlos Gonzalez","Rockies","SD @ COL","RF","4.51","1.30",".76",".31",".02",".21",".77",".88",".02",".01",".46",".86","8.86","13.88","10.41","7287"
"Zack Cozart","Angels","LAA @ TEX","3B","5.03","1.27",".75",".26",".04",".21",".87",".64",".03",".02",".60",".72","8.83","13.73","10.38","2616"
"Bryce Harper","Nationals","ATL @ WSH","RF","4.43","1.04",".58",".19",".01",".26",".74",".69",".05",".03",".88",".74","8.88","13.82","10.25","11579"
"Joey Gallo","Rangers","LAA @ TEX","1B","4.15",".92",".37",".16",".02",".36",".68",".82",".04",".02",".51","1.23","8.57","13.41","9.91","14128"
