"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","MIA @ PHI","RF","4.83","1.25",".50",".20",".00",".54","1.07","1.01",".03",".02",".71","1.17","11.86","18.50","13.68","4949"
"Marcell Ozuna","Marlins","MIA @ PHI","LF","4.62","1.25",".71",".22",".01",".31",".81",".93",".03",".02",".47",".92","9.41","14.74","11.01","10324"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.68","1.22",".71",".20",".01",".30",".82",".94",".01",".01",".56",".85","9.39","14.72","10.94","2434"
"Paul Goldschmidt","Diamondbacks","COL @ ARI","1B","4.35","1.14",".63",".26",".02",".23",".82",".76",".12",".05",".71",".81","9.35","14.57","10.87","9218"
"Anthony Rizzo","Cubs","NYN @ CHN","1B","4.50","1.14",".62",".25",".02",".26",".79",".77",".06",".03",".76",".54","9.28","14.46","10.76","3473"
"Kris Bryant","Cubs","NYN @ CHN","3B","4.60","1.18",".65",".23",".03",".27",".85",".71",".08",".04",".62",".91","9.24","14.39","10.80","15429"
"Christian Yelich","Marlins","MIA @ PHI","CF","4.72","1.22",".74",".26",".01",".20",".83",".70",".10",".05",".72",".80","9.17","14.27","10.72","11477"
"Justin Bour","Marlins","MIA @ PHI","1B","4.51","1.11",".59",".19",".01",".32",".76",".91",".01",".01",".59",".80","9.11","14.27","10.56","9744"
"Mike Trout","Angels","HOU @ ANA","CF","4.48","1.03",".55",".19",".02",".27",".77",".59",".16",".06",".82","1.14","9.16","14.18","10.64","10155"
"Gary Sanchez","Yankees","BAL @ NYA","C","4.48","1.14",".65",".19",".00",".30",".74",".86",".05",".04",".45","1.00","8.80","13.78","10.30","11442"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.42","1.08",".57",".19",".02",".30",".72",".77",".05",".03",".59",".79","8.81","13.75","10.27","16472"
"Mookie Betts","Red Sox","OAK @ BOS","RF","4.40","1.19",".71",".29",".01",".19",".71",".83",".15",".05",".47",".47","8.75","13.69","10.29","13611"
"Trea Turner","Nationals","ATL @ WAS","SS","4.67","1.30",".89",".23",".05",".13",".72",".50",".33",".13",".37",".82","8.60","13.30","10.43","16252"
"Freddie Freeman","Braves","ATL @ WAS","1B","4.62","1.17",".69",".26",".01",".21",".74",".68",".03",".02",".76",".85","8.65","13.46","10.07","5361"
"Brian Dozier","Twins","TOR @ MIN","2B","4.70","1.18",".69",".25",".03",".22",".77",".68",".10",".05",".53",".71","8.60","13.39","10.12","9810"
"Robinson Cano","Mariners","SEA @ TEX","2B","4.79","1.32",".87",".25",".01",".19",".78",".80",".02",".01",".49",".45","8.56","13.40","10.11","3269"
"Aaron Judge","Yankees","BAL @ NYA","RF","4.59","1.01",".57",".15",".02",".28",".81",".71",".04",".02",".72","1.39","8.65","13.50","9.99","15640"
"J.D. Martinez","Diamondbacks","COL @ ARI","RF","4.25","1.08",".57",".22",".02",".26",".70",".92",".03",".01",".44",".99","8.53","13.40","9.93","6184"
"Jean Segura","Mariners","SEA @ TEX","SS","5.02","1.37","1.01",".23",".03",".11",".75",".59",".24",".09",".33",".57","8.30","12.89","10.05","5933"
"George Springer","Astros","HOU @ ANA","CF","4.78","1.17",".70",".20",".01",".25",".72",".61",".11",".05",".43","1.07","8.27","12.85","9.81","12856"
"Kyle Seager","Mariners","SEA @ TEX","3B","4.58","1.14",".69",".24",".02",".19",".71",".79",".04",".02",".56",".54","8.25","12.92","9.64","9785"
"Dee Gordon","Marlins","MIA @ PHI","2B","4.95","1.30","1.01",".20",".05",".04",".73",".37",".44",".16",".37",".64","8.13","12.53","9.96","8203"
"Charlie Blackmon","Rockies","COL @ ARI","CF","4.76","1.15",".71",".23",".07",".15",".67",".47",".23",".10",".53",".90","8.16","12.61","9.75","7859"
"Yonder Alonso","Mariners","SEA @ TEX","1B","4.89","1.20",".78",".25",".01",".16",".78",".63",".05",".03",".64",".65","8.18","12.74","9.59","2530"
"Josh Donaldson","Blue Jays","TOR @ MIN","3B","4.61","1.09",".60",".20",".01",".27",".70",".61",".04",".02",".59","1.02","8.17","12.69","9.57","5038"
"Andrew Benintendi","Red Sox","OAK @ BOS","LF","4.51","1.16",".73",".27",".03",".12",".68",".62",".16",".07",".56",".63","8.07","12.55","9.54","17901"
