"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Josh Donaldson","Blue Jays","CWS @ TOR","3B","4.65","1.06",".57",".19",".02",".28",".92",".72",".04",".02","1.03",".75","9.77","15.19","11.16","5038"
"Bryce Harper","Nationals","WSH @ ATL","RF","4.64","1.11",".60",".23",".01",".27",".74",".75",".05",".03",".81",".84","9.14","14.24","10.58","11579"
"Giancarlo Stanton","Yankees","TB @ NYY","LF","4.37",".94",".40",".17",".00",".36",".71",".84",".01",".01",".69","1.27","8.96","14.00","10.28","4949"
"Justin Smoak","Blue Jays","CWS @ TOR","1B","4.54","1.04",".56",".22",".01",".26",".78",".79",".01",".01",".81",".83","8.91","13.91","10.23","9054"
"Curtis Granderson","Blue Jays","CWS @ TOR","LF","4.44",".97",".46",".21",".06",".24",".71",".84",".04",".02",".79",".82","8.84","13.83","10.14","4747"
"Yasiel Puig","Dodgers","LAD @ ARI","RF","4.63","1.21",".68",".27",".03",".23",".68",".70",".07",".05",".43",".80","8.40","13.09","9.95","14225"
"Aaron Judge","Yankees","TB @ NYY","RF","4.47",".84",".43",".13",".01",".26",".77",".58",".05",".03",".98","1.43","8.42","13.08","9.58","15640"
"Tommy Pham","Cardinals","STL @ MIL","CF","4.79","1.11",".72",".18",".04",".18",".73",".56",".15",".08",".67","1.24","8.25","12.80","9.72","2967"
"Nolan Arenado","Rockies","COL @ SD","3B","4.58","1.14",".61",".27",".02",".25",".65",".72",".02",".02",".47",".67","8.15","12.72","9.59","9777"
"Paul Goldschmidt","Diamondbacks","LAD @ ARI","1B","4.35","1.05",".59",".24",".02",".21",".65",".60",".07",".04",".73","1.03","8.11","12.59","9.46","9218"
"Chris Taylor","Dodgers","LAD @ ARI","CF","4.85","1.26",".74",".32",".06",".14",".68",".50",".12",".06",".45","1.11","8.01","12.40","9.60","13757"
"Randal Grichuk","Blue Jays","CWS @ TOR","RF","4.33",".96",".45",".23",".04",".25",".64",".82",".04",".03",".40","1.25","7.87","12.35","9.15","10243"
"Marcell Ozuna","Cardinals","STL @ MIL","LF","4.57","1.15",".71",".21",".02",".22",".62",".79",".01",".01",".40","1.05","7.79","12.21","9.20","10324"
"Dexter Fowler","Cardinals","STL @ MIL","RF","4.89","1.11",".68",".20",".07",".16",".69",".48",".08",".05",".66","1.01","7.83","12.12","9.25","4062"
"Mike Trout","Angels","CLE @ LAA","CF","4.33",".99",".53",".19",".03",".24",".61",".50",".13",".06",".58","1.12","7.77","12.03","9.15","10155"
"Adam Eaton","Nationals","WSH @ ATL","LF","4.85","1.28",".85",".25",".05",".13",".68",".45",".09",".05",".51",".67","7.69","11.90","9.24","11205"
"Yasmani Grandal","Dodgers","LAD @ ARI","C","4.41","1.04",".57",".22",".01",".24",".64",".74",".01",".01",".46","1.11","7.74","12.10","9.03","11368"
"Anthony Rendon","Nationals","WSH @ ATL","3B","4.74","1.11",".67",".29",".01",".14",".74",".51",".06",".03",".66",".73","7.76","12.04","9.08","12861"
"Matt Carpenter","Cardinals","STL @ MIL","3B","4.68",".93",".51",".23",".02",".17",".68",".59",".02",".01",".88","1.01","7.79","12.12","8.94","8090"
"Trea Turner","Nationals","WSH @ ATL","SS","4.43","1.10",".72",".21",".06",".11",".49",".60",".27",".10",".42",".89","7.60","11.80","9.13","16252"
"Matt Adams","Nationals","WSH @ ATL","1B","4.54","1.09",".61",".24",".02",".22",".58",".80",".01",".01",".37","1.09","7.62","11.95","8.97","9393"
"Brian Dozier","Twins","MIN @ PIT","2B","4.76","1.10",".64",".23",".02",".21",".63",".51",".08",".05",".50",".82","7.63","11.82","9.04","9810"
"Matt Olson","Athletics","TEX @ OAK","1B","4.38",".93",".49",".18",".01",".26",".61",".68",".01",".01",".56","1.05","7.52","11.74","8.74","14344"
"Jose Altuve","Astros","BAL @ HOU","2B","4.35","1.24",".83",".25",".02",".13",".58",".56",".12",".05",".40",".66","7.42","11.53","8.94","5417"
"Gary Sanchez","Yankees","TB @ NYY","C","4.26",".98",".55",".18",".00",".25",".55",".74",".02",".01",".45",".98","7.44","11.63","8.70","11442"
"George Springer","Astros","BAL @ HOU","CF","4.55","1.05",".62",".21",".02",".20",".66",".50",".06",".04",".53","1.02","7.43","11.53","8.77","12856"
"Freddie Freeman","Braves","WSH @ ATL","1B","4.24",".98",".47",".26",".02",".23",".55",".56",".03",".02",".58","1.13","7.45","11.57","8.71","5361"
"Charlie Blackmon","Rockies","COL @ SD","CF","4.79","1.17",".77",".19",".04",".18",".61",".47",".10",".06",".44",".87","7.36","11.39","8.85","7859"
"Devon Travis","Blue Jays","CWS @ TOR","2B","4.77","1.18",".74",".30",".02",".13",".70",".55",".07",".04",".38",".93","7.34","11.43","8.74","13862"
"A.J. Pollock","Diamondbacks","LAD @ ARI","CF","4.26","1.05",".59",".28",".05",".14",".52",".67",".11",".05",".42",".79","7.33","11.43","8.67","9256"
"Christian Yelich","Brewers","STL @ MIL","LF","4.54","1.12",".74",".22",".02",".14",".63",".48",".08",".04",".59","1.09","7.33","11.37","8.69","11477"
"Matt Kemp","Dodgers","LAD @ ARI","LF","4.31","1.13",".63",".26",".01",".22",".57",".67",".02",".01",".30",".95","7.27","11.35","8.64","5631"
"Miguel Sano","Twins","MIN @ PIT","3B","4.54",".97",".54",".19",".01",".23",".59",".60",".01",".01",".54","1.42","7.25","11.29","8.47","12164"
"Jose Martinez","Cardinals","STL @ MIL","1B","4.46","1.17",".81",".20",".01",".15",".55",".67",".04",".02",".44",".76","7.17","11.19","8.54","7996"
"Travis Shaw","Brewers","STL @ MIL","3B","4.33","1.00",".58",".21",".02",".19",".55",".68",".03",".02",".49","1.12","7.22","11.28","8.46","11982"
"Trevor Story","Rockies","COL @ SD","SS","4.48",".98",".52",".24",".02",".20",".54",".66",".05",".03",".44","1.36","7.21","11.25","8.46","12564"
"Russell Martin","Blue Jays","CWS @ TOR","C","4.22",".82",".48",".15",".00",".19",".61",".60",".02",".02",".82",".86","7.23","11.27","8.27","4616"
"Eddie Rosario","Twins","MIN @ PIT","LF","4.66","1.18",".74",".24",".04",".16",".62",".50",".09",".07",".26",".79","7.07","10.98","8.53","12155"
"Brandon Belt","Giants","SEA @ SF","1B","4.45","1.01",".56",".27",".03",".14",".64",".47",".04",".03",".63",".99","7.16","11.11","8.38","10264"
"Eric Thames","Brewers","STL @ MIL","1B","4.66",".90",".51",".17",".03",".19",".63",".47",".06",".04",".68","1.51","7.18","11.12","8.35","3711"
"Edwin Encarnacion","Indians","CLE @ LAA","DH","4.40",".84",".46",".14",".00",".24",".56",".62",".01",".01",".67","1.05","7.18","11.19","8.28","2151"
"Logan Morrison","Twins","MIN @ PIT","DH","4.44",".96",".56",".20",".01",".20",".56",".60",".02",".01",".60",".84","7.14","11.12","8.33","9205"
"Enrique Hernandez","Dodgers","LAD @ ARI","2B","4.52",".94",".48",".27",".04",".15",".60",".60",".03",".02",".57","1.06","7.14","11.13","8.29","10472"
"Yoenis Cespedes","Mets","PHI @ NYM","LF","4.35","1.04",".60",".19",".02",".24",".60",".57",".02",".01",".35","1.02","7.06","11.00","8.38","13110"
"Corey Seager","Dodgers","LAD @ ARI","SS","4.74","1.18",".77",".25",".02",".14",".64",".53",".03",".02",".41","1.09","7.04","10.95","8.40","13624"
"Alex Bregman","Astros","BAL @ HOU","3B","4.45","1.06",".63",".26",".03",".14",".63",".48",".08",".05",".45",".84","7.03","10.91","8.34","17678"
"Manny Machado","Orioles","BAL @ HOU","SS","4.54","1.08",".64",".22",".01",".20",".60",".52",".06",".04",".32",".80","6.97","10.83","8.32","11493"
"Josh Reddick","Astros","BAL @ HOU","RF","4.26","1.11",".72",".23",".03",".13",".51",".64",".04",".03",".42",".68","6.91","10.78","8.22","3892"
"Jose Ramirez","Indians","CLE @ LAA","3B","4.50","1.07",".65",".25",".02",".14",".54",".50",".10",".05",".44",".62","6.91","10.73","8.24","13510"
"Khris Davis","Athletics","TEX @ OAK","DH","4.27",".87",".46",".17",".01",".23",".55",".64",".02",".01",".51","1.12","6.96","10.87","8.09","9112"
"Lorenzo Cain","Brewers","STL @ MIL","CF","4.43","1.15",".83",".20",".03",".10",".54",".51",".12",".05",".46",".91","6.88","10.68","8.27","9077"
"Jose Abreu","White Sox","CWS @ TOR","1B","4.44","1.15",".72",".24",".02",".17",".50",".57",".01",".01",".36",".79","6.78","10.56","8.13","15676"
"Kendrys Morales","Blue Jays","CWS @ TOR","DH","4.12",".94",".56",".19",".00",".18",".56",".62",".00",".00",".54",".82","6.83","10.67","7.96","8610"
"Francisco Lindor","Indians","CLE @ LAA","SS","4.72","1.04",".66",".20",".02",".16",".54",".46",".09",".05",".43",".80","6.76","10.47","8.08","12916"
"Starling Marte","Pirates","MIN @ PIT","CF","4.34","1.07",".74",".19",".04",".10",".52",".47",".18",".08",".38",".86","6.73","10.43","8.11","9241"
"Paul DeJong","Cardinals","STL @ MIL","SS","4.25","1.02",".61",".19",".01",".21",".51",".64",".02",".01",".29","1.28","6.68","10.44","7.94","18015"
"Dee Gordon","Mariners","SEA @ SF","CF","4.71","1.32","1.06",".16",".07",".03",".50",".31",".28",".12",".20",".66","6.57","10.11","8.26","8203"
"Gregory Polanco","Pirates","MIN @ PIT","RF","4.44","1.00",".60",".24",".02",".14",".59",".42",".10",".06",".46",".77","6.71","10.38","7.96","12907"
"Josh Bell","Pirates","MIN @ PIT","1B","4.24",".95",".58",".19",".03",".15",".53",".58",".03",".03",".52",".71","6.69","10.43","7.85","13145"
"DJ LeMahieu","Rockies","COL @ SD","2B","4.69","1.19",".89",".20",".02",".07",".61",".37",".07",".04",".52",".59","6.60","10.21","7.95","9874"
"Robinson Cano","Mariners","SEA @ SF","2B","4.51","1.15",".76",".26",".01",".12",".54",".54",".01",".01",".40",".57","6.59","10.27","7.89","3269"
"Jean Segura","Mariners","SEA @ SF","SS","4.60","1.23",".91",".22",".04",".06",".56",".40",".16",".08",".30",".66","6.54","10.12","8.02","5933"
"Jonathan Schoop","Orioles","BAL @ HOU","2B","4.44","1.11",".68",".24",".01",".19",".53",".55",".01",".01",".23","1.04","6.55","10.20","7.87","11265"
"Christian Villanueva","Padres","COL @ SD","3B","4.20",".86",".47",".16",".01",".23",".49",".64",".02",".02",".38","1.20","6.58","10.29","7.71","11738"
"Corey Dickerson","Pirates","MIN @ PIT","LF","4.14","1.04",".61",".23",".04",".16",".50",".61",".02",".02",".29",".89","6.51","10.17","7.76","10762"
"Jay Bruce","Mets","PHI @ NYM","RF","4.26",".90",".47",".19",".02",".21",".51",".55",".02",".02",".41","1.05","6.56","10.21","7.70","9892"
