"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Ryan Yarbrough","Rays","TB @ WSH","SP","25.05","5.60","3.56","1.12",".09",".83","3.01",".00",".00",".00","2.77",".00","-13.90","27.13","14.51","16502"
"Mike Trout","Angels","KC @ LAA","CF","4.42","1.14",".58",".21",".03",".32",".83",".68",".13",".07",".80",".72","9.92","15.38","11.55","10155"
"Charlie Blackmon","Rockies","COL @ CIN","CF","4.80","1.29",".74",".23",".04",".28",".89",".74",".11",".06",".61",".83","9.80","15.25","11.52","7859"
"Brian Dozier","Twins","CWS @ MIN","2B","4.76","1.17",".58",".25",".03",".31",".83",".79",".08",".04",".72",".73","9.77","15.22","11.35","9810"
"Nolan Arenado","Rockies","COL @ CIN","3B","4.70","1.24",".65",".28",".02",".30",".79",".84",".03",".02",".59",".78","9.48","14.80","11.07","9777"
"Khris Davis","Athletics","OAK @ TEX","DH","4.56","1.14",".56",".23",".01",".35",".76",".89",".02",".01",".38","1.04","8.99","14.07","10.50","9112"
"Matt Olson","Athletics","OAK @ TEX","1B","4.45","1.14",".55",".22",".01",".36",".76",".83",".02",".01",".42","1.04","8.99","14.05","10.52","14344"
"Miguel Sano","Twins","CWS @ MIN","3B","4.31",".97",".45",".18",".01",".33",".73",".79",".01",".01",".74","1.29","8.89","13.88","10.21","12164"
"George Springer","Astros","SEA @ HOU","CF","4.63","1.30",".76",".26",".02",".27",".80",".66",".06",".04",".38",".75","8.69","13.52","10.33","12856"
"Dustin Fowler","Athletics","OAK @ TEX","CF","4.89","1.37",".82",".25",".10",".21",".71",".59",".18",".10",".19",".80","8.56","13.28","10.42","17098"
"Jose Ramirez","Indians","MIL @ CLE","3B","4.47","1.20",".64",".34",".02",".19",".72",".71",".10",".05",".54",".49","8.66","13.49","10.17","13510"
"Tommy Pham","Cardinals","MIA @ STL","CF","4.53","1.17",".74",".21",".03",".20",".78",".58",".15",".08",".61",".84","8.60","13.34","10.15","2967"
"Michael Brantley","Indians","MIL @ CLE","LF","4.58","1.36",".84",".31",".02",".19",".78",".67",".07",".03",".38",".39","8.49","13.23","10.13","4106"
"Francisco Lindor","Indians","MIL @ CLE","SS","4.69","1.21",".67",".31",".02",".21",".75",".59",".08",".05",".48",".66","8.31","12.91","9.82","12916"
"Joey Gallo","Rangers","OAK @ TEX","LF","4.23",".92",".37",".19",".02",".33",".65",".81",".04",".03",".49","1.26","8.35","13.06","9.66","14128"
"Eddie Rosario","Twins","CWS @ MIN","LF","4.65","1.24",".77",".22",".03",".22",".69",".72",".09",".06",".34",".84","8.23","12.84","9.81","12155"
"Joey Votto","Reds","COL @ CIN","1B","4.44","1.09",".68",".20",".01",".20",".73",".62",".02",".01",".87",".75","8.33","12.96","9.65","4314"
"Aaron Judge","Yankees","NYY @ TOR","RF","4.68","1.00",".49",".22",".01",".28",".70",".66",".04",".03",".63","1.55","8.28","12.89","9.61","15640"
"Jose Altuve","Astros","SEA @ HOU","2B","4.41","1.36",".89",".29",".03",".15",".68",".69",".10",".04",".32",".55","8.11","12.65","9.76","5417"
"Edwin Encarnacion","Indians","MIL @ CLE","DH","4.37",".99",".52",".19",".00",".28",".69",".79",".01",".00",".60",".94","8.23","12.88","9.50","2151"
"J.D. Martinez","Red Sox","DET @ BOS","DH","4.37","1.21",".66",".30",".02",".23",".65",".74",".01",".01",".43",".94","8.16","12.74","9.63","6184"
"Trevor Story","Rockies","COL @ CIN","SS","4.49","1.03",".50",".25",".03",".24",".63",".76",".07",".03",".51","1.34","8.19","12.79","9.55","12564"
"Scooter Gennett","Reds","COL @ CIN","2B","4.35","1.24",".75",".24",".02",".23",".62",".88",".02",".02",".27",".99","8.02","12.59","9.53","10339"
"Trea Turner","Nationals","TB @ WSH","SS","4.66","1.19",".79",".23",".04",".13",".64",".48",".27",".10",".48",".96","8.03","12.40","9.65","16252"
"Matt Chapman","Athletics","OAK @ TEX","3B","4.35","1.09",".55",".23",".03",".29",".65",".72",".03",".02",".37","1.02","8.05","12.56","9.48","16505"
"Giancarlo Stanton","Yankees","NYY @ TOR","DH","4.47",".99",".44",".22",".01",".32",".64",".75",".02",".01",".43","1.29","8.06","12.59","9.39","4949"
"Alex Bregman","Astros","SEA @ HOU","3B","4.51","1.20",".68",".32",".03",".17",".75",".58",".09",".05",".42",".63","7.99","12.43","9.47","17678"
"Marcell Ozuna","Cardinals","MIA @ STL","LF","4.33","1.26",".81",".23",".02",".20",".64",".80",".02",".02",".36",".64","7.94","12.44","9.44","10324"
"Carlos Correa","Astros","SEA @ HOU","SS","4.32","1.16",".66",".26",".01",".23",".63",".77",".03",".02",".40",".84","7.94","12.43","9.37","14162"
"Anthony Rizzo","Cubs","PHI @ CHC","1B","4.26","1.05",".57",".23",".02",".23",".66",".71",".03",".02",".56",".75","7.98","12.46","9.31","3473"
"Kyle Schwarber","Cubs","PHI @ CHC","LF","4.06",".94",".46",".14",".03",".31",".63",".75",".02",".02",".50","1.23","7.97","12.45","9.26","16478"
"Justin Upton","Angels","KC @ LAA","LF","4.34",".98",".51",".19",".01",".28",".63",".72",".05",".03",".47","1.20","7.85","12.27","9.17","5222"
"Kris Bryant","Cubs","PHI @ CHC","3B","4.35","1.11",".62",".25",".03",".21",".67",".62",".03",".02",".51","1.08","7.83","12.19","9.21","15429"
"Jose Abreu","White Sox","CWS @ MIN","1B","4.46","1.22",".69",".28",".02",".23",".62",".66",".01",".01",".36",".80","7.73","12.05","9.21","15676"
"Jose Martinez","Cardinals","MIA @ STL","1B","4.43","1.23",".79",".27",".01",".17",".68",".65",".03",".02",".44",".52","7.68","11.97","9.11","7996"
"Eduardo Escobar","Twins","CWS @ MIN","SS","4.53","1.09",".62",".24",".03",".20",".62",".69",".03",".02",".47",".82","7.67","11.98","9.03","6153"
"Shin-Soo Choo","Rangers","OAK @ TEX","DH","4.63","1.16",".75",".22",".01",".18",".64",".55",".05",".03",".58",".82","7.62","11.84","9.02","3174"
"Anthony Rendon","Nationals","TB @ WSH","3B","4.44","1.08",".62",".28",".01",".17",".61",".60",".03",".02",".65",".72","7.64","11.87","8.93","12861"
"Carlos Santana","Phillies","PHI @ CHC","1B","4.40",".96",".49",".24",".01",".21",".61",".64",".02",".01",".65",".76","7.62","11.87","8.82","2396"
"Yonder Alonso","Indians","MIL @ CLE","1B","4.27","1.04",".60",".23",".00",".21",".61",".71",".01",".01",".54",".77","7.58","11.85","8.84","2530"
"Bryce Harper","Nationals","TB @ WSH","RF","4.54",".97",".58",".17",".01",".22",".67",".58",".05",".03",".62","1.13","7.59","11.80","8.84","11579"
"Marcus Semien","Athletics","OAK @ TEX","SS","4.78","1.23",".81",".24",".02",".16",".66",".56",".09",".06",".33",".84","7.46","11.60","8.97","12533"
"Freddie Freeman","Braves","ATL @ SD","1B","4.56","1.14",".70",".26",".02",".16",".57",".54",".04",".03",".64",".93","7.52","11.66","8.88","5361"
"Mark Reynolds","Nationals","TB @ WSH","1B","4.33","1.00",".57",".18",".01",".24",".56",".75",".01",".01",".50","1.21","7.49","11.73","8.75","7619"
"Jed Lowrie","Athletics","OAK @ TEX","2B","4.67","1.27",".81",".30",".02",".14",".66",".58",".01",".00",".44",".69","7.43","11.57","8.86","4418"
"Starling Marte","Pirates","LAD @ PIT","CF","4.42","1.16",".80",".20",".05",".12",".57",".52",".19",".08",".44",".83","7.40","11.48","8.91","9241"
"DJ LeMahieu","Rockies","COL @ CIN","2B","4.91","1.32",".95",".26",".02",".09",".72",".43",".08",".05",".50",".62","7.40","11.46","8.91","9874"
"Greg Bird","Yankees","NYY @ TOR","1B","4.58",".91",".40",".24",".01",".26",".63",".66",".01",".01",".46","1.25","7.46","11.65","8.66","14131"
"Paul Goldschmidt","Diamondbacks","ARI @ SF","1B","4.70","1.06",".70",".21",".03",".13",".66",".46",".09",".05",".69","1.06","7.37","11.42","8.68","9218"
"Eugenio Suarez","Reds","COL @ CIN","3B","4.24",".97",".55",".19",".01",".21",".56",".69",".03",".02",".55","1.08","7.32","11.44","8.54","12552"
