"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Tommy Pham","Rays","TB @ TEX","CF","4.79","1.31",".86",".21",".04",".20",".79",".67",".16",".08",".46",".91","8.88","13.81","10.58","2967"
"Ji-Man Choi","Rays","TB @ TEX","1B","4.70","1.26",".72",".28",".02",".23",".73",".79",".03",".02",".49",".87","8.72","13.61","10.26","5452"
"Brandon Lowe","Rays","TB @ TEX","2b","4.47","1.20",".70",".24",".03",".23",".68",".78",".07",".04",".38",".91","8.33","13.03","9.86","18882"
"Nelson Cruz","Mariners","SEA @ HOU","DH","4.58","1.06",".59",".17",".01",".29",".64",".77",".01",".01",".57","1.03","8.26","12.90","9.63","2434"
"Mallex Smith","Rays","TB @ TEX","LF","4.91","1.43","1.02",".26",".10",".06",".68",".46",".27",".14",".32",".65","8.11","12.53","9.97","13608"
"Eddie Rosario","Twins","MIN @ DET","LF","4.61","1.34",".81",".26",".04",".22",".63",".71",".07",".06",".20",".70","8.07","12.58","9.74","12155"
"Shin-Soo Choo","Rangers","TB @ TEX","DH","4.74","1.04",".64",".20",".01",".19",".72",".56",".06",".04",".88","1.11","8.21","12.73","9.50","3174"
"Alex Bregman","Astros","SEA @ HOU","3B","4.40","1.16",".63",".31",".02",".20",".63",".71",".06",".04",".47",".54","8.08","12.60","9.52","17678"
"Christian Yelich","Brewers","CIN @ MIL","LF","4.45","1.23",".74",".25",".03",".21",".69",".56",".08",".04",".41",".90","7.98","12.38","9.52","11477"
"Jose Altuve","Astros","SEA @ HOU","2B","4.50","1.35",".89",".29",".02",".14",".71",".53",".13",".06",".35",".55","7.94","12.31","9.58","5417"
"Rougned Odor","Rangers","TB @ TEX","","4.62","1.03",".57",".21",".03",".23",".67",".67",".11",".07",".47","1.20","8.00","12.48","9.40","12282"
"Ronald Acuna","Braves","STL @ ATL","LF","4.53","1.23",".77",".22",".02",".22",".64",".50",".16",".11",".33",".93","7.83","12.12","9.45","18401"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.62",".89",".50",".19",".01",".19",".65",".54",".05",".03",".99","1.06","7.95","12.32","9.10","11579"
"Billy McKinney","Blue Jays","TOR @ BAL","LF","4.82","1.03",".57",".19",".03",".25",".65",".59",".04",".03",".58","1.17","7.83","12.18","9.18","15654"
"Randal Grichuk","Blue Jays","TOR @ BAL","RF","4.49","1.03",".51",".23",".02",".28",".60",".73",".04",".02",".36","1.20","7.77","12.14","9.13","10243"
"George Springer","Astros","SEA @ HOU","CF","4.62","1.16",".70",".24",".01",".21",".71",".53",".07",".04",".43",".82","7.73","12.01","9.19","12856"
"Mitch Haniger","Mariners","SEA @ HOU","RF","4.79","1.10",".64",".24",".03",".19",".66",".54",".05",".04",".60","1.17","7.74","12.02","9.11","14274"
"Wil Myers","Padres","SF @ SD","RF","4.48","1.12",".63",".24",".02",".22",".65",".46",".12",".07",".42","1.11","7.70","11.91","9.19","10047"
"Travis Shaw","Brewers","CIN @ MIL","3B","4.26","1.00",".53",".21",".01",".25",".64",".73",".02",".01",".48",".77","7.72","12.07","9.00","11982"
"Curtis Granderson","Brewers","CIN @ MIL","LF","4.55","1.01",".51",".23",".03",".24",".69",".52",".04",".02",".52","1.08","7.72","11.98","9.05","4747"
"Rhys Hoskins","Phillies","NYM @ PHI","LF","4.46",".94",".50",".18",".01",".25",".67",".59",".04",".03",".61","1.11","7.69","11.97","8.94","16472"
"Trea Turner","Nationals","WSH @ MIA","SS","4.74","1.11",".79",".17",".06",".10",".64",".43",".29",".11",".44",".90","7.59","11.73","9.15","16252"
"Franmil Reyes","Padres","SF @ SD","RF","4.37","1.08",".61",".17",".02",".28",".65",".57",".04",".02",".38","1.19","7.60","11.82","9.01","14566"
"Nolan Arenado","Rockies","COL @ LAD","3B","4.40","1.08",".58",".23",".01",".26",".63",".62",".02",".02",".40",".88","7.59","11.82","8.95","9777"
"Freddie Freeman","Braves","STL @ ATL","1B","4.32","1.21",".74",".27",".02",".18",".61",".56",".04",".03",".43",".65","7.48","11.62","8.93","5361"
"Matt Carpenter","Cardinals","STL @ ATL","3B","4.73",".97",".48",".26",".01",".23",".64",".48",".02",".01",".72","1.19","7.58","11.73","8.80","8090"
"Kendrys Morales","Blue Jays","TOR @ BAL","DH","4.60","1.03",".62",".17",".00",".23",".63",".61",".02",".01",".57",".91","7.51","11.70","8.79","8610"
