"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Yoenis Cespedes","Mets","NYM @ CIN","LF","4.74","1.28",".65",".24",".02",".37",".87",".83",".02",".01",".38",".99","9.59","14.98","11.29","13110"
"Brandon Belt","Giants","SF @ PHI","1B","4.48","1.14",".53",".26",".03",".31",".75",".87",".02",".02",".66",".90","9.43","14.73","10.93","10264"
"Michael Conforto","Mets","NYM @ CIN","CF","4.85","1.19",".62",".24",".02",".31",".86",".64",".03",".03",".67",".95","9.26","14.37","10.81","16376"
"Jay Bruce","Mets","NYM @ CIN","RF","4.63","1.19",".56",".26",".02",".34",".76",".82",".02",".02",".42",".77","9.14","14.28","10.72","9892"
"Rhys Hoskins","Phillies","SF @ PHI","LF","4.45","1.04",".48",".21",".02",".33",".76",".70",".04",".03",".57","1.18","8.80","13.71","10.24","16472"
"Bryce Harper","Nationals","WSH @ SD","RF","4.79",".96",".54",".17",".01",".24",".71",".50",".07",".04","1.01","1.01","8.50","13.14","9.79","11579"
"Kris Bryant","Cubs","MIA @ CHC","3B","4.34","1.09",".59",".25",".03",".22",".70",".63",".04",".03",".67",".70","8.27","12.87","9.65","15429"
"Joey Gallo","Rangers","DET @ TEX","1B","4.26",".91",".42",".16",".02",".32",".63",".80",".03",".02",".56","1.25","8.24","12.89","9.52","14128"
"Nicholas Castellanos","Tigers","DET @ TEX","RF","4.64","1.26",".74",".27",".04",".21",".65",".73",".02",".02",".39",".89","8.10","12.65","9.63","11737"
"Eugenio Suarez","Reds","NYM @ CIN","3B","4.37","1.05",".60",".21",".02",".22",".64",".78",".03",".03",".61",".83","8.14","12.72","9.46","12552"
"Joey Votto","Reds","NYM @ CIN","1B","4.46","1.08",".71",".17",".01",".18",".71",".61",".02",".01",".85",".57","8.09","12.59","9.39","4314"
"Brian Dozier","Twins","MIN @ STL","2B","4.70","1.09",".63",".22",".02",".22",".69",".65",".08",".04",".47",".87","7.95","12.39","9.36","9810"
"Jose Altuve","Astros","HOU @ OAK","2B","4.72","1.40",".99",".28",".02",".11",".70",".50",".16",".06",".35",".52","7.87","12.19","9.56","5417"
"Andrew McCutchen","Giants","SF @ PHI","RF","4.68","1.12",".68",".22",".01",".21",".73",".55",".06",".03",".52",".91","7.82","12.15","9.23","9847"
"Jeimer Candelario","Tigers","DET @ TEX","3B","4.76","1.18",".68",".31",".03",".16",".71",".59",".01",".01",".54",".97","7.81","12.15","9.20","13621"
"Todd Frazier","Mets","NYM @ CIN","3B","4.42",".95",".49",".19",".01",".26",".62",".70",".04",".03",".58",".82","7.81","12.18","9.06","785"
"Asdrubal Cabrera","Mets","NYM @ CIN","2B","4.52","1.21",".73",".28",".01",".19",".62",".68",".03",".01",".41",".55","7.73","12.05","9.17","4962"
"George Springer","Astros","HOU @ OAK","CF","4.83","1.21",".77",".25",".01",".18",".69",".51",".06",".03",".43",".77","7.56","11.73","9.03","12856"
"Carlos Correa","Astros","HOU @ OAK","SS","4.61","1.20",".76",".27",".01",".16",".61",".64",".04",".03",".45",".82","7.49","11.67","8.90","14162"
