"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Bryce Harper","Nationals","PIT @ WSH","RF","4.68","1.18",".64",".23",".01",".30",".89",".66",".06",".04",".90",".77","9.84","15.27","11.40","11579"
"Mike Trout","Angels","BAL @ LAA","CF","4.54","1.13",".64",".20",".03",".26",".81",".63",".14",".06",".90",".70","9.55","14.80","11.10","10155"
"Mookie Betts","Red Sox","BOS @ TEX","RF","4.84","1.29",".72",".33",".02",".22",".78",".60",".14",".06",".54",".56","9.04","14.02","10.72","13611"
"J.D. Martinez","Red Sox","BOS @ TEX","DH","4.62","1.25",".65",".28",".02",".30",".72",".83",".02",".01",".44","1.12","8.97","14.02","10.56","6184"
"Josh Donaldson","Blue Jays","","3B","4.66","1.11",".57",".23",".01",".30",".79",".69",".03",".02",".66",".95","8.92","13.88","10.37","5038"
"Matt Adams","Nationals","PIT @ WSH","1B","4.46","1.16",".63",".25",".01",".27",".70",".84",".01",".01",".45","1.04","8.53","13.36","9.99","9393"
"Ronald Acuna","Braves","ATL @ NYM","LF","4.69","1.25",".79",".24",".03",".19",".71",".58",".21",".14",".39","1.07","8.45","13.10","10.13","18401"
"Trea Turner","Nationals","PIT @ WSH","SS","4.57","1.23",".85",".22",".05",".11",".71",".57",".31",".13",".43",".83","8.42","13.06","10.12","16252"
"Curtis Granderson","Blue Jays","","LF","4.77","1.01",".45",".24",".03",".30",".76",".60",".04",".02",".62","1.10","8.51","13.22","9.89","4747"
"Freddie Freeman","Braves","ATL @ NYM","1B","4.58","1.21",".72",".26",".01",".21",".66",".67",".04",".02",".57",".84","8.22","12.80","9.69","5361"
"Mike Moustakas","Royals","DET @ KC","3B","4.39","1.20",".67",".23",".01",".29",".66",".79",".01",".00",".26",".53","8.11","12.69","9.62","4892"
"Corey Dickerson","Pirates","PIT @ WSH","LF","4.37","1.29",".73",".31",".03",".23",".63",".77",".03",".02",".24",".74","8.07","12.62","9.65","10762"
"Starling Marte","Pirates","PIT @ WSH","CF","4.58","1.28",".88",".22",".03",".15",".64",".60",".20",".09",".35",".81","8.02","12.46","9.69","9241"
"Teoscar Hernandez","Blue Jays","","RF","4.56","1.11",".55",".28",".03",".26",".62",".70",".09",".06",".30","1.19","8.06","12.57","9.55","13066"
"Ozzie Albies","Braves","ATL @ NYM","2B","4.80","1.26",".77",".26",".05",".18",".70",".52",".14",".09",".34",".85","8.00","12.40","9.63","16556"
"Gregory Polanco","Pirates","PIT @ WSH","RF","4.69","1.17",".65",".29",".02",".22",".72",".59",".09",".05",".35",".81","8.01","12.46","9.51","12907"
"Khris Davis","Athletics","OAK @ SEA","DH","4.43",".98",".44",".19",".01",".34",".64",".78",".01",".01",".37","1.34","8.03","12.57","9.37","9112"
"Brian Dozier","Twins","MIN @ CWS","2B","4.87","1.03",".58",".20",".02",".23",".68",".57",".09",".05",".64","1.00","7.98","12.38","9.33","9810"
"A.J. Pollock","Diamondbacks","LAD @ ARI","CF","4.27","1.09",".58",".28",".04",".18",".60",".70",".13",".06",".40",".77","7.90","12.32","9.34","9256"
"Mark Canha","Athletics","OAK @ SEA","1B","4.63","1.15",".58",".29",".01",".27",".66",".63",".04",".02",".28","1.10","7.84","12.20","9.30","11445"
"Jay Bruce","Mets","ATL @ NYM","RF","4.48","1.05",".54",".23",".03",".26",".72",".60",".03",".02",".45",".90","7.86","12.24","9.23","9892"
"Jose Ramirez","Indians","","3B","4.43","1.19",".68",".33",".03",".15",".63",".61",".09",".05",".42",".51","7.80","12.13","9.27","13510"
"Matt Kemp","Dodgers","LAD @ ARI","LF","4.58","1.18",".66",".27",".01",".24",".62",".69",".02",".01",".34","1.07","7.78","12.15","9.24","5631"
