"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.60","1.18",".66",".20",".01",".31",".77",".85",".01",".01",".58",".98","9.11","14.24","10.62","2434"
"Andrew McCutchen","Pirates","PIT @ MIL","CF","4.62","1.05",".60",".21",".02",".23",".72",".70",".08",".04",".72",".98","8.57","13.35","9.95","9847"
"Manny Machado","Orioles","BAL @ TOR","3B","4.59","1.14",".56",".25",".01",".33",".69",".68",".06",".03",".36",".88","8.50","13.23","10.04","11493"
"Starling Marte","Pirates","PIT @ MIL","LF","4.84","1.19",".74",".25",".04",".17",".68",".48",".32",".14",".39","1.07","8.45","13.05","10.17","9241"
"Ryan Braun","Brewers","PIT @ MIL","LF","4.38","1.09",".61",".21",".02",".25",".67",".69",".10",".05",".58",".84","8.44","13.13","9.89","3410"
"Josh Bell","Pirates","PIT @ MIL","1B","4.52","1.10",".66",".19",".05",".20",".69",".74",".06",".03",".59",".82","8.28","12.93","9.69","13145"
"J.D. Martinez","Diamondbacks","COL @ ARI","RF","4.25","1.08",".56",".23",".02",".26",".69",".75",".02",".02",".54",".98","8.28","12.93","9.66","6184"
"Edwin Encarnacion","Indians","DET @ CLE","DH","4.32",".94",".51",".19",".00",".24",".72",".82",".02",".01",".68",".73","8.24","12.91","9.45","2151"
"Carlos Gomez","Rangers","SEA @ TEX","CF","4.30","1.00",".57",".19",".01",".23",".67",".69",".15",".07",".52","1.10","8.15","12.71","9.54","4881"
"Jean Segura","Mariners","SEA @ TEX","SS","4.93","1.33",".95",".24",".02",".12",".70",".56",".21",".11",".35",".68","8.03","12.47","9.72","5933"
"Jay Bruce","Indians","DET @ CLE","RF","4.22",".99",".53",".23",".01",".22",".66",".83",".06",".03",".50",".81","8.02","12.58","9.30","9892"
"Carlos Santana","Indians","DET @ CLE","1B","4.42",".97",".56",".21",".01",".18",".74",".62",".05",".03",".82",".55","8.06","12.55","9.27","2396"
"Francisco Lindor","Indians","DET @ CLE","SS","4.64","1.22",".80",".24",".01",".16",".72",".53",".14",".08",".47",".50","7.92","12.29","9.45","12916"
"Charlie Blackmon","Rockies","COL @ ARI","CF","4.65","1.16",".70",".22",".06",".17",".63",".45",".20",".08",".38",".93","7.78","12.03","9.38","7859"
"Gregory Polanco","Pirates","PIT @ MIL","RF","4.31","1.05",".65",".21",".02",".17",".57",".70",".16",".07",".53",".74","7.82","12.19","9.21","12907"
"Mitch Haniger","Mariners","SEA @ TEX","RF","4.81","1.13",".71",".22",".02",".18",".71",".60",".08",".04",".52","1.01","7.80","12.15","9.21","14274"
"Steve Pearce","Blue Jays","BAL @ TOR","LF","4.61","1.06",".56",".24",".02",".24",".70",".59",".03",".02",".50",".97","7.83","12.17","9.17","9957"
"A.J. Pollock","Diamondbacks","COL @ ARI","CF","4.35","1.16",".72",".25",".05",".14",".65",".59",".15",".07",".41",".56","7.76","12.07","9.27","9256"
"Robinson Cano","Mariners","SEA @ TEX","2B","4.70","1.24",".83",".24",".01",".16",".69",".68",".02",".01",".48",".60","7.73","12.08","9.16","3269"
"Yasiel Puig","Dodgers","LAN @ SFN","RF","4.50","1.06",".67",".20",".04",".15",".62",".75",".07",".05",".53",".79","7.69","12.03","9.01","14225"
"Joey Gallo","Rangers","SEA @ TEX","3B","4.19",".76",".33",".12",".02",".28",".65",".71",".03",".02",".70","1.46","7.76","12.12","8.85","14128"
"Justin Turner","Dodgers","LAN @ SFN","3B","4.72","1.17",".77",".25",".01",".13",".65",".63",".04",".02",".59",".63","7.59","11.83","8.94","5235"
"Cody Bellinger","Dodgers","LAN @ SFN","1B","4.61",".98",".61",".17",".03",".16",".64",".67",".06",".03",".67",".99","7.59","11.85","8.82","15998"
"Corey Seager","Dodgers","LAN @ SFN","SS","4.82","1.23",".83",".26",".02",".11",".69",".52",".05",".02",".60",".79","7.53","11.69","8.94","13624"
"Jose Bautista","Blue Jays","BAL @ TOR","RF","4.49",".86",".44",".19",".01",".24",".69",".57",".03",".02",".71","1.06","7.60","11.83","8.74","1887"
"Chris Taylor","Dodgers","LAN @ SFN","CF","4.94","1.16",".76",".25",".06",".09",".67",".44",".18",".08",".48","1.10","7.48","11.58","8.97","13757"
"Domingo Santana","Brewers","PIT @ MIL","RF","4.48",".93",".54",".19",".00",".20",".69",".48",".06",".04",".74","1.27","7.55","11.70","8.75","10348"
"Kendrys Morales","Blue Jays","BAL @ TOR","DH","4.29",".99",".54",".22",".00",".22",".61",".71",".01",".00",".52",".87","7.48","11.70","8.71","8610"
"Justin Smoak","Blue Jays","BAL @ TOR","1B","4.39",".91",".50",".19",".01",".22",".65",".61",".02",".01",".66","1.03","7.49","11.68","8.65","9054"
