"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Rhys Hoskins","Phillies","NYM @ PHI","LF","4.60","1.17",".55",".25",".01",".35",".91",".86",".04",".03",".71",".87","10.13","15.80","11.71","16472"
"Jose Ramirez","Indians","BAL @ CLE","3B","4.50","1.17",".61",".29",".03",".24",".79",".79",".10",".05",".73",".52","9.54","14.86","11.08","13510"
"Bryce Harper","Nationals","MIA @ WSH","RF","4.53","1.01",".52",".21",".01",".28",".83",".74",".05",".03",".96",".87","9.38","14.60","10.72","11579"
"Justin Upton","Angels","LAA @ TEX","LF","4.71","1.22",".71",".23",".01",".28",".77",".80",".06",".04",".61","1.04","9.22","14.39","10.79","5222"
"Joey Gallo","Rangers","LAA @ TEX","LF","4.24",".92",".36",".16",".02",".37",".76",".88",".04",".03",".69","1.27","9.29","14.53","10.64","14128"
"Mookie Betts","Red Sox","TB @ BOS","RF","4.73","1.20",".63",".34",".04",".18",".78",".62",".16",".06",".68",".68","9.13","14.16","10.71","13611"
"Brandon Belt","Giants","SF @ CIN","1B","4.77","1.22",".60",".28",".02",".31",".76",".63",".03",".02",".59","1.01","9.04","14.03","10.62","10264"
"Mike Moustakas","Brewers","MIL @ STL","3B","4.73","1.29",".75",".25",".01",".27",".77",".86",".01",".01",".42",".59","8.89","13.92","10.47","4892"
"Giancarlo Stanton","Yankees","TOR @ NYY","DH","4.50","1.13",".59",".22",".01",".32",".79",".76",".02",".01",".56","1.10","8.94","13.95","10.42","4949"
"Shin-Soo Choo","Rangers","LAA @ TEX","DH","4.79","1.19",".73",".23",".01",".22",".82",".64",".04",".03",".83",".90","8.95","13.91","10.41","3174"
"Eddie Rosario","Twins","DET @ MIN","LF","4.67","1.44",".89",".32",".05",".18",".76",".75",".09",".06",".30",".69","8.76","13.67","10.52","12155"
"Rougned Odor","Rangers","LAA @ TEX","","4.69","1.13",".63",".22",".03",".25",".74",".77",".11",".07",".47",".98","8.74","13.64","10.26","12282"
"J.D. Martinez","Red Sox","TB @ BOS","DH","4.40","1.14",".57",".29",".01",".27",".69",".87",".01",".01",".49","1.10","8.66","13.56","10.09","6184"
"Christian Yelich","Brewers","MIL @ STL","LF","4.93","1.42",".94",".28",".04",".16",".77",".55",".08",".05",".54",".97","8.57","13.28","10.27","11477"
"Justin Turner","Dodgers","LAD @ SEA","3B","4.86","1.27",".79",".29",".01",".18",".78",".66",".04",".02",".65",".64","8.58","13.35","10.08","5235"
"Trea Turner","Nationals","MIA @ WSH","SS","4.64","1.27",".89",".21",".04",".13",".77",".52",".29",".11",".41",".75","8.47","13.11","10.20","16252"
"Brian Dozier","Dodgers","LAD @ SEA","2B","4.98","1.10",".61",".25",".02",".22",".74",".63",".08",".04",".62","1.00","8.40","13.06","9.82","9810"
"Kole Calhoun","Angels","LAA @ TEX","RF","4.94","1.21",".74",".22",".03",".21",".70",".68",".04",".03",".58",".76","8.33","12.98","9.83","11200"
"Michael Brantley","Indians","BAL @ CLE","LF","4.61","1.30",".83",".30",".01",".16",".80",".61",".08",".04",".47",".44","8.30","12.92","9.86","4106"
