"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Freddie Freeman","Braves","SD @ ATL","1B","4.45","1.27",".71",".31",".02",".23",".74",".69",".04",".03",".69",".68","9.03","14.04","10.59","5361"
"Michael Conforto","Mets","NYM @ ARI","CF","4.80","1.27",".69",".25",".05",".28",".76",".63",".03",".02",".48",".91","8.79","13.65","10.42","16376"
"J.D. Martinez","Red Sox","BOS @ SEA","DH","4.56","1.15",".59",".22",".01",".33",".68",".82",".01",".01",".39","1.19","8.59","13.43","10.09","6184"
"Mookie Betts","Red Sox","BOS @ SEA","RF","4.77","1.20",".67",".28",".02",".24",".72",".57",".15",".07",".50",".68","8.60","13.32","10.20","13611"
"Paul Goldschmidt","Diamondbacks","NYM @ ARI","1B","4.40","1.09",".58",".25",".03",".24",".68",".63",".07",".04",".68","1.01","8.47","13.16","9.91","9218"
"Jose Ramirez","Indians","CLE @ CWS","3B","4.65","1.15",".66",".28",".03",".19",".64",".67",".11",".06",".64",".72","8.44","13.11","9.92","13510"
"Charlie Blackmon","Rockies","COL @ PHI","CF","4.61","1.14",".68",".18",".05",".24",".69",".60",".11",".06",".55","1.11","8.39","13.03","9.93","7859"
"Rhys Hoskins","Phillies","COL @ PHI","LF","4.54",".96",".47",".20",".02",".27",".73",".68",".04",".03",".72","1.26","8.42","13.12","9.71","16472"
"Francisco Lindor","Indians","CLE @ CWS","SS","4.88","1.21",".72",".27",".02",".20",".66",".60",".10",".06",".53",".93","8.22","12.77","9.76","12916"
"Eddie Rosario","Twins","MIN @ DET","LF","4.72","1.31",".79",".26",".06",".21",".65",".66",".08",".07",".25",".73","8.06","12.55","9.72","12155"
"Giancarlo Stanton","Yankees","TB @ NYY","DH","4.41",".96",".46",".19",".00",".30",".66",".76",".01",".01",".57","1.35","8.14","12.72","9.41","4949"
"Aaron Judge","Yankees","TB @ NYY","RF","4.50",".88",".46",".17",".01",".24",".71",".60",".05",".03",".85","1.44","8.12","12.62","9.30","15640"
"Brian Dozier","Twins","MIN @ DET","2B","4.83","1.13",".67",".22",".04",".20",".68",".58",".08",".05",".52",".85","7.95","12.36","9.40","9810"
"Eric Hosmer","Padres","SD @ ATL","1B","4.46","1.21",".73",".24",".01",".24",".63",".64",".03",".03",".45",".80","7.93","12.34","9.42","3516"
"Leonys Martin","Tigers","MIN @ DET","CF","4.64","1.12",".70",".19",".07",".16",".67",".52",".17",".08",".50",".96","7.90","12.24","9.41","11846"
"Brandon Nimmo","Mets","NYM @ ARI","CF","4.58","1.15",".63",".27",".09",".16",".63",".59",".05",".03",".54",".96","7.85","12.20","9.29","12927"
"Todd Frazier","Mets","NYM @ ARI","3B","4.69","1.03",".56",".21",".01",".25",".72",".62",".05",".03",".45",".85","7.78","12.13","9.12","785"
"Edwin Encarnacion","Indians","CLE @ CWS","DH","4.55",".91",".50",".15",".00",".25",".61",".72",".01",".00",".73","1.18","7.81","12.20","8.99","2151"
"Andrew Benintendi","Red Sox","BOS @ SEA","LF","4.66","1.10",".66",".23",".02",".18",".68",".55",".11",".06",".51",".84","7.73","12.01","9.14","17901"
"Ozzie Albies","Braves","SD @ ATL","2B","4.68","1.16",".70",".24",".07",".15",".65",".49",".14",".08",".40",".78","7.65","11.84","9.17","16556"
"Carlos Santana","Phillies","COL @ PHI","1B","4.32",".93",".50",".22",".02",".19",".59",".68",".03",".01",".75",".66","7.65","11.94","8.82","2396"
"Nelson Cruz","Mariners","BOS @ SEA","DH","4.26",".98",".54",".16",".00",".28",".59",".72",".01",".01",".48","1.07","7.58","11.84","8.85","2434"
"Jose Altuve","Astros","HOU @ OAK","2B","4.69","1.33",".96",".24",".02",".12",".64",".53",".14",".06",".33",".62","7.46","11.58","9.07","5417"
"Jeimer Candelario","Tigers","MIN @ DET","3B","4.53","1.04",".56",".26",".06",".15",".67",".56",".01",".01",".62",".99","7.49","11.65","8.75","13621"
"Nicholas Castellanos","Tigers","MIN @ DET","RF","4.43","1.19",".70",".27",".07",".15",".57",".65",".02",".02",".33",".92","7.30","11.39","8.73","11737"
"Asdrubal Cabrera","Mets","NYM @ ARI","2B","4.48","1.23",".74",".29",".03",".17",".56",".70",".02",".01",".28",".58","7.28","11.39","8.72","4962"
"Andrew McCutchen","Giants","SF @ MIA","RF","4.60","1.03",".63",".22",".02",".16",".60",".58",".05",".03",".60",".96","7.31","11.37","8.58","9847"
"Justin Bour","Marlins","SF @ MIA","1B","4.37","1.01",".62",".17",".01",".20",".59",".58",".00",".00",".65",".85","7.29","11.34","8.51","9744"
"Buster Posey","Giants","SF @ MIA","C","4.69","1.22",".83",".27",".01",".12",".66",".48",".03",".03",".49",".55","7.16","11.11","8.55","9166"
"Derek Dietrich","Marlins","SF @ MIA","LF","4.57","1.16",".71",".23",".05",".16",".65",".42",".02",".01",".50",".85","7.17","11.09","8.56","10542"
"Brandon Crawford","Giants","SF @ MIA","SS","4.50","1.10",".67",".25",".03",".15",".55",".65",".04",".02",".44",".83","7.13","11.13","8.45","5343"
"Alex Bregman","Astros","HOU @ OAK","3B","4.80","1.12",".69",".27",".02",".14",".62",".47",".09",".05",".47",".71","7.14","11.07","8.50","17678"
"Rajai Davis","Indians","CLE @ CWS","CF","4.77","1.04",".72",".20",".03",".08",".57",".42",".29",".12",".42","1.14","7.08","10.94","8.52","3708"
"Nick Ahmed","Diamondbacks","NYM @ ARI","SS","4.52","1.04",".59",".23",".05",".18",".66",".52",".07",".06",".33",".85","7.09","11.02","8.42","12147"
"Franmil Reyes","Padres","SD @ ATL","RF","4.27",".97",".52",".15",".01",".29",".55",".67",".02",".02",".28","1.27","7.08","11.06","8.36","14566"
"Gary Sanchez","Yankees","TB @ NYY","C","4.30",".92",".50",".20",".00",".22",".57",".67",".02",".01",".50","1.06","7.12","11.13","8.28","11442"
"Logan Morrison","Twins","MIN @ DET","DH","4.50",".95",".56",".18",".02",".19",".58",".58",".02",".01",".60",".86","7.06","11.00","8.24","9205"
"Odubel Herrera","Phillies","COL @ PHI","CF","4.42","1.16",".78",".22",".04",".12",".57",".58",".07",".04",".41","1.00","6.99","10.88","8.36","11476"
"Hunter Renfroe","Padres","SD @ ATL","LF","4.37","1.04",".55",".25",".01",".22",".54",".67",".02",".01",".25","1.07","6.99","10.92","8.29","15464"
"Cesar Hernandez","Phillies","COL @ PHI","2B","4.64","1.08",".77",".17",".05",".08",".65",".36",".13",".07",".66","1.06","7.02","10.83","8.35","10556"
"Mitch Moreland","Red Sox","BOS @ SEA","1B","4.46",".98",".53",".23",".01",".22",".53",".64",".01",".01",".41",".97","6.98","10.89","8.20","3086"
"Mitch Haniger","Mariners","BOS @ SEA","RF","4.35",".98",".57",".21",".02",".18",".54",".56",".05",".03",".49","1.15","6.96","10.82","8.20","14274"
"Eduardo Escobar","Twins","MIN @ DET","SS","4.62","1.10",".65",".24",".05",".16",".55",".60",".03",".02",".32",".87","6.90","10.75","8.24","6153"
"Carlos Correa","Astros","HOU @ OAK","SS","4.59","1.07",".67",".21",".01",".17",".54",".60",".03",".02",".42","1.00","6.89","10.75","8.18","14162"
"Cory Spangenberg","Padres","SD @ ATL","3B","4.57","1.08",".68",".18",".04",".17",".61",".48",".09",".05",".32","1.26","6.87","10.67","8.25","12294"
"Nick Williams","Phillies","COL @ PHI","RF","4.23","1.00",".58",".18",".05",".19",".48",".69",".04",".03",".32","1.26","6.83","10.68","8.11","14330"
"Aaron Hicks","Yankees","TB @ NYY","CF","4.62",".93",".60",".19",".02",".13",".62",".42",".09",".06",".68",".97","6.90","10.69","8.07","5297"
"Trevor Story","Rockies","COL @ PHI","SS","4.41",".88",".44",".20",".03",".21",".49",".63",".06",".03",".41","1.69","6.83","10.65","8.01","12564"
"Jean Segura","Mariners","BOS @ SEA","SS","4.46","1.21",".87",".22",".03",".09",".56",".44",".16",".07",".28",".75","6.73","10.43","8.22","5933"
"Brian Anderson","Marlins","SF @ MIA","RF","4.47","1.16",".78",".24",".03",".11",".64",".44",".03",".02",".44",".87","6.77","10.50","8.11","18289"
"Nick Markakis","Braves","SD @ ATL","RF","4.35","1.16",".80",".27",".01",".08",".55",".59",".01",".01",".51",".49","6.72","10.48","7.97","5930"
"Joe Panik","Giants","SF @ MIA","2B","4.80","1.16",".78",".21",".04",".12",".60",".40",".03",".02",".47",".39","6.69","10.36","8.04","11936"
"Jose Abreu","White Sox","CLE @ CWS","1B","4.28","1.09",".65",".26",".02",".16",".52",".50",".01",".01",".41",".89","6.67","10.36","7.95","15676"
"John Ryan Murphy","Diamondbacks","NYM @ ARI","C","4.30",".98",".58",".20",".01",".18",".55",".65",".02",".01",".32",".80","6.63","10.38","7.82","10346"
"David Peralta","Diamondbacks","NYM @ ARI","LF","4.20","1.10",".71",".23",".04",".12",".52",".55",".05",".03",".34",".80","6.57","10.24","7.89","2136"
"Gleyber Torres","Yankees","TB @ NYY","2B","4.20",".97",".61",".18",".01",".16",".50",".56",".09",".05",".40","1.15","6.59","10.26","7.82","16997"
"Max Kepler","Twins","MIN @ DET","RF","4.40",".99",".57",".23",".06",".13",".52",".55",".03",".03",".44",".70","6.58","10.25","7.78","12144"
"Devin Mesoraco","Mets","NYM @ ARI","C","4.38",".98",".58",".21",".01",".18",".52",".61",".02",".01",".34",".74","6.52","10.18","7.71","5666"
"DJ LeMahieu","Rockies","COL @ PHI","2B","4.72","1.17",".86",".19",".03",".09",".58",".37",".07",".04",".44",".90","6.47","10.01","7.84","9874"
"Evan Longoria","Giants","SF @ MIA","3B","4.41","1.03",".62",".23",".02",".16",".50",".64",".02",".01",".31",".80","6.48","10.14","7.70","9368"
"Niko Goodrum","Tigers","MIN @ DET","1B","4.10",".89",".50",".19",".06",".14",".50",".51",".10",".05",".42","1.06","6.51","10.12","7.71","12092"
"Josh Reddick","Astros","HOU @ OAK","RF","4.37","1.03",".66",".22",".02",".13",".51",".53",".05",".02",".43",".69","6.49","10.10","7.72","3892"
"Jose Bautista","Mets","NYM @ ARI","DH","4.28",".89",".49",".22",".01",".18",".50",".54",".03",".02",".48",".85","6.51","10.14","7.62","1887"
"Victor Martinez","Tigers","MIN @ DET","DH","4.32","1.04",".73",".17",".00",".14",".52",".61",".00",".00",".46",".48","6.44","10.07","7.63","393"
"Jake Lamb","Diamondbacks","NYM @ ARI","3B","3.99",".85",".46",".19",".04",".15",".48",".54",".03",".02",".52",".97","6.38","9.94","7.46","13329"
"Daniel Palka","White Sox","CLE @ CWS","DH","4.19",".89",".50",".17",".03",".19",".46",".56",".04",".03",".36","1.34","6.28","9.79","7.43","14897"
"Jake Bauers","Rays","TB @ NYY","LF","4.55",".91",".58",".21",".01",".12",".49",".40",".12",".07",".54","1.23","6.30","9.76","7.45","15194"
