"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ BOS","CF","4.70","1.22",".63",".27",".03",".28",".89",".66",".14",".07",".88",".78","10.22","15.83","11.89","10155"
"Eric Thames","Brewers","MIL @ CIN","1B","4.82","1.15",".56",".21",".02",".36",".84",".65",".06",".04",".57","1.35","9.37","14.54","10.97","3711"
"Nelson Cruz","Mariners","SEA @ BAL","DH","4.57","1.16",".62",".18",".00",".35",".74",".91",".01",".01",".55",".80","9.26","14.49","10.78","2434"
"Mookie Betts","Red Sox","LAA @ BOS","RF","4.66","1.29",".71",".33",".02",".24",".79",".65",".16",".06",".45",".58","9.17","14.24","10.88","13611"
"J.D. Martinez","Red Sox","LAA @ BOS","DH","4.45","1.24",".64",".26",".01",".33",".75",".89",".01",".01",".37","1.06","9.06","14.19","10.65","6184"
"Eddie Rosario","Twins","MIN @ CWS","LF","4.82","1.30",".76",".27",".04",".23",".78",".70",".10",".06",".38",".80","8.84","13.77","10.53","12155"
"Joey Votto","Reds","MIL @ CIN","1B","4.47","1.08",".65",".20",".01",".21",".77",".62",".02",".01","1.02",".61","8.76","13.61","10.08","4314"
"Travis Shaw","Brewers","MIL @ CIN","3B","4.50","1.13",".58",".25",".01",".30",".71",".80",".03",".01",".47",".87","8.61","13.45","10.07","11982"
"Jesus Aguilar","Brewers","MIL @ CIN","1B","4.61","1.20",".65",".22",".01",".32",".73",".79",".01",".01",".35","1.12","8.55","13.36","10.08","11342"
"Christian Yelich","Brewers","MIL @ CIN","LF","4.72","1.29",".81",".26",".02",".21",".79",".56",".09",".04",".51","1.01","8.50","13.18","10.11","11477"
"Andrew Benintendi","Red Sox","LAA @ BOS","LF","4.55","1.20",".71",".26",".04",".19",".76",".62",".10",".07",".48",".74","8.36","13.00","9.90","17901"
"Mitch Haniger","Mariners","SEA @ BAL","RF","4.67","1.13",".65",".23",".01",".23",".72",".73",".05",".03",".56",".83","8.37","13.07","9.80","14274"
"Bryce Harper","Nationals","WSH @ PHI","RF","4.69","1.01",".54",".18",".01",".28",".72",".54",".06",".03",".69","1.24","8.24","12.78","9.60","11579"
"Scooter Gennett","Reds","MIL @ CIN","2B","4.39","1.23",".76",".22",".02",".23",".65",".85",".02",".01",".33",".89","8.12","12.73","9.62","10339"
"Rhys Hoskins","Phillies","WSH @ PHI","LF","4.45",".99",".50",".20",".02",".27",".72",".62",".05",".03",".66","1.09","8.23","12.80","9.54","16472"
"George Springer","Astros","HOU @ TB","CF","4.90","1.12",".69",".19",".01",".23",".70",".55",".08",".04",".62","1.06","8.09","12.55","9.52","12856"
"Paul Goldschmidt","Diamondbacks","ARI @ MIA","1B","4.76","1.08",".66",".22",".02",".18",".70",".56",".09",".04",".69","1.18","8.03","12.46","9.39","9218"
"Justin Upton","Angels","LAA @ BOS","LF","4.61","1.07",".59",".24",".01",".23",".64",".71",".05",".03",".53","1.24","7.98","12.45","9.33","5222"
"Brian Dozier","Twins","MIN @ CWS","2B","4.60",".98",".56",".20",".02",".20",".63",".68",".07",".04",".70",".81","7.97","12.43","9.25","9810"
"Jean Segura","Mariners","SEA @ BAL","SS","4.79","1.36",".98",".24",".02",".11",".70",".55",".19",".09",".31",".55","7.82","12.15","9.50","5933"
"Ryan Braun","Brewers","MIL @ CIN","1B","4.40","1.11",".63",".22",".01",".24",".62",".71",".09",".05",".33",".90","7.87","12.28","9.33","3410"
"Alex Bregman","Astros","HOU @ TB","3B","4.79","1.08",".64",".25",".02",".17",".71",".50",".10",".06",".65",".81","7.89","12.22","9.26","17678"
"Jose Altuve","Astros","HOU @ TB","2B","4.68","1.26",".87",".23",".02",".14",".61",".60",".11",".05",".52",".72","7.81","12.13","9.34","5417"
