"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Kris Bryant","Cubs","CHC @ CIN","3B","4.85","1.33",".71",".31",".02",".29",".93",".72",".04",".04",".64",".77","9.89","15.38","11.58","15429"
"Mike Trout","Angels","TB @ LAA","CF","4.64","1.12",".60",".21",".03",".28",".82",".63",".13",".06",".99",".86","9.86","15.27","11.43","10155"
"Anthony Rizzo","Cubs","CHC @ CIN","1B","4.75","1.21",".63",".27",".01",".30",".83",".81",".04",".03",".64",".57","9.55","14.90","11.12","3473"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.44","1.23",".62",".32",".03",".27",".78",".71",".04",".03",".71",".66","9.36","14.55","10.92","5361"
"Kyle Schwarber","Cubs","CHC @ CIN","LF","4.42","1.08",".53",".17",".02",".36",".75",".88",".02",".02",".58",".99","9.24","14.46","10.73","16478"
"Willson Contreras","Cubs","CHC @ CIN","C","4.65","1.25",".69",".29",".02",".25",".73",".88",".04",".03",".45",".74","8.93","13.99","10.49","11609"
"Giancarlo Stanton","Yankees","NYY @ KC","LF","4.52","1.08",".54",".21",".01",".32",".68",".80",".01",".01",".46","1.16","8.47","13.24","9.89","4949"
"Aaron Judge","Yankees","NYY @ KC","RF","4.73","1.08",".62",".19",".01",".27",".71",".69",".05",".03",".65","1.39","8.47","13.19","9.88","15640"
"Mookie Betts","Red Sox","BAL @ BOS","RF","4.66","1.32",".75",".38",".03",".16",".71",".57",".12",".05",".39",".48","8.30","12.89","9.93","13611"
"Josh Donaldson","Blue Jays","OAK @ TOR","3B","4.53","1.06",".57",".25",".01",".24",".75",".64",".02",".01",".67",".87","8.34","12.99","9.68","5038"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.66","1.24",".70",".28",".06",".19",".71",".55",".14",".08",".35",".79","8.19","12.70","9.82","16556"
"Joey Gallo","Rangers","TEX @ CWS","1B","4.38",".78",".32",".13",".01",".30",".65",".78",".04",".02",".80","1.44","8.32","12.99","9.45","14128"
"J.D. Martinez","Red Sox","BAL @ BOS","DH","4.34","1.26",".69",".33",".02",".22",".66",".80",".01",".01",".31",".95","8.16","12.77","9.67","6184"
"Ronald Acuna","Braves","MIA @ ATL","LF","4.55","1.15",".69",".25",".04",".18",".73",".53",".20",".14",".42","1.10","8.17","12.67","9.74","18401"
"Brian Dozier","Twins","MIL @ MIN","2B","4.50","1.17",".68",".25",".03",".21",".70",".63",".09",".04",".40",".73","8.09","12.59","9.60","9810"
"Justin Bour","Marlins","MIA @ ATL","1B","4.48","1.10",".65",".19",".00",".25",".68",".74",".01",".01",".54",".75","8.05","12.57","9.41","9744"
"Ian Happ","Cubs","CHC @ CIN","CF","4.19","1.00",".51",".18",".02",".29",".59",".71",".07",".05",".41","1.31","7.88","12.30","9.26","17919"
"Justin Upton","Angels","TB @ LAA","LF","4.42","1.01",".55",".20",".00",".25",".62",".71",".06",".03",".54","1.29","7.88","12.29","9.19","5222"
"Javier Baez","Cubs","CHC @ CIN","2B","4.31","1.17",".66",".24",".02",".25",".60",".72",".07",".04",".21",".89","7.78","12.14","9.30","12979"
"Jose Abreu","White Sox","TEX @ CWS","1B","4.38","1.20",".70",".27",".02",".21",".63",".62",".01",".01",".46",".68","7.74","12.04","9.17","15676"
"Rhys Hoskins","Phillies","PHI @ STL","LF","4.67",".98",".55",".21",".01",".21",".67",".56",".05",".04",".73","1.16","7.80","12.12","9.05","16472"
