"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Freddie Freeman","Braves","ATL @ CIN","1B","4.61","1.22",".63",".28",".01",".29",".76",".75",".04",".03",".69",".69","9.39","14.61","10.96","5361"
"Kyle Schwarber","Cubs","MIL @ CHC","LF","4.45","1.01",".46",".16",".02",".36",".80",".69",".03",".02",".64","1.22","8.99","14.00","10.42","16478"
"Aaron Judge","Yankees","MIN @ NYY","RF","4.53",".96",".50",".16",".01",".30",".78",".67",".05",".04",".86","1.32","8.86","13.78","10.17","15640"
"Giancarlo Stanton","Yankees","MIN @ NYY","LF","4.31",".97",".45",".17",".01",".34",".69",".84",".02",".01",".59","1.24","8.64","13.52","9.98","4949"
"Rhys Hoskins","Phillies","ARI @ PHI","LF","4.26","1.00",".49",".19",".02",".31",".66",".83",".03",".03",".61",".85","8.62","13.49","9.98","16472"
"Anthony Rizzo","Cubs","MIL @ CHC","1B","4.25","1.00",".50",".23",".01",".26",".65",".67",".04",".02",".69",".67","8.27","12.87","9.58","3473"
"Mookie Betts","Red Sox","BOS @ TOR","RF","4.80","1.14",".64",".29",".02",".20",".67",".57",".12",".06",".51",".64","8.12","12.61","9.61","13611"
"Mike Moustakas","Royals","CWS @ KC","3B","4.42","1.17",".67",".23",".01",".26",".63",".83",".01",".00",".34",".54","8.04","12.59","9.49","4892"
"J.D. Martinez","Red Sox","BOS @ TOR","DH","4.48","1.07",".53",".24",".01",".28",".63",".75",".02",".01",".39","1.25","7.94","12.40","9.31","6184"
"Ozzie Albies","Braves","ATL @ CIN","2B","4.73","1.16",".71",".22",".04",".18",".71",".56",".15",".09",".36",".72","7.89","12.25","9.42","16556"
"Gary Sanchez","Yankees","MIN @ NYY","C","4.21","1.01",".56",".18",".00",".27",".62",".72",".02",".01",".38",".87","7.55","11.81","8.85","11442"
"Brian Dozier","Twins","MIN @ NYY","2B","4.73",".99",".56",".19",".01",".22",".59",".54",".09",".05",".60","1.08","7.56","11.73","8.87","9810"
"Nelson Cruz","Mariners","SEA @ CLE","DH","4.51",".99",".56",".19",".00",".23",".60",".70",".01",".01",".55","1.22","7.50","11.72","8.73","2434"
"Didi Gregorius","Yankees","MIN @ NYY","SS","4.42","1.13",".70",".21",".01",".20",".63",".68",".04",".02",".37",".54","7.43","11.62","8.81","6012"
"Paul Goldschmidt","Diamondbacks","ARI @ PHI","1B","4.51",".98",".58",".19",".01",".19",".57",".57",".07",".03",".68","1.09","7.47","11.61","8.73","9218"
"Ronald Acuna","Braves","ATL @ CIN","LF","4.30","1.07",".68",".18",".02",".18",".51",".62",".17",".12",".37",".98","7.36","11.45","8.79","18401"
"Javier Baez","Cubs","MIL @ CHC","2B","4.36","1.11",".62",".22",".02",".24",".61",".61",".06",".03",".24","1.13","7.35","11.45","8.78","12979"
"Kurt Suzuki","Braves","ATL @ CIN","C","4.41","1.08",".66",".20",".00",".21",".60",".73",".01",".01",".40",".43","7.34","11.49","8.64","8259"
"Andrew Benintendi","Red Sox","BOS @ TOR","LF","4.69","1.05",".63",".24",".03",".15",".62",".53",".10",".06",".53",".83","7.36","11.43","8.68","17901"
"Jose Ramirez","Indians","SEA @ CLE","3B","4.37","1.10",".64",".30",".02",".13",".56",".52",".10",".05",".49",".66","7.19","11.16","8.54","13510"
"Manny Machado","Orioles","TB @ BAL","SS","4.28","1.08",".64",".19",".01",".25",".55",".62",".04",".03",".31",".77","7.16","11.16","8.53","11493"
"Joey Votto","Reds","ATL @ CIN","1B","4.46",".90",".62",".14",".01",".13",".62",".49",".02",".01","1.05",".74","7.30","11.32","8.37","4314"
"Carlos Santana","Phillies","ARI @ PHI","1B","4.46",".97",".56",".21",".01",".18",".67",".54",".03",".02",".59",".49","7.23","11.25","8.43","2396"
"Lucas Duda","Royals","CWS @ KC","1B","4.20",".89",".45",".22",".00",".22",".60",".59",".01",".01",".64",".81","7.24","11.27","8.35","2502"
"Hanley Ramirez","Red Sox","BOS @ TOR","1B","4.58","1.03",".63",".20",".00",".19",".59",".63",".04",".02",".41",".94","7.04","11.00","8.31","8001"
"Robinson Cano","Mariners","SEA @ CLE","2B","4.61","1.07",".69",".23",".01",".14",".59",".55",".01",".01",".64",".81","7.07","10.99","8.30","3269"
"Adam Duvall","Reds","ATL @ CIN","LF","4.38",".83",".43",".19",".02",".20",".56",".67",".03",".02",".62","1.16","7.07","11.05","8.14","10950"
"A.J. Pollock","Diamondbacks","ARI @ PHI","CF","4.42",".99",".58",".25",".03",".14",".49",".62",".13",".06",".41",".80","6.99","10.89","8.28","9256"
"Eugenio Suarez","Reds","ATL @ CIN","3B","4.26",".82",".50",".16",".01",".15",".55",".57",".04",".03",".87","1.03","7.08","11.01","8.11","12552"
"Miguel Sano","Twins","MIN @ NYY","3B","4.52",".83",".42",".15",".01",".25",".53",".63",".01",".01",".61","1.78","7.02","10.95","8.11","12164"
"C.J. Cron","Rays","TB @ BAL","1B","4.59","1.04",".60",".21",".01",".22",".57",".56",".04",".03",".31","1.17","6.93","10.78","8.24","12546"
"Francisco Lindor","Indians","SEA @ CLE","SS","4.59","1.06",".65",".24",".03",".14",".55",".49",".09",".05",".44",".85","6.92","10.74","8.25","12916"
"Ryan Braun","Brewers","MIL @ CHC","1B","4.43","1.02",".59",".23",".01",".19",".52",".58",".08",".04",".32",".88","6.85","10.67","8.16","3410"
"Odubel Herrera","Phillies","ARI @ PHI","CF","4.36","1.22",".84",".24",".03",".10",".56",".55",".07",".04",".29",".68","6.76","10.52","8.18","11476"
"Brett Gardner","Yankees","MIN @ NYY","LF","4.64","1.00",".70",".16",".02",".11",".63",".40",".11",".05",".64",".82","6.85","10.60","8.09","9927"
"Aaron Altherr","Phillies","ARI @ PHI","RF","4.16",".93",".53",".20",".03",".18",".51",".62",".08",".05",".41",".90","6.80","10.62","8.02","11270"
"Edwin Encarnacion","Indians","SEA @ CLE","DH","4.27",".82",".46",".16",".00",".20",".54",".59",".01",".00",".67","1.17","6.82","10.64","7.86","2151"
"Abraham Almonte","Royals","CWS @ KC","CF","4.53","1.02",".66",".22",".05",".09",".61",".49",".09",".05",".50",".75","6.75","10.50","8.00","5486"
"Starling Marte","Pirates","DET @ PIT","CF","4.33","1.10",".80",".17",".04",".09",".50",".46",".19",".08",".39",".69","6.69","10.37","8.11","9241"
"Salvador Perez","Royals","CWS @ KC","C","4.31","1.03",".61",".22",".01",".19",".54",".68",".01",".01",".28",".76","6.71","10.51","7.95","7304"
"Travis Shaw","Brewers","MIL @ CHC","3B","4.33",".94",".51",".22",".01",".20",".50",".59",".03",".02",".44",".99","6.73","10.49","7.90","11982"
"Kyle Seager","Mariners","SEA @ CLE","3B","4.40",".93",".52",".23",".01",".16",".53",".59",".02",".01",".54",".95","6.73","10.50","7.85","9785"
"Tyler Austin","Yankees","MIN @ NYY","1B","4.00",".86",".44",".19",".01",".22",".53",".60",".03",".02",".42","1.30","6.72","10.48","7.84","11850"
"David Peralta","Diamondbacks","ARI @ PHI","LF","4.73","1.16",".77",".25",".03",".12",".53",".39",".06",".04",".46",".81","6.65","10.28","8.02","2136"
"Jean Segura","Mariners","SEA @ CLE","SS","4.71","1.14",".81",".23",".02",".08",".56",".43",".15",".07",".38",".98","6.63","10.27","8.02","5933"
"Leonys Martin","Tigers","DET @ PIT","CF","4.64","1.12",".75",".20",".03",".12",".51",".39",".17",".09",".30",".86","6.62","10.22","8.06","11846"
"Miguel Cabrera","Tigers","DET @ PIT","1B","4.43","1.13",".75",".23",".00",".15",".54",".51",".01",".01",".44",".67","6.64","10.33","7.93","1744"
"Mitch Moreland","Red Sox","BOS @ TOR","1B","4.37",".96",".52",".24",".01",".19",".54",".59",".01",".01",".39",".86","6.66","10.39","7.82","3086"
"Christian Yelich","Brewers","MIL @ CHC","LF","4.52","1.05",".67",".23",".01",".14",".57",".40",".07",".04",".50","1.02","6.63","10.26","7.90","11477"
"Albert Almora Jr.","Cubs","MIL @ CHC","CF","4.57","1.18",".74",".27",".03",".14",".60",".43",".04",".03",".23",".79","6.57","10.19","7.96","14109"
