"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ SEA","CF","4.63","1.21",".62",".22",".03",".33",".85",".70",".13",".06",".74",".87","10.06","15.61","11.76","10155"
"Brandon Belt","Giants","SF @ COL","1B","4.75","1.36",".71",".34",".03",".28",".86",".88",".02",".02",".60",".86","9.98","15.59","11.68","10264"
"Charlie Blackmon","Rockies","SF @ COL","CF","4.67","1.43",".87",".23",".08",".25",".94",".74",".11",".06",".46",".69","9.82","15.29","11.69","7859"
"Nolan Arenado","Rockies","SF @ COL","3B","4.55","1.31",".70",".28",".04",".30",".83",".91",".02",".02",".50",".68","9.70","15.17","11.37","9777"
"Joey Votto","Reds","CWS @ CIN","1B","4.55","1.16",".70",".22",".01",".23",".88",".70",".02",".01","1.03",".55","9.47","14.73","10.89","4314"
"Scooter Gennett","Reds","CWS @ CIN","2B","4.67","1.36",".81",".27",".02",".26",".88",".73",".03",".02",".41",".87","9.01","14.06","10.68","10339"
"Aaron Judge","Yankees","ATL @ NYY","RF","4.65",".96",".53",".16",".01",".25",".83",".66",".06",".04","1.05","1.33","9.10","14.15","10.38","15640"
"Alen Hanson","Giants","SF @ COL","2B","4.97","1.40",".84",".30",".10",".16",".77",".57",".21",".12",".31",".82","8.88","13.76","10.74","12926"
"Trevor Story","Rockies","SF @ COL","SS","4.34","1.25",".65",".30",".06",".24",".70",".85",".07",".04",".37","1.05","8.88","13.89","10.50","12564"
"J.D. Martinez","Red Sox","BOS @ WSH","DH","4.58","1.22",".66",".24",".01",".32",".73",".79",".01",".01",".45","1.04","8.86","13.84","10.43","6184"
"Alex Bregman","Astros","HOU @ TEX","3B","4.84","1.24",".69",".30",".03",".21",".80",".69",".09",".06",".53",".53","8.85","13.77","10.42","17678"
"George Springer","Astros","HOU @ TEX","CF","4.96","1.23",".76",".22",".02",".24",".79",".69",".07",".04",".55",".74","8.78","13.68","10.35","12856"
"Rhys Hoskins","Phillies","BAL @ PHI","LF","4.49","1.10",".53",".24",".02",".31",".77",".69",".04",".03",".52",".98","8.77","13.66","10.25","16472"
"Eugenio Suarez","Reds","CWS @ CIN","3B","4.45","1.10",".63",".20",".01",".25",".72",".85",".03",".02",".68",".85","8.77","13.73","10.16","12552"
"Buster Posey","Giants","SF @ COL","C","4.85","1.47",".98",".32",".01",".15",".85",".61",".03",".02",".46",".50","8.51","13.23","10.17","9166"
"Giancarlo Stanton","Yankees","ATL @ NYY","DH","4.53",".98",".50",".19",".01",".29",".69",".80",".02",".01",".74","1.28","8.60","13.45","9.89","4949"
"Jose Altuve","Astros","HOU @ TEX","2B","4.73","1.42",".98",".28",".02",".14",".68",".68",".12",".05",".46",".47","8.44","13.14","10.14","5417"
"Mookie Betts","Red Sox","BOS @ WSH","RF","4.80","1.19",".69",".27",".02",".22",".71",".52",".17",".07",".55",".60","8.49","13.14","10.08","13611"
"Brandon Crawford","Giants","SF @ COL","SS","4.65","1.32",".80",".30",".04",".18",".68",".80",".03",".02",".38",".76","8.36","13.08","9.94","5343"
"Nelson Cruz","Mariners","LAA @ SEA","DH","4.28","1.09",".60",".16",".01",".32",".66",".82",".01",".01",".47",".94","8.38","13.12","9.80","2434"
"Jose Ramirez","Indians","CLE @ KC","3B","4.67","1.20",".68",".31",".03",".18",".66",".66",".10",".05",".55",".53","8.34","12.97","9.85","13510"
"Francisco Lindor","Indians","CLE @ KC","SS","4.89","1.19",".71",".26",".03",".19",".69",".60",".10",".05",".49",".69","8.11","12.60","9.61","12916"
"Freddie Freeman","Braves","ATL @ NYY","1B","4.56","1.10",".63",".23",".01",".24",".64",".63",".04",".03",".66","1.11","8.15","12.66","9.54","5361"
"Evan Gattis","Astros","HOU @ TEX","DH","4.52","1.11",".61",".22",".02",".26",".66",".80",".02",".01",".37",".75","8.04","12.59","9.44","11003"
"Adam Duvall","Reds","CWS @ CIN","LF","4.24",".92",".45",".19",".02",".27",".61",".86",".03",".02",".53","1.08","8.05","12.63","9.29","10950"
"Trea Turner","Nationals","BOS @ WSH","SS","4.63","1.20",".82",".21",".04",".12",".65",".40",".29",".12",".46",".83","7.95","12.26","9.62","16252"
"Paul Goldschmidt","Diamondbacks","STL @ ARI","1B","4.50","1.00",".56",".21",".02",".21",".71",".58",".07",".03",".68","1.31","8.01","12.45","9.32","9218"
"Justin Upton","Angels","LAA @ SEA","LF","4.54","1.07",".57",".22",".01",".28",".62",".73",".05",".02",".38","1.25","7.93","12.39","9.33","5222"
"Andrew Benintendi","Red Sox","BOS @ WSH","LF","4.69","1.16",".72",".23",".03",".18",".73",".51",".12",".07",".52",".75","7.93","12.29","9.41","17901"
"Anthony Rendon","Nationals","BOS @ WSH","3B","4.42","1.17",".66",".32",".01",".18",".67",".63",".04",".02",".54",".64","7.90","12.30","9.29","12861"
"Cody Bellinger","Dodgers","PIT @ LAD","1B","4.20","1.00",".50",".20",".01",".28",".64",".73",".04",".02",".41",".96","7.86","12.28","9.20","15998"
"Pablo Sandoval","Giants","SF @ COL","DH","4.53","1.22",".77",".23",".01",".21",".65",".79",".02",".01",".31",".73","7.79","12.22","9.26","5409"
"Manny Machado","Orioles","BAL @ PHI","SS","4.49","1.23",".75",".21",".01",".27",".64",".64",".04",".02",".27",".63","7.77","12.10","9.32","11493"
"Edwin Encarnacion","Indians","CLE @ KC","DH","4.57",".98",".55",".17",".00",".25",".63",".76",".01",".00",".63",".86","7.86","12.30","9.10","2151"
"DJ LeMahieu","Rockies","SF @ COL","2B","4.78","1.45","1.05",".25",".04",".10",".77",".48",".07",".04",".38",".58","7.70","11.94","9.36","9874"
"Joc Pederson","Dodgers","PIT @ LAD","LF","4.48","1.08",".55",".25",".02",".26",".70",".54",".05",".03",".37",".72","7.76","12.05","9.17","11899"
"Curtis Granderson","Blue Jays","NYM @ TOR","LF","4.57",".95",".48",".21",".02",".24",".68",".53",".05",".03",".70","1.13","7.82","12.13","9.08","4747"
"Max Muncy","Dodgers","PIT @ LAD","1B","4.38","1.03",".57",".21",".01",".25",".71",".56",".03",".02",".56",".94","7.76","12.05","9.07","13301"
"Eddie Rosario","Twins","MIN @ MIL","LF","4.41","1.12",".62",".22",".02",".26",".58",".67",".06",".04",".31",".86","7.67","11.96","9.13","12155"
"Teoscar Hernandez","Blue Jays","NYM @ TOR","RF","4.46","1.06",".54",".25",".04",".23",".63",".60",".11",".07",".33","1.20","7.68","11.95","9.11","13066"
"Jesse Winker","Reds","CWS @ CIN","RF","4.34","1.08",".71",".22",".01",".14",".61",".72",".03",".01",".70",".60","7.67","11.98","8.92","13590"
"A.J. Pollock","Diamondbacks","STL @ ARI","CF","4.29","1.02",".56",".24",".05",".17",".57",".70",".12",".05",".42",".90","7.62","11.89","8.98","9256"
"Eric Thames","Brewers","MIN @ MIL","1B","4.37",".86",".40",".16",".02",".29",".67",".56",".06",".04",".59","1.36","7.67","11.92","8.89","3711"
"Khris Davis","Athletics","SD @ OAK","DH","4.25",".97",".48",".22",".01",".26",".61",".73",".01",".01",".44",".98","7.60","11.88","8.85","9112"
"Mitch Moreland","Red Sox","BOS @ WSH","1B","4.48","1.06",".59",".23",".01",".22",".61",".70",".01",".01",".46",".85","7.55","11.80","8.86","3086"
"Odubel Herrera","Phillies","BAL @ PHI","CF","4.38","1.28",".82",".25",".04",".17",".60",".61",".07",".03",".26",".77","7.46","11.62","9.02","11476"
"Mitch Haniger","Mariners","LAA @ SEA","RF","4.38","1.02",".59",".20",".02",".21",".64",".63",".04",".03",".51","1.03","7.50","11.70","8.80","14274"
"Yoan Moncada","White Sox","CWS @ CIN","2B","4.67","1.03",".58",".19",".03",".24",".61",".47",".12",".07",".42","1.57","7.46","11.55","8.88","17232"
"Bryce Harper","Nationals","BOS @ WSH","RF","4.32",".91",".52",".18",".01",".21",".59",".66",".04",".03",".71",".98","7.52","11.72","8.68","11579"
"Aaron Hicks","Yankees","ATL @ NYY","CF","4.42",".94",".60",".17",".02",".15",".58",".65",".08",".05",".76",".83","7.48","11.67","8.67","5297"
"Daniel Palka","White Sox","CWS @ CIN","DH","4.35","1.01",".54",".17",".03",".27",".57",".66",".05",".03",".32","1.31","7.36","11.48","8.71","14897"
"Carlos Santana","Phillies","BAL @ PHI","1B","4.27",".97",".55",".20",".02",".20",".61",".65",".02",".01",".59",".53","7.40","11.54","8.60","2396"
"Travis Shaw","Brewers","MIN @ MIL","3B","4.17",".92",".45",".21",".01",".25",".59",".62",".02",".02",".53",".88","7.39","11.52","8.60","11982"
"Avisail Garcia","White Sox","CWS @ CIN","RF","4.45","1.27",".82",".23",".02",".20",".60",".58",".04",".03",".24","1.01","7.26","11.29","8.79","5760"
"Jose Peraza","Reds","CWS @ CIN","SS","4.79","1.26",".96",".17",".04",".09",".69",".46",".17",".10",".35",".54","7.24","11.23","8.80","13593"
"Jesus Aguilar","Brewers","MIN @ MIL","1B","4.28",".99",".51",".19",".01",".28",".61",".62",".01",".01",".38","1.18","7.32","11.41","8.60","11342"
"Jake Lamb","Diamondbacks","STL @ ARI","3B","4.40",".89",".47",".20",".03",".19",".61",".62",".03",".03",".66","1.22","7.35","11.45","8.49","13329"
"Justin Turner","Dodgers","PIT @ LAD","3B","4.28","1.14",".71",".24",".00",".19",".62",".60",".02",".02",".40",".50","7.25","11.30","8.61","5235"
"Josh Reddick","Astros","HOU @ TEX","RF","4.41","1.18",".78",".22",".03",".14",".61",".60",".05",".03",".42",".52","7.21","11.24","8.61","3892"
"Yulieski Gurriel","Astros","HOU @ TEX","1B","4.63","1.29",".85",".31",".01",".12",".60",".73",".03",".02",".22",".41","7.15","11.21","8.60","19198"
"Elvis Andrus","Rangers","HOU @ TEX","SS","4.52","1.22",".81",".28",".04",".10",".58",".53",".13",".07",".32",".51","7.10","11.04","8.59","8709"
