"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nolan Arenado","Rockies","SD @ COL","3B","4.50","1.29",".64",".30",".04",".31",".84",".89",".02",".02",".54",".70","9.83","15.36","11.50","9777"
"Mike Trout","Angels","LAA @ HOU","CF","4.64","1.07",".58",".19",".04",".26",".73",".62",".12",".06",".77","1.12","8.99","13.94","10.48","10155"
"Charlie Blackmon","Rockies","SD @ COL","CF","4.60","1.23",".76",".20",".05",".22",".82",".66",".11",".06",".49",".98","8.77","13.65","10.39","7859"
"Freddie Freeman","Braves","ATL @ CIN","1B","4.62","1.13",".61",".26",".01",".25",".70",".67",".04",".03",".77",".81","8.77","13.63","10.21","5361"
"Joey Gallo","Rangers","OAK @ TEX","1B","4.27",".90",".35",".16",".02",".36",".68",".85",".03",".02",".58","1.39","8.70","13.61","10.00","14128"
"Wil Myers","Padres","SD @ COL","RF","4.59","1.20",".70",".25",".02",".23",".71",".68",".10",".06",".53",".99","8.63","13.42","10.19","10047"
"Trevor Story","Rockies","SD @ COL","SS","4.39","1.03",".48",".25",".04",".26",".68",".81",".06",".03",".55","1.43","8.56","13.37","9.94","12564"
"J.D. Martinez","Red Sox","BOS @ TOR","DH","4.43","1.11",".53",".25",".02",".32",".66",".81",".02",".01",".39","1.23","8.46","13.23","9.92","6184"
"Rhys Hoskins","Phillies","ARI @ PHI","LF","4.28",".83",".37",".16",".01",".28",".66",".71",".04",".03",".93","1.24","8.48","13.21","9.64","16472"
"Jose Altuve","Astros","LAA @ HOU","2B","4.56","1.35",".93",".25",".03",".15",".73",".55",".15",".07",".41",".75","8.18","12.69","9.86","5417"
"Mookie Betts","Red Sox","BOS @ TOR","RF","4.74","1.16",".63",".30",".02",".20",".66",".55",".13",".06",".52",".62","8.21","12.72","9.72","13611"
"George Springer","Astros","LAA @ HOU","CF","4.68","1.17",".69",".21",".02",".24",".74",".61",".05",".03",".49","1.07","8.18","12.73","9.66","12856"
"Khris Davis","Athletics","OAK @ TEX","DH","4.59",".95",".46",".20",".01",".28",".66",".76",".02",".01",".62","1.39","8.18","12.78","9.44","9112"
"Nelson Cruz","Mariners","SEA @ CWS","DH","4.54","1.13",".66",".19",".00",".28",".66",".79",".01",".01",".43",".80","8.11","12.69","9.53","2434"
"Tommy Pham","Cardinals","NYM @ STL","CF","4.55","1.07",".70",".18",".03",".17",".74",".53",".15",".09",".69","1.03","8.15","12.64","9.57","2967"
"Joey Votto","Reds","ATL @ CIN","1B","4.44","1.02",".65",".19",".01",".18",".64",".58",".02",".01",".99",".53","8.03","12.46","9.26","4314"
"Chris Iannetta","Rockies","SD @ COL","C","4.28",".96",".50",".23",".00",".23",".65",".73",".01",".01",".71","1.00","7.98","12.47","9.19","8267"
"Carlos Correa","Astros","LAA @ HOU","SS","4.46","1.19",".74",".22",".01",".21",".66",".69",".04",".02",".44","1.12","7.85","12.26","9.30","14162"
"Shin-Soo Choo","Rangers","OAK @ TEX","DH","4.59","1.07",".67",".20",".01",".19",".69",".59",".07",".04",".66",".88","7.87","12.24","9.20","3174"
"DJ LeMahieu","Rockies","SD @ COL","2B","4.71","1.35",".93",".26",".04",".11",".74",".46",".06",".04",".54",".62","7.79","12.06","9.35","9874"
"Anthony Rizzo","Cubs","CHC @ CLE","1B","4.50","1.07",".55",".24",".01",".27",".62",".62",".03",".03",".43",".86","7.76","12.07","9.15","3473"
"Trea Turner","Nationals","WSH @ SF","SS","4.74","1.28",".90",".24",".07",".07",".59",".38",".31",".13",".34",".64","7.63","11.75","9.36","16252"
"Matt Carpenter","Cardinals","NYM @ STL","3B","4.66",".94",".50",".23",".02",".19",".75",".46",".02",".01",".89",".92","7.82","12.11","8.98","8090"
"Ozzie Albies","Braves","ATL @ CIN","2B","4.73","1.11",".68",".21",".05",".17",".69",".53",".14",".09",".40",".84","7.68","11.92","9.15","16556"
"Matt Chapman","Athletics","OAK @ TEX","3B","4.48",".90",".44",".20",".03",".25",".62",".69",".04",".03",".58","1.33","7.74","12.08","8.96","16505"
"Jose Martinez","Cardinals","NYM @ STL","1B","4.44","1.16",".75",".22",".01",".18",".65",".66",".04",".02",".51",".64","7.62","11.90","9.00","7996"
