"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","CWS @ LAA","CF","4.48","1.14",".64",".19",".03",".28",".86",".74",".13",".05",".99",".67","10.17","15.80","11.76","10155"
"Rhys Hoskins","Phillies","PHI @ CIN","LF","4.79","1.15",".55",".24",".01",".36",".86",".81",".04",".03",".68","1.07","9.80","15.28","11.36","16472"
"Giancarlo Stanton","Yankees","KC @ NYY","DH","4.33","1.17",".56",".19",".01",".41",".78",".95",".02",".01",".46","1.17","9.66","15.11","11.26","4949"
"Aaron Judge","Yankees","KC @ NYY","RF","4.54","1.13",".59",".16",".01",".37",".85",".80",".05",".03",".67","1.38","9.63","15.02","11.18","15640"
"Khris Davis","Athletics","OAK @ TEX","DH","4.60","1.18",".55",".24",".02",".38",".80",".95",".01",".01",".39","1.02","9.47","14.83","11.04","9112"
"Matt Olson","Athletics","OAK @ TEX","1B","4.49","1.14",".56",".21",".01",".37",".78",".86",".02",".02",".47",".92","9.26","14.48","10.80","14344"
"Eugenio Suarez","Reds","PHI @ CIN","3B","4.37","1.22",".71",".22",".02",".27",".75",".86",".03",".02",".50",".78","8.89","13.92","10.43","12552"
"Mookie Betts","Red Sox","MIN @ BOS","RF","4.70","1.24",".74",".29",".03",".18",".77",".60",".17",".07",".57",".61","8.83","13.70","10.45","13611"
"J.D. Martinez","Red Sox","MIN @ BOS","DH","4.47","1.24",".69",".25",".01",".29",".70",".87",".01",".01",".42","1.07","8.81","13.79","10.36","6184"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.64",".93",".49",".19",".01",".24",".70",".64",".05",".03",".97","1.03","8.55","13.29","9.79","11579"
"Joey Gallo","Rangers","OAK @ TEX","LF","4.20",".78",".29",".13",".02",".34",".67",".79",".04",".02",".73","1.45","8.51","13.30","9.70","14128"
"Joc Pederson","Dodgers","LAD @ ATL","LF","4.86","1.16",".58",".28",".02",".28",".73",".60",".05",".04",".47",".96","8.38","13.01","9.88","11899"
"Justin Upton","Angels","CWS @ LAA","LF","4.39","1.03",".59",".19",".00",".25",".66",".84",".05",".03",".63","1.03","8.37","13.11","9.70","5222"
