"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Giancarlo Stanton","Marlins","MIA @ ATL","RF","4.76","1.12",".53",".20",".00",".39",".89",".81",".03",".01",".70","1.32","9.91","15.45","11.45","4949"
"J.D. Martinez","Diamondbacks","SDN @ ARI","RF","4.44","1.18",".62",".25",".03",".29",".82",".96",".03",".01",".58","1.01","9.52","14.92","11.03","6184"
"Mike Trout","Angels","ANA @ SEA","CF","4.64","1.20",".65",".24",".03",".28",".78",".63",".15",".05",".63",".91","9.36","14.51","11.02","10155"
"Freddie Freeman","Braves","MIA @ ATL","1B","4.50","1.16",".65",".26",".02",".23",".83",".77",".03",".02",".88",".71","9.38","14.62","10.82","5361"
"Trea Turner","Nationals","PHI @ WAS","SS","4.64","1.35",".93",".24",".05",".14",".77",".51",".35",".13",".34",".67","8.83","13.65","10.71","16252"
"Jake Lamb","Diamondbacks","SDN @ ARI","3B","4.55","1.08",".59",".24",".05",".20",".82",".74",".04",".02",".76",".86","8.86","13.82","10.23","13329"
"David Peralta","Diamondbacks","SDN @ ARI","LF","4.77","1.33",".84",".28",".06",".15",".81",".59",".08",".05",".51",".65","8.52","13.23","10.14","2136"
"Gary Sanchez","Yankees","NYA @ TEX","C","4.73","1.23",".75",".22",".01",".24",".71",".81",".05",".03",".43",".87","8.49","13.29","10.02","11442"
"George Springer","Astros","HOU @ OAK","CF","4.79","1.11",".63",".20",".01",".27",".74",".61",".12",".05",".54","1.09","8.54","13.26","10.05","12856"
"Joey Votto","Reds","CIN @ NYN","1B","4.53","1.07",".64",".22",".01",".21",".70",".61",".05",".03",".94",".59","8.56","13.28","9.90","4314"
"Anthony Rendon","Nationals","PHI @ WAS","3B","4.32","1.13",".68",".27",".01",".18",".74",".72",".08",".04",".62",".52","8.39","13.09","9.79","12861"
"A.J. Pollock","Diamondbacks","SDN @ ARI","CF","4.22","1.14",".70",".26",".05",".13",".66",".76",".18",".07",".45",".52","8.27","12.91","9.77","9256"
"Daniel Murphy","Nationals","PHI @ WAS","2B","4.42","1.30",".83",".30",".01",".15",".72",".71",".05",".03",".47",".31","8.21","12.81","9.73","4316"
"Anthony Rizzo","Cubs","MIL @ CHN","1B","4.40","1.00",".59",".23",".02",".16",".70",".73",".06",".03",".86",".58","8.31","12.98","9.55","3473"
"Matt Kemp","Braves","MIA @ ATL","LF","4.41","1.21",".74",".26",".01",".20",".70",".85",".03",".02",".39",".88","8.19","12.85","9.65","5631"
"Christian Yelich","Marlins","MIA @ ATL","CF","4.67","1.15",".73",".25",".01",".15",".71",".60",".11",".04",".73",".92","8.25","12.82","9.67","11477"
"Buster Posey","Giants","SFN @ CHA","C","4.66","1.23",".83",".23",".00",".18",".71",".67",".03",".01",".67",".59","8.22","12.81","9.67","9166"
"Marcell Ozuna","Marlins","MIA @ ATL","LF","4.57","1.16",".71",".21",".01",".23",".68",".81",".03",".02",".47","1.04","8.17","12.80","9.59","10324"
"Brian Dozier","Twins","MIN @ KCA","2B","4.80","1.03",".56",".20",".02",".25",".70",".67",".10",".05",".51",".99","8.20","12.77","9.60","9810"
"Aaron Judge","Yankees","NYA @ TEX","RF","4.50","1.02",".62",".16",".03",".21",".69",".67",".04",".02",".68","1.20","8.00","12.48","9.30","15640"
"Wil Myers","Padres","SDN @ ARI","1B","4.37","1.04",".57",".22",".03",".21",".63",".65",".11",".06",".52","1.09","7.95","12.38","9.34","10047"
"Mookie Betts","Red Sox","TBA @ BOS","RF","4.30","1.09",".66",".26",".01",".16",".62",".71",".15",".05",".47",".63","7.93","12.37","9.34","13611"
"Kris Bryant","Cubs","MIL @ CHN","3B","4.51","1.02",".62",".21",".03",".17",".69",".63",".08",".04",".71","1.03","7.96","12.39","9.26","15429"
"Chris Iannetta","Diamondbacks","SDN @ ARI","C","4.65","1.01",".58",".24",".01",".19",".79",".60",".02",".01",".74","1.03","7.98","12.42","9.20","8267"
"Adam Lind","Nationals","PHI @ WAS","1B","4.21","1.11",".71",".21",".00",".18",".68",".82",".01",".01",".53",".52","7.87","12.35","9.17","8027"
"Edwin Encarnacion","Indians","BAL @ CLE","DH","4.38",".92",".51",".19",".01",".22",".70",".69",".02",".01",".78",".83","7.94","12.39","9.10","2151"
"Nelson Cruz","Mariners","ANA @ SEA","DH","4.24","1.03",".56",".17",".00",".29",".65",".74",".01",".01",".42",".96","7.83","12.25","9.17","2434"
"Carlos Correa","Astros","HOU @ OAK","SS","4.57","1.09",".66",".22",".01",".20",".63",".61",".11",".05",".51",".92","7.81","12.15","9.22","14162"
"Eduardo Nunez","Red Sox","TBA @ BOS","2B","4.62","1.25",".83",".29",".01",".13",".63",".54",".26",".10",".22",".79","7.70","11.95","9.35","6848"
"Dee Gordon","Marlins","MIA @ ATL","2B","4.88","1.27","1.01",".18",".04",".03",".66",".35",".43",".17",".36",".73","7.68","11.83","9.45","8203"
"Ender Inciarte","Braves","MIA @ ATL","CF","4.73","1.31",".99",".22",".03",".07",".70",".44",".23",".09",".42",".48","7.67","11.87","9.32","4922"
"Starling Marte","Pirates","PIT @ SLN","LF","4.69","1.18",".76",".25",".03",".14",".59",".41",".31",".14",".32","1.12","7.68","11.84","9.33","9241"
"Dexter Fowler","Cardinals","PIT @ SLN","CF","4.59","1.07",".70",".19",".05",".13",".69",".42",".14",".07",".73",".76","7.74","11.95","9.13","4062"
"Hunter Pence","Giants","SFN @ CHA","RF","4.45","1.05",".68",".17",".02",".19",".60",".79",".05",".02",".49","1.01","7.55","11.84","8.85","8252"
"Justin Upton","Angels","ANA @ SEA","LF","4.55","1.06",".61",".23",".00",".22",".60",".66",".08",".04",".40","1.20","7.54","11.76","8.90","5222"
"Ozzie Albies","Braves","MIA @ ATL","2B","4.61","1.18",".83",".21",".07",".07",".68",".46",".21",".11",".45",".77","7.49","11.60","9.01","16556"
"Denard Span","Giants","SFN @ CHA","CF","4.88","1.11",".73",".24",".03",".11",".68",".43",".15",".06",".59",".63","7.52","11.64","8.93","8347"
"Eric Hosmer","Royals","MIN @ KCA","1B","4.27","1.11",".72",".21",".01",".18",".63",".65",".04",".02",".49",".62","7.47","11.66","8.82","3516"
"Billy Hamilton","Reds","CIN @ NYN","CF","4.76","1.05",".79",".16",".05",".06",".56",".32",".51",".15",".33",".87","7.41","11.39","9.08","10199"
"Khris Davis","Athletics","HOU @ OAK","LF","4.24",".93",".46",".17",".01",".28",".58",".73",".03",".01",".40","1.20","7.49","11.72","8.74","9112"
"Justin Smoak","Blue Jays","DET @ TOR","1B","4.32",".91",".48",".18",".01",".25",".64",".63",".02",".01",".62",".97","7.53","11.75","8.71","9054"
"Evan Longoria","Rays","TBA @ BOS","3B","4.48","1.10",".61",".25",".01",".22",".58",".67",".02",".01",".43","1.03","7.47","11.65","8.80","9368"
"Brett Gardner","Yankees","NYA @ TEX","LF","4.94","1.15",".80",".21",".05",".08",".67",".49",".12",".06",".60",".79","7.42","11.51","8.82","9927"
"Cody Bellinger","Dodgers","COL @ LAN","1B","4.18",".88",".46",".15",".01",".26",".61",".65",".05",".03",".50","1.06","7.43","11.59","8.64","15998"
