atl;58.5884;sdg;42.7863;0.3762;1
was;57.3175;chc;45.4889;0.5327;1
sea;53.3777;phi;46.7666;0.1356;-1
col;49.8091;sfo;42.6161;0.7538;-1
det;49.4902;kan;46.1371;-0.1224;1
stl;49.3778;ari;45.8372;0.1589;-1
los;48.6968;ana;43.1884;0.2521;1
bos;47.8896;min;39.8886;0.1967;1
hou;47.8064;oak;45.0346;-0.2643;-1
fla;47.6509;nym;43.9875;0.5195;1
nyy;46.5447;chw;45.9038;0.2996;-1
cle;45.679;tex;38.6669;0.1674;-1
mil;44.7039;cin;43.7397;-0.0907001;-1
tor;44.452;bal;42.467;0.6101;-1
tam;42.3416;pit;39.1896;-0.0460001;1
