was;55.9083;sdg;40.6373;1
nym;52.7545;pit;42.6722;1
los;51.816;chc;48.8553;1
tam;50.7203;min;46.2567;1
ana;47.4949;fla;46.779;-1
atl;47.2277;sfo;44.8611;1
phi;46.9521;cin;44.0216;-1
mil;46.6386;ari;42.1555;-1
cle;46.0984;kan;44.071;-1
nyy;45.9022;oak;41.0191;-1
bos;45.3371;sea;39.0881;1
bal;45.2221;hou;44.2053;-1
stl;45.152;col;39.9469;-1
tex;43.8056;tor;41.0513;-1
