los;57.7104;was;54.4388;1
ari;51.9841;sdg;42.343;
hou;50.3315;kan;46.4216;
tex;50.1786;nym;46.3221;
tor;49.226;oak;47.6279;1
det;48.6661;ana;46.8595;1
chc;47.171;fla;40.6955;-1
atl;46.9411;phi;45.1344;1
stl;46.9585;cin;40.5769;-1
sfo;46.7704;mil;46.4873;-1
min;44.7938;sea;42.9336;
bal;44.7492;pit;42.8774;
bos;44.056;nyy;41.9402;-1
