los;60.4557;chc;51.4086;1
hou;56.2781;bal;43.3058;1
sfo;49.912;atl;45.3713;1
was;49.5978;sdg;40.4347;-1
oak;49.0638;nyy;48.785;-1
ana;49.0489;fla;41.6302;-1
cin;45.2867;phi;36.905;1
stl;45.071;col;42.0533;-1
bos;44.6132;sea;39.1416;-1
tor;43.6189;tex;42.977;-1
ari;43.4922;mil;43.0918;-1
min;42.2763;tam;42.1319;-1
