was;55.5924;los;46.1253;1
sea;55.343;min;42.6768;1
tor;51.6854;oak;44.3047;-1
tam;51.2918;chw;48.6959;-1
nym;50.4587;tex;40.2491;-1
chc;49.1613;fla;47.325;
det;47.0691;ana;44.2088;
bos;46.5434;nyy;41.7848;
atl;46.3928;phi;46.1474;
mil;46.2572;sfo;43.2259;
stl;44.4896;cin;42.4971;
pit;44.2042;bal;43.4905;
cle;42.31;col;40.2918;
