was;58.2163;sfo;42.6075;1
nym;54.0259;mil;48.5453;-1
chc;52.6101;sdg;43.1812;-1
sea;52.5289;col;44.335;1
stl;50.5253;los;43.3216;1
fla;49.8353;phi;48.789;1
bos;49.3196;chw;37.3404;1
kan;46.0636;det;44.3526;-1
nyy;46.0638;bal;42.5383;-1
cle;45.9752;oak;44.4762;-1
ana;45.7514;atl;45.5731;1
ari;43.7402;pit;42.7323;1
min;42.1818;hou;27.7352;-1
cin;41.677;tor;40.5133;-1
